Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90,Squad,PlSqu
Santiago Ascacibar,ar ARG,MF,28-100,13,13,1170.0,13.0,4.0,1.0,5.0,4.0,0.0,0.0,6.0,0.0,2.3,2.3,1.0,3.3,13.0,76.0,33.0,0.31,0.08,0.38,0.31,0.38,0.17,0.08,0.25,0.17,0.25,Estudiantes LP,Santiago AscacibarEstudiantes LP
Santiago Nunez,ar ARG,DF,25-037,13,12,1087.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.2,0.2,0.0,0.2,1.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Estudiantes LP,Santiago NunezEstudiantes LP
Gabriel Neves,uy URU,MF,27-298,14,12,1034.0,11.5,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.3,0.3,0.4,0.6,6.0,112.0,6.0,0.17,0.09,0.26,0.17,0.26,0.03,0.03,0.06,0.03,0.06,Estudiantes LP,Gabriel NevesEstudiantes LP
Sebastian Boselli,uy URU,DF,21-183,13,11,1044.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.0,0.3,7.0,42.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Estudiantes LP,Sebastian BoselliEstudiantes LP
Santiago Arzamendia,py PAR,DF,27-031,12,10,883.0,9.8,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,1.2,1.2,0.6,1.8,11.0,29.0,45.0,0.1,0.0,0.1,0.1,0.1,0.12,0.06,0.19,0.12,0.19,Estudiantes LP,Santiago ArzamendiaEstudiantes LP
Guido Carrillo,ar ARG,FW,34-011,13,8,742.0,8.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.9,1.9,1.1,3.0,2.0,10.0,43.0,0.0,0.12,0.12,0.0,0.12,0.23,0.13,0.36,0.23,0.36,Estudiantes LP,Guido CarrilloEstudiantes LP
Cristian Medina,ar ARG,"MF,FW",23-004,11,8,660.0,7.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.4,1.4,0.4,1.8,17.0,34.0,29.0,0.0,0.14,0.14,0.0,0.14,0.19,0.05,0.24,0.19,0.24,Estudiantes LP,Cristian MedinaEstudiantes LP
Lucas Alario,ar ARG,FW,32-240,12,7,601.0,6.7,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.5,0.7,1.0,1.7,2.0,6.0,23.0,0.15,0.0,0.15,0.0,0.0,0.23,0.14,0.37,0.11,0.25,Estudiantes LP,Lucas AlarioEstudiantes LP
Jose Sosa,ar ARG,"MF,FW",39-351,12,7,509.0,5.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.3,0.7,10.0,54.0,35.0,0.18,0.0,0.18,0.18,0.18,0.07,0.05,0.13,0.07,0.13,Estudiantes LP,Jose SosaEstudiantes LP
Gaston Benedetti,ar ARG,DF,24-068,9,6,541.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,0.3,0.3,0.8,1.1,16.0,40.0,39.0,0.0,0.33,0.33,0.0,0.33,0.04,0.14,0.18,0.04,0.18,Estudiantes LP,Gaston BenedettiEstudiantes LP
Joaquin Burgos,ar ARG,"FW,MF",20-173,10,6,475.0,5.3,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.7,0.7,1.1,1.8,17.0,18.0,52.0,0.38,0.19,0.57,0.38,0.57,0.13,0.21,0.33,0.13,0.33,Estudiantes LP,Joaquin BurgosEstudiantes LP
Facundo Rodriguez,ar ARG,DF,25-099,10,5,535.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,6.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04,Estudiantes LP,Facundo RodriguezEstudiantes LP
Ramiro Funes Mori,ar ARG,DF,34-092,5,5,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1,7.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,Estudiantes LP,Ramiro Funes MoriEstudiantes LP
Edwuin Cetre,co COL,"FW,MF",27-155,13,4,508.0,5.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.3,1.3,1.0,2.3,15.0,15.0,75.0,0.18,0.0,0.18,0.18,0.18,0.24,0.18,0.42,0.24,0.42,Estudiantes LP,Edwuin CetreEstudiantes LP
Lucas Piovi,ar ARG,MF,32-289,5,4,349.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,5.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,Estudiantes LP,Lucas PioviEstudiantes LP
Alexis Castro,ar ARG,"FW,MF",30-230,8,4,305.0,3.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,0.1,1.9,4.0,16.0,23.0,0.3,0.0,0.3,0.3,0.3,0.54,0.02,0.56,0.54,0.56,Estudiantes LP,Alexis CastroEstudiantes LP
Alexis Manyoma,co COL,"MF,FW",22-153,11,2,375.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.5,10.0,13.0,39.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.11,0.05,0.11,Estudiantes LP,Alexis ManyomaEstudiantes LP
Bautista Kociubinski,ar ARG,"MF,FW",24-040,5,2,184.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.15,0.21,0.06,0.21,Estudiantes LP,Bautista KociubinskiEstudiantes LP
Facundo Farias,ar ARG,"MF,FW",22-281,5,2,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,2.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Estudiantes LP,Facundo FariasEstudiantes LP
Luciano Gimenez,ar ARG,"FW,MF",25-107,8,1,209.0,2.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.1,1.1,0.0,1.2,4.0,1.0,13.0,0.86,0.0,0.86,0.86,0.86,0.48,0.02,0.5,0.48,0.5,Estudiantes LP,Luciano GimenezEstudiantes LP
Roman Gomez,ar ARG,DF,20-326,2,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estudiantes LP,Roman GomezEstudiantes LP
Fabricio Perez,ar ARG,"MF,FW",19-180,2,0,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.08,0.04,0.08,Estudiantes LP,Fabricio PerezEstudiantes LP
Mikel Amondarain,ar ARG,MF,20-150,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estudiantes LP,Mikel AmondarainEstudiantes LP
Rodrigo Borzone,ar ARG,GK,20-227,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estudiantes LP,Rodrigo BorzoneEstudiantes LP
Emanuel Dall'Aglio,ar ARG,DF,20-113,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estudiantes LP,Emanuel Dall'AglioEstudiantes LP
Fabricio Iacovich,ar ARG,GK,23-127,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estudiantes LP,Fabricio IacovichEstudiantes LP
Mauro Mendez,uy URU,FW,26-139,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estudiantes LP,Mauro MendezEstudiantes LP
Joaquin Pereyra,ar ARG,DF,19-354,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estudiantes LP,Joaquin PereyraEstudiantes LP
Valente Pierani,ar ARG,DF,19-103,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estudiantes LP,Valente PieraniEstudiantes LP
Opponent Total,,,28.1,16,176,1440.0,16.0,19.0,15.0,34.0,18.0,1.0,2.0,49.0,2.0,15.8,14.2,10.4,24.6,211.0,553.0,548.0,1.19,0.94,2.12,1.13,2.06,0.99,0.65,1.63,0.89,1.54,Estudiantes LP,Opponent TotalEstudiantes LP
Sasha Marcich,ar ARG,DF,27-007,16,15,1364.0,15.2,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,1.9,2.2,21.0,76.0,63.0,0.0,0.2,0.2,0.0,0.2,0.02,0.13,0.15,0.02,0.15,Lanus,Sasha MarcichLanus
Nahuel Losada,ar ARG,GK,32-049,15,15,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lanus,Nahuel LosadaLanus
Marcelino Moreno,ar ARG,MF,30-345,16,15,1345.0,14.9,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,2.8,2.8,4.2,7.0,47.0,94.0,101.0,0.27,0.07,0.33,0.27,0.33,0.19,0.28,0.47,0.19,0.47,Lanus,Marcelino MorenoLanus
Carlos Izquierdoz,ar ARG,DF,36-214,15,14,1305.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.2,1.1,6.0,41.0,5.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.08,0.06,0.08,Lanus,Carlos IzquierdozLanus
Agustin Cardozo,ar ARG,MF,28-006,14,14,1206.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.3,0.3,0.6,0.9,9.0,48.0,13.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.07,0.02,0.07,Lanus,Agustin CardozoLanus
Eduardo Salvio,ar ARG,FW,34-327,16,14,1104.0,12.3,3.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,3.2,1.6,1.1,2.7,34.0,46.0,84.0,0.24,0.0,0.24,0.08,0.08,0.26,0.09,0.35,0.13,0.22,Lanus,Eduardo SalvioLanus
Walter Bou,ar ARG,FW,31-284,14,12,1022.0,11.4,3.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,3.6,2.8,0.6,3.5,6.0,21.0,77.0,0.26,0.0,0.26,0.18,0.18,0.32,0.06,0.37,0.25,0.3,Lanus,Walter BouLanus
Ronaldo Dejesus,py PAR,DF,,13,11,988.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.1,1.0,4.0,41.0,4.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.09,0.09,0.09,Lanus,Ronaldo DejesusLanus
Ramiro Carrera,ar ARG,"MF,FW",31-224,11,10,764.0,8.5,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.9,0.9,0.3,1.2,8.0,40.0,40.0,0.12,0.12,0.24,0.12,0.24,0.11,0.03,0.14,0.11,0.14,Lanus,Ramiro CarreraLanus
Gonzalo Perez,uy URU,DF,24-152,11,8,671.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.2,0.3,5.0,41.0,29.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Lanus,Gonzalo PerezLanus
Ezequiel Munoz,ar ARG,DF,34-240,8,7,629.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,2.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Lanus,Ezequiel MunozLanus
Alexis Segovia,ar ARG,FW,20-355,13,7,545.0,6.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,16.0,24.0,37.0,0.17,0.0,0.17,0.17,0.17,0.06,0.03,0.1,0.06,0.1,Lanus,Alexis SegoviaLanus
Dylan Aquino,ar ARG,FW,20-001,15,5,635.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4,1.4,1.0,2.4,26.0,28.0,62.0,0.0,0.0,0.0,0.0,0.0,0.2,0.14,0.34,0.2,0.34,Lanus,Dylan AquinoLanus
Felipe Pena,ar ARG,MF,24-061,7,5,368.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.3,2.0,22.0,7.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,Lanus,Felipe PenaLanus
Agustin Medina,,MF,,12,4,536.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.2,0.3,1.0,31.0,11.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Lanus,Agustin MedinaLanus
Armando Mendez,uy URU,DF,29-066,8,4,378.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.3,0.6,8.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.14,0.07,0.14,Lanus,Armando MendezLanus
Juan Ramirez,ar ARG,"MF,FW",32-011,9,4,303.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,6.0,25.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02,0.12,0.14,0.02,0.14,Lanus,Juan RamirezLanus
Juan Caceres,py PAR,DF,25-004,3,3,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,2.0,14.0,11.0,0.0,0.33,0.33,0.0,0.33,0.0,0.07,0.07,0.0,0.07,Lanus,Juan CaceresLanus
Franco Orozco,ar ARG,FW,23-147,6,2,209.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.7,11.0,6.0,33.0,0.0,0.0,0.0,0.0,0.0,0.2,0.12,0.31,0.2,0.31,Lanus,Franco OrozcoLanus
Bruno Cabrera,ar ARG,FW,21-349,5,2,201.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,1.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Lanus,Bruno CabreraLanus
Alexis Canelo,ar ARG,FW,33-122,11,1,229.0,2.5,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.9,2.9,0.6,3.4,4.0,11.0,24.0,0.39,0.79,1.18,0.39,1.18,1.13,0.22,1.35,1.13,1.35,Lanus,Alexis CaneloLanus
Leonel Cardozo,ar ARG,DF,21-147,2,1,96.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,Lanus,Leonel CardozoLanus
Lautaro Morales,ar ARG,GK,25-171,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lanus,Lautaro MoralesLanus
Agustin Rodriguez,ar ARG,"MF,FW",21-034,2,1,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.4,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.41,0.03,0.44,0.41,0.44,Lanus,Agustin RodriguezLanus
Octavio Ontivero,ar ARG,DF,19-146,1,1,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.38,0.0,0.38,Lanus,Octavio OntiveroLanus
Lautaro Acosta,ar ARG,FW,37-083,3,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,Lanus,Lautaro AcostaLanus
Facundo Sanchez,ar ARG,MF,19-302,1,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,Lanus,Facundo SanchezLanus
Mariano Gerez,ar ARG,MF,19-137,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,Lanus,Mariano GerezLanus
Luciano Boggio,it ITA,MF,26-087,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lanus,Luciano BoggioLanus
Elias Brito,ar ARG,DF,19-303,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lanus,Elias BritoLanus
Jeremias Chavero,ar ARG,FW,19-006,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lanus,Jeremias ChaveroLanus
Benjamin Acosta,ar ARG,FW,19-116,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lanus,Benjamin AcostaLanus
Fabricio Acosta,ar ARG,DF,21-093,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lanus,Fabricio AcostaLanus
Brian Aguilar,ar ARG,DF,22-053,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lanus,Brian AguilarLanus
Nicolas Claa,ar ARG,GK,20-304,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lanus,Nicolas ClaaLanus
Thiago Laplace,ar ARG,MF,19-063,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lanus,Thiago LaplaceLanus
Nicolas Morgantini,ar ARG,DF,30-267,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lanus,Nicolas MorgantiniLanus
Edwin Schulz,ar ARG,FW,21-208,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lanus,Edwin SchulzLanus
Opponent Total,,,27.8,16,176,1440.0,16.0,11.0,7.0,18.0,10.0,1.0,3.0,49.0,1.0,16.0,13.7,10.9,24.6,217.0,622.0,614.0,0.69,0.44,1.13,0.62,1.06,1.0,0.68,1.68,0.85,1.53,Lanus,Opponent TotalLanus
Mateo Silvetti,ar ARG,"FW,MF",19-142,15,15,1090.0,12.1,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.4,2.4,1.6,4.0,36.0,22.0,128.0,0.17,0.08,0.25,0.17,0.25,0.2,0.14,0.33,0.2,0.33,Newells Old Boys,Mateo SilvettiNewells Old Boys
Keylor Navas,cr CRC,GK,38-172,14,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newells Old Boys,Keylor NavasNewells Old Boys
Ever Banega,ar ARG,MF,36-341,15,14,1246.0,13.8,1.0,4.0,5.0,1.0,0.0,1.0,7.0,0.0,1.5,0.7,4.8,5.5,33.0,131.0,25.0,0.07,0.29,0.36,0.07,0.36,0.11,0.34,0.45,0.05,0.4,Newells Old Boys,Ever BanegaNewells Old Boys
Alejo Montero,ar ARG,DF,27-031,14,12,1089.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,1.0,1.3,21.0,25.0,40.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1,Newells Old Boys,Alejo MonteroNewells Old Boys
Tomas Jacob,ar ARG,"DF,MF",21-046,13,12,1043.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.0,0.5,19.0,22.0,18.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Newells Old Boys,Tomas JacobNewells Old Boys
Luciano Lollo,ar ARG,DF,38-068,12,12,1006.0,11.2,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.4,0.4,0.1,0.4,0.0,18.0,2.0,0.18,0.0,0.18,0.18,0.18,0.03,0.0,0.04,0.03,0.04,Newells Old Boys,Luciano LolloNewells Old Boys
Saul Salcedo,py PAR,DF,27-280,13,11,931.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,14.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.09,0.1,Newells Old Boys,Saul SalcedoNewells Old Boys
Gonzalo Maroni,ar ARG,"MF,FW",26-079,16,11,896.0,10.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.7,1.7,1.4,3.1,37.0,51.0,59.0,0.1,0.1,0.2,0.1,0.2,0.17,0.14,0.31,0.17,0.31,Newells Old Boys,Gonzalo MaroniNewells Old Boys
Victor Cuesta,ar ARG,DF,36-198,10,10,892.0,9.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.4,0.4,0.3,0.7,5.0,27.0,2.0,0.1,0.0,0.1,0.1,0.1,0.04,0.03,0.07,0.04,0.07,Newells Old Boys,Victor CuestaNewells Old Boys
Luciano Ramon Herrera,ar ARG,"FW,MF",29-005,14,10,781.0,8.7,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,2.0,2.0,0.7,2.7,25.0,18.0,57.0,0.35,0.0,0.35,0.35,0.35,0.23,0.08,0.32,0.23,0.32,Newells Old Boys,Luciano Ramon HerreraNewells Old Boys
Carlos Gonzalez Espinola,py PAR,FW,32-121,12,8,822.0,9.1,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.1,3.1,0.5,3.6,5.0,22.0,18.0,0.11,0.11,0.22,0.11,0.22,0.34,0.05,0.39,0.34,0.39,Newells Old Boys,Carlos Gonzalez EspinolaNewells Old Boys
Luca Regiardo,ar ARG,MF,18-225,9,7,706.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,2.0,42.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Newells Old Boys,Luca RegiardoNewells Old Boys
Alejo Tabares,ar ARG,"DF,MF",23-350,11,6,624.0,6.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.4,0.7,8.0,20.0,43.0,0.0,0.14,0.14,0.0,0.14,0.03,0.06,0.09,0.03,0.09,Newells Old Boys,Alejo TabaresNewells Old Boys
Angelo Martino,ar ARG,"DF,MF",27-000,6,6,506.0,5.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,11.0,4.0,6.0,0.0,0.18,0.18,0.0,0.18,0.0,0.06,0.06,0.0,0.06,Newells Old Boys,Angelo MartinoNewells Old Boys
Fernando David Cardozo,py PAR,"MF,FW",24-117,11,6,490.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.2,0.9,8.0,22.0,35.0,0.0,0.0,0.0,0.0,0.0,0.13,0.03,0.16,0.13,0.16,Newells Old Boys,Fernando David CardozoNewells Old Boys
David Sotelo,ar ARG,MF,21-310,12,4,451.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.1,0.6,6.0,27.0,11.0,0.0,0.2,0.2,0.0,0.2,0.09,0.02,0.11,0.09,0.11,Newells Old Boys,David SoteloNewells Old Boys
Juan Manuel Garcia,ar ARG,"FW,MF",32-203,11,4,439.0,4.9,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.6,0.8,0.2,1.0,4.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.32,0.04,0.37,0.16,0.21,Newells Old Boys,Juan Manuel GarciaNewells Old Boys
Luca Sosa,ar ARG,DF,30-359,4,3,247.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Newells Old Boys,Luca SosaNewells Old Boys
Nazareno Funez,ar ARG,"FW,DF",24-003,7,2,233.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,1.0,1.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.28,0.1,0.38,0.28,0.38,Newells Old Boys,Nazareno FunezNewells Old Boys
Josue Reinatti,ar ARG,GK,22-003,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newells Old Boys,Josue ReinattiNewells Old Boys
Juan Ignacio Mendez,ar ARG,"MF,DF",28-038,5,2,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newells Old Boys,Juan Ignacio MendezNewells Old Boys
Martin Luciano,ar ARG,DF,21-179,4,2,164.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,Newells Old Boys,Martin LucianoNewells Old Boys
Joaquin Plaza,ar ARG,"FW,MF",20-317,2,1,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Newells Old Boys,Joaquin PlazaNewells Old Boys
Brian Calderara,ar ARG,DF,26-248,2,1,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Newells Old Boys,Brian CalderaraNewells Old Boys
Francisco Gonzalez,ar ARG,"FW,MF",24-060,1,1,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,Newells Old Boys,Francisco GonzalezNewells Old Boys
