Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Michael Cooper,eng ENG,GK,24.0,43,43,3870.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Harrison Burrows,eng ENG,DF,22.0,43,39,3460.0,38.4,5.0,3.0,8.0,3.0,2.0,2.0,2.0,0.0,3.9,2.3,5.8,8.0,65.0,105.0,197.0,0.13,0.08,0.21,0.08,0.16,0.1,0.15,0.25,0.06,0.21,Matches
Callum O'Hare,eng ENG,"MF,FW",26.0,44,38,3139.0,34.9,2.0,6.0,8.0,2.0,0.0,0.0,2.0,0.0,4.7,4.7,5.4,10.1,55.0,127.0,233.0,0.06,0.17,0.23,0.06,0.23,0.13,0.15,0.29,0.13,0.29,Matches
Gustavo Hamer,nl NED,"FW,MF",27.0,41,36,3124.0,34.7,9.0,7.0,16.0,9.0,0.0,0.0,13.0,0.0,5.8,5.8,9.0,14.8,56.0,223.0,166.0,0.26,0.2,0.46,0.26,0.46,0.17,0.26,0.43,0.17,0.43,Matches
Anel Ahmedhodžić,ba BIH,DF,25.0,38,35,3136.0,34.8,3.0,1.0,4.0,3.0,0.0,0.0,11.0,1.0,2.3,2.3,1.3,3.6,39.0,88.0,8.0,0.09,0.03,0.11,0.09,0.11,0.07,0.04,0.1,0.07,0.1,Matches
Sydie Peck,eng ENG,MF,19.0,42,32,2927.0,32.5,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,2.1,2.1,2.7,4.7,33.0,187.0,60.0,0.0,0.06,0.06,0.0,0.06,0.06,0.08,0.15,0.06,0.15,Matches
Vinicius Souza,br BRA,MF,25.0,35,32,2787.0,31.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.7,0.7,1.4,2.0,21.0,133.0,30.0,0.0,0.03,0.03,0.0,0.03,0.02,0.04,0.07,0.02,0.07,Matches
Jack Robinson,eng ENG,DF,30.0,34,31,2841.0,31.6,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.9,0.9,0.5,1.4,14.0,88.0,11.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches
Alfie Gilchrist,eng ENG,DF,20.0,30,27,2103.0,23.4,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,1.4,1.7,32.0,120.0,57.0,0.0,0.09,0.09,0.0,0.09,0.02,0.06,0.07,0.02,0.07,Matches
Jesurun Rak Sakyi,eng ENG,"FW,MF",21.0,34,22,1725.0,19.2,7.0,2.0,9.0,7.0,0.0,0.0,1.0,0.0,6.1,6.1,2.7,8.8,73.0,40.0,155.0,0.37,0.1,0.47,0.37,0.47,0.32,0.14,0.46,0.32,0.46,Matches
Harry Souttar,au AUS,DF,25.0,21,20,1768.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.8,0.8,0.0,0.8,5.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
Tyrese Campbell,eng ENG,FW,24.0,33,20,1580.0,17.6,10.0,1.0,11.0,10.0,0.0,0.0,2.0,0.0,8.2,8.2,2.7,10.8,34.0,24.0,113.0,0.57,0.06,0.63,0.57,0.63,0.47,0.15,0.62,0.47,0.62,Matches
Kieffer Moore,wls WAL,FW,31.0,27,18,1767.0,19.6,5.0,0.0,5.0,4.0,1.0,3.0,1.0,0.0,9.2,6.8,1.4,8.2,19.0,27.0,78.0,0.25,0.0,0.25,0.2,0.2,0.47,0.07,0.54,0.35,0.42,Matches
Rhian Brewster,eng ENG,"MF,FW",24.0,36,16,1558.0,17.3,4.0,3.0,7.0,4.0,0.0,0.0,2.0,0.0,4.3,4.3,3.0,7.3,19.0,59.0,72.0,0.23,0.17,0.4,0.23,0.4,0.25,0.17,0.42,0.25,0.42,Matches
Hamza Choudhury,bd BAN,"MF,DF",26.0,16,13,1105.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.3,3.0,43.0,10.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
Ben Brereton,cl CHI,"FW,MF",25.0,17,13,984.0,10.9,4.0,3.0,7.0,4.0,0.0,0.0,4.0,0.0,4.2,4.2,1.4,5.6,25.0,36.0,60.0,0.37,0.27,0.64,0.37,0.64,0.38,0.13,0.51,0.38,0.51,Matches
Oliver Arblaster,eng ENG,MF,20.0,12,11,978.0,10.9,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.7,0.7,1.3,2.0,14.0,84.0,19.0,0.18,0.09,0.28,0.18,0.28,0.07,0.12,0.19,0.07,0.19,Matches
Andre Brooks,eng ENG,"FW,MF",20.0,22,10,951.0,10.6,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,2.7,2.7,2.5,5.3,28.0,18.0,106.0,0.28,0.19,0.47,0.28,0.47,0.26,0.24,0.5,0.26,0.5,Matches
Sam McCallum,eng ENG,"DF,MF",23.0,33,9,1057.0,11.7,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.5,1.5,0.6,2.1,12.0,38.0,54.0,0.17,0.0,0.17,0.17,0.17,0.13,0.05,0.18,0.13,0.18,Matches
Femi Seriki,eng ENG,DF,22.0,25,8,1091.0,12.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,1.4,1.9,43.0,31.0,72.0,0.0,0.08,0.08,0.0,0.08,0.04,0.11,0.15,0.04,0.15,Matches
Thomas Cannon,ie IRL,FW,21.0,15,7,682.0,7.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.7,1.7,1.1,2.8,5.0,3.0,36.0,0.13,0.13,0.26,0.13,0.26,0.22,0.15,0.37,0.22,0.37,Matches
Tom Davies,eng ENG,MF,26.0,13,6,673.0,7.5,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.2,1.3,13.0,38.0,19.0,0.13,0.13,0.27,0.13,0.27,0.14,0.03,0.17,0.14,0.17,Matches
Harry Clarke,eng ENG,DF,23.0,6,6,472.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.3,0.4,7.0,21.0,11.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.09,0.03,0.09,Matches
Rob Holding,eng ENG,DF,28.0,10,4,420.0,4.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.7,1.0,0.0,20.0,1.0,0.0,0.21,0.21,0.0,0.21,0.06,0.16,0.21,0.06,0.21,Matches
Adam Davies,wls WAL,GK,32.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ryan One,sct SCO,FW,18.0,12,2,292.0,3.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.2,1.2,5.0,3.0,18.0,0.31,0.0,0.31,0.31,0.31,0.3,0.06,0.35,0.3,0.35,Matches
Jamie Shackleton,eng ENG,"DF,FW",24.0,12,2,291.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.3,3.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.11,0.09,0.11,Matches
Rhys Norrington-Davies,wls WAL,DF,25.0,14,2,251.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,7.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05,Matches
Auston Trusty,us USA,DF,25.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Anis Ben Slimane,tn TUN,MF,23.0,3,0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches
Jamal Baptiste,eng ENG,DF,20.0,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Billy Blacker,eng ENG,MF,18.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Sai Sachdev,eng ENG,DF,19.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Harry Boyes,eng ENG,MF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Jefferson Cáceres,pe PER,FW,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Ismaila Cheick Coulibaly,ml MLI,MF,23.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Sam Colechin,,DF,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Luke Faxon,eng ENG,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Ivo Grbić,hr CRO,GK,28.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Owen Hampson,eng ENG,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Louie Marsh,eng ENG,FW,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Opponent Total,,,26.0,46,506,4140.0,46.0,35.0,24.0,59.0,31.0,4.0,5.0,89.0,4.0,46.1,42.1,31.2,73.3,712.0,1510.0,1488.0,0.76,0.52,1.28,0.67,1.2,1.0,0.68,1.68,0.92,1.59,
Maxime Estève,fr FRA,DF,22.0,46,46,4055.0,45.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,0.1,1.0,19.0,140.0,2.0,0.02,0.0,0.02,0.02,0.02,0.02,0.0,0.02,0.02,0.02,Matches
James Trafford,eng ENG,GK,21.0,45,45,4050.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Josh Cullen,ie IRL,MF,28.0,44,43,3801.0,42.2,2.0,3.0,5.0,2.0,0.0,0.0,11.0,0.0,1.7,1.7,2.6,4.3,23.0,218.0,53.0,0.05,0.07,0.12,0.05,0.12,0.04,0.06,0.1,0.04,0.1,Matches
Jaidon Anthony,eng ENG,"FW,MF",24.0,43,42,3661.0,40.7,8.0,7.0,15.0,8.0,0.0,0.0,4.0,0.0,9.4,9.4,8.0,17.3,184.0,159.0,375.0,0.2,0.17,0.37,0.2,0.37,0.23,0.2,0.43,0.23,0.43,Matches
Connor Roberts,wls WAL,DF,28.0,41,40,3636.0,40.4,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,2.5,2.5,2.4,4.9,49.0,238.0,98.0,0.05,0.07,0.12,0.05,0.12,0.06,0.06,0.12,0.06,0.12,Matches
CJ Egan-Riley,eng ENG,DF,21.0,41,40,3601.0,40.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,1.0,1.0,1.0,0.6,1.7,26.0,129.0,9.0,0.02,0.02,0.05,0.02,0.05,0.03,0.02,0.04,0.03,0.04,Matches
Josh Brownhill,eng ENG,"MF,FW",28.0,42,39,3474.0,38.6,18.0,6.0,24.0,15.0,3.0,3.0,5.0,0.0,9.9,7.5,4.4,12.0,33.0,165.0,145.0,0.47,0.16,0.62,0.39,0.54,0.26,0.12,0.37,0.19,0.31,Matches
Lucas,br BRA,DF,23.0,34,32,2794.0,31.0,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,2.0,3.1,65.0,106.0,131.0,0.0,0.06,0.06,0.0,0.06,0.03,0.07,0.1,0.03,0.1,Matches
Zian Flemming,nl NED,FW,25.0,35,28,2424.0,26.9,12.0,4.0,16.0,12.0,0.0,0.0,3.0,0.0,9.1,9.1,3.6,12.7,19.0,38.0,90.0,0.45,0.15,0.59,0.45,0.59,0.34,0.13,0.47,0.34,0.47,Matches
Josh Laurent,eng ENG,MF,29.0,42,25,2451.0,27.2,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,3.1,3.1,3.2,6.3,38.0,109.0,89.0,0.07,0.07,0.15,0.07,0.15,0.12,0.12,0.23,0.12,0.23,Matches
Hannibal Mejbri,tn TUN,"MF,FW",21.0,37,23,1924.0,21.4,1.0,4.0,5.0,1.0,0.0,0.0,8.0,1.0,2.6,2.6,3.2,5.8,46.0,95.0,121.0,0.05,0.19,0.23,0.05,0.23,0.12,0.15,0.27,0.12,0.27,Matches
Bashir Humphreys,eng ENG,DF,21.0,25,20,1777.0,19.7,1.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0,0.6,0.6,0.8,1.4,36.0,87.0,55.0,0.05,0.1,0.15,0.05,0.15,0.03,0.04,0.07,0.03,0.07,Matches
Luca Koleosho,it ITA,"FW,MF",19.0,28,20,1677.0,18.6,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.9,1.9,2.4,4.3,84.0,66.0,185.0,0.11,0.0,0.11,0.11,0.11,0.1,0.13,0.23,0.1,0.23,Matches
Lyle Foster,za RSA,FW,23.0,28,17,1590.0,17.7,2.0,5.0,7.0,2.0,0.0,0.0,4.0,0.0,4.4,4.4,2.7,7.1,41.0,37.0,103.0,0.11,0.28,0.4,0.11,0.4,0.25,0.15,0.4,0.25,0.4,Matches
Marcus Edwards,eng ENG,"FW,MF",25.0,14,12,936.0,10.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.7,1.7,2.2,3.8,49.0,50.0,108.0,0.1,0.1,0.19,0.1,0.19,0.16,0.21,0.37,0.16,0.37,Matches
Jeremy Sarmiento,ec ECU,"FW,MF",22.0,35,11,1166.0,13.0,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,3.0,3.0,0.7,3.7,47.0,38.0,67.0,0.31,0.0,0.31,0.31,0.31,0.23,0.06,0.29,0.23,0.29,Matches
Jay Rodriguez,eng ENG,FW,35.0,20,8,747.0,8.3,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.5,1.7,0.3,2.1,2.0,11.0,24.0,0.24,0.0,0.24,0.12,0.12,0.3,0.04,0.34,0.21,0.25,Matches
Joe Worrall,eng ENG,DF,27.0,9,3,285.0,3.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.2,0.5,0.0,15.0,1.0,0.0,0.32,0.32,0.0,0.32,0.09,0.08,0.16,0.09,0.16,Matches
Vitinho,br BRA,"MF,FW",25.0,3,3,235.0,2.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.5,0.9,5.0,6.0,9.0,0.38,0.38,0.77,0.38,0.77,0.14,0.2,0.34,0.14,0.34,Matches
Andreas Hountondji,bj BEN,"FW,MF",22.0,9,2,209.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.9,3.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.37,0.37,Matches
Dara O'Shea,ie IRL,DF,25.0,2,2,180.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.06,0.02,0.08,0.06,0.08,Matches
John Egan,ie IRL,DF,31.0,7,1,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Ashley Barnes,eng ENG,"FW,MF",34.0,13,1,134.0,1.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0.3,1.2,1.0,3.0,5.0,0.67,0.67,1.34,0.67,1.34,0.61,0.23,0.84,0.61,0.84,Matches
Han-Noah Massengo,fr FRA,MF,23.0,8,1,97.0,1.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,0.0,2.0,2.0,0.0,0.93,0.93,0.0,0.93,0.22,0.08,0.3,0.22,0.3,Matches
Václav Hladký,cz CZE,GK,33.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Wilson Odobert,fr FRA,MF,19.0,1,1,89.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.8,3.0,3.0,7.0,1.01,0.0,1.01,1.01,1.01,0.58,0.21,0.79,0.58,0.79,Matches
Enock Agyei,be BEL,"FW,MF",19.0,3,0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,8.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.16,0.08,0.16,Matches
Benson Manuel,ao ANG,"MF,FW",27.0,3,0,46.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,5.0,4.0,11.0,1.96,0.0,1.96,1.96,1.96,0.2,0.0,0.2,0.2,0.2,Matches
Zeki Amdouni,ch SUI,MF,23.0,2,0,35.0,0.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.57,0.0,2.57,2.57,2.57,0.09,0.0,0.09,0.09,0.09,Matches
Oliver Sonne,pe PER,DF,23.0,2,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.62,0.0,0.62,Matches
Wout Weghorst,nl NED,FW,31.0,2,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Anass Zaroury,ma MAR,"FW,MF",23.0,1,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Shurandy Sambo,nl NED,MF,22.0,1,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jóhann Berg Guðmundsson,is ISL,MF,33.0,1,0,16.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,0.0,5.63,0.0,5.63,5.63,5.63,0.45,0.0,0.45,0.45,0.45,Matches
Nathan Redmond,eng ENG,FW,30.0,2,0,14.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,2.0,3.0,0.0,6.43,6.43,0.0,6.43,0.0,1.28,1.28,0.0,1.28,Matches
Jonjo Shelvey,eng ENG,"MF,FW",32.0,2,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13,3.13,0.0,3.13,Matches
Aaron Ramsey,eng ENG,MF,21.0,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luke McNally,ie IRL,"DF,MF",24.0,2,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jaydon Amauri Banel,nl NED,"FW,MF",19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Hannes Delcroix,be BEL,DF,25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Owen Dodgson,eng ENG,"DF,MF",21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Hjalmar Ekdal,se SWE,DF,25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Etienne Green,eng ENG,GK,24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Will Hugill,eng ENG,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Vernon Masara,eng ENG,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Tommy McDermott,eng ENG,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Scott Twine,eng ENG,"FW,MF",25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Opponent Total,,,25.6,46,506,4140.0,46.0,16.0,13.0,29.0,16.0,0.0,2.0,101.0,5.0,39.1,37.5,28.6,66.1,557.0,1200.0,1178.0,0.35,0.28,0.63,0.35,0.63,0.85,0.62,1.47,0.81,1.44,
Luke O'Nien,eng ENG,DF,29.0,45,44,3934.0,43.7,3.0,1.0,4.0,3.0,0.0,1.0,9.0,0.0,3.3,2.5,1.0,3.5,45.0,229.0,26.0,0.07,0.02,0.09,0.07,0.09,0.08,0.02,0.1,0.06,0.08,Matches
Dan Neil,eng ENG,MF,22.0,44,44,3877.0,43.1,2.0,3.0,5.0,2.0,0.0,0.0,4.0,1.0,0.8,0.8,2.1,3.0,49.0,253.0,51.0,0.05,0.07,0.12,0.05,0.12,0.02,0.05,0.07,0.02,0.07,Matches
Trai Hume,nir NIR,DF,22.0,44,43,3810.0,42.3,3.0,6.0,9.0,3.0,0.0,0.0,11.0,1.0,2.0,2.0,7.2,9.3,63.0,217.0,139.0,0.07,0.14,0.21,0.07,0.21,0.05,0.17,0.22,0.05,0.22,Matches
Anthony Patterson,eng ENG,GK,24.0,42,42,3780.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jobe Bellingham,eng ENG,MF,18.0,40,39,3507.0,39.0,4.0,3.0,7.0,4.0,0.0,0.0,10.0,1.0,3.0,3.0,2.9,5.9,52.0,193.0,103.0,0.1,0.08,0.18,0.1,0.18,0.08,0.07,0.15,0.08,0.15,Matches
Patrick Roberts,eng ENG,"FW,MF",27.0,45,38,3280.0,36.4,2.0,7.0,9.0,1.0,1.0,2.0,8.0,0.0,5.7,4.2,5.3,9.4,125.0,178.0,272.0,0.05,0.19,0.25,0.03,0.22,0.16,0.14,0.3,0.11,0.26,Matches
Chris Mepham,wls WAL,DF,26.0,38,37,3273.0,36.4,1.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,1.7,1.7,0.6,2.3,41.0,145.0,5.0,0.03,0.0,0.03,0.03,0.03,0.05,0.02,0.06,0.05,0.06,Matches
Chris Rigg,eng ENG,"MF,FW",17.0,42,36,3055.0,33.9,4.0,1.0,5.0,4.0,0.0,0.0,8.0,0.0,5.8,5.8,3.0,8.8,48.0,127.0,179.0,0.12,0.03,0.15,0.12,0.15,0.17,0.09,0.26,0.17,0.26,Matches
Wilson Isidor,fr FRA,FW,23.0,43,34,3112.0,34.6,12.0,2.0,14.0,12.0,0.0,2.0,9.0,0.0,15.2,13.7,3.8,17.4,35.0,23.0,128.0,0.35,0.06,0.4,0.35,0.4,0.44,0.11,0.55,0.39,0.5,Matches
Dennis Cirkin,eng ENG,DF,22.0,36,30,2740.0,30.4,3.0,2.0,5.0,3.0,0.0,0.0,6.0,0.0,2.0,2.0,2.1,4.0,73.0,127.0,135.0,0.1,0.07,0.16,0.1,0.16,0.07,0.07,0.13,0.07,0.13,Matches
Eliezer Mayenda,es ESP,"FW,MF",19.0,37,22,2155.0,23.9,8.0,5.0,13.0,8.0,0.0,0.0,2.0,0.0,9.7,9.7,3.8,13.5,82.0,32.0,157.0,0.33,0.21,0.54,0.33,0.54,0.41,0.16,0.56,0.41,0.56,Matches
Romaine Mundle,eng ENG,"FW,MF",21.0,22,17,1433.0,15.9,5.0,2.0,7.0,5.0,0.0,0.0,1.0,0.0,2.2,2.2,1.4,3.7,100.0,44.0,179.0,0.31,0.13,0.44,0.31,0.44,0.14,0.09,0.23,0.14,0.23,Matches
Alan Browne,ie IRL,"MF,DF",29.0,22,13,1212.0,13.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.4,1.4,0.4,1.8,16.0,29.0,52.0,0.07,0.0,0.07,0.07,0.07,0.11,0.03,0.13,0.11,0.13,Matches
Daniel Ballard,nir NIR,DF,24.0,20,12,1127.0,12.5,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,1.4,1.4,0.3,1.7,8.0,51.0,5.0,0.16,0.08,0.24,0.16,0.24,0.11,0.03,0.13,0.11,0.13,Matches
Enzo Le Fée,fr FRA,"FW,MF",24.0,15,11,1001.0,11.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,2.3,3.2,47.0,51.0,106.0,0.09,0.09,0.18,0.09,0.18,0.08,0.21,0.29,0.08,0.29,Matches
Tom Watson,eng ENG,"FW,MF",18.0,20,11,891.0,9.9,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.9,1.9,0.9,2.8,50.0,27.0,90.0,0.2,0.0,0.2,0.2,0.2,0.19,0.09,0.28,0.19,0.28,Matches
Ajibola Alese,eng ENG,DF,23.0,12,8,703.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.5,1.0,3.0,29.0,19.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.06,0.12,Matches
Leo Fuhr Hjelde,no NOR,DF,20.0,15,5,410.0,4.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.2,0.2,3.0,22.0,16.0,0.0,0.22,0.22,0.0,0.22,0.0,0.03,0.03,0.0,0.03,Matches
Simon Moore,eng ENG,GK,34.0,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
