Squad,Player,Rk,Nation,Pos,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,PlSqu
Girona,Portu,2141,es ESP,"FW,MF",es La Liga,32,1992,8.7,1,8,3,37.5,0.92,0.35,0.13,0.33,16.6,0,0,0,1.6,1.6,0.21,-0.6,-0.6,PortuGirona
Bologna,Stefan Posch,2142,at AUT,DF,it Serie A,27,1997,7.9,0,2,0,0.0,0.25,0.00,0.00,,20.5,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Stefan PoschBologna
Atalanta,Stefan Posch,2143,at AUT,DF,it Serie A,27,1997,4.3,0,3,2,66.7,0.70,0.47,0.00,0.00,11.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Stefan PoschAtalanta
Lens,Tom Pouilly,2144,fr FRA,"DF,MF",fr Ligue 1,21,2003,3.0,0,5,2,40.0,1.65,0.66,0.00,0.00,18.3,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Tom PouillyLens
RB Leipzig,Yussuf Poulsen,2145,dk DEN,"FW,MF",de Bundesliga,30,1994,4.2,2,15,8,53.3,3.57,1.90,0.13,0.25,9.4,0,0,0,3.3,3.3,0.23,-1.3,-1.3,Yussuf PoulsenRB Leipzig
Athletic Club,Benat Prados,2146,es ESP,MF,es La Liga,23,2001,19.1,1,16,5,31.3,0.84,0.26,0.06,0.20,20.1,0,0,0,1.0,1.0,0.06,0.0,0.0,Benat PradosAthletic Club
Hoffenheim,Alexander Prass,2147,at AUT,DF,de Bundesliga,23,2001,17.4,0,12,1,8.3,0.69,0.06,0.00,0.00,18.6,1,0,0,0.9,0.9,0.07,-0.9,-0.9,Alexander PrassHoffenheim
Cagliari,Matteo Prati,2148,it ITA,MF,it Serie A,20,2003,6.3,0,4,0,0.0,0.63,0.00,0.00,,27.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matteo PratiCagliari
Mallorca,Abdon Prats,2149,es ESP,"FW,MF",es La Liga,31,1992,5.1,2,13,4,30.8,2.57,0.79,0.08,0.25,14.7,0,1,1,2.2,1.5,0.11,-0.2,-0.5,Abdon PratsMallorca
Union Berlin,David Preu,2150,de GER,"MF,DF",de Bundesliga,19,2004,1.3,0,2,0,0.0,1.49,0.00,0.00,,16.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,David PreuUnion Berlin
Hoffenheim,Grischa Promel,2151,de GER,MF,de Bundesliga,29,1995,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Grischa PromelHoffenheim
Lazio,Ivan Provedel,2152,it ITA,GK,it Serie A,30,1994,29.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Ivan ProvedelLazio
Union Berlin,Ivan Prtajin,2153,hr CRO,FW,de Bundesliga,28,1996,1.8,0,8,2,25.0,4.47,1.12,0.00,0.00,15.7,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Ivan PrtajinUnion Berlin
Espanyol,Javi Puado,2154,es ESP,"FW,MF",es La Liga,26,1998,33.0,12,66,19,28.8,2.00,0.57,0.11,0.37,20.7,0,5,5,11.6,7.7,0.12,+0.4,-0.7,Javi PuadoEspanyol
Holstein Kiel,Tymoteusz Puchacz,2155,pl POL,DF,de Bundesliga,25,1999,4.4,0,4,1,25.0,0.91,0.23,0.00,0.00,21.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Tymoteusz PuchaczHolstein Kiel
Juventus,Diego Pugno,2156,it ITA,FW,it Serie A,18,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Diego PugnoJuventus
Milan,Christian Pulisic,2157,us USA,"FW,MF",it Serie A,25,1998,27.5,11,53,20,37.7,1.92,0.73,0.15,0.40,16.7,1,3,4,12.0,8.9,0.17,-1.0,-0.9,Christian PulisicMilan
Liverpool,Jarell Quansah,2158,eng ENG,DF,eng Premier League,21,2003,5.5,0,1,0,0.0,0.18,0.00,0.00,,8.9,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Jarell QuansahLiverpool
Union Berlin,Leopold Querfeld,2159,at AUT,DF,de Bundesliga,20,2003,19.4,2,16,4,25.0,0.82,0.21,0.13,0.50,14.1,0,0,0,1.1,1.1,0.07,+0.9,+0.9,Leopold QuerfeldUnion Berlin
Leganes,Dani Raba,2160,es ESP,"FW,MF",es La Liga,28,1995,20.9,8,39,12,30.8,1.87,0.57,0.10,0.33,25.5,4,4,5,7.5,3.6,0.09,+0.5,+0.4,Dani RabaLeganes
Marseille,Adrien Rabiot,2161,fr FRA,MF,fr Ligue 1,29,1995,27.6,9,48,22,45.8,1.74,0.80,0.19,0.41,13.2,0,0,0,7.3,7.3,0.15,+1.7,+1.7,Adrien RabiotMarseille
Venezia,Ionut Radu,2162,ro ROU,GK,it Serie A,27,1997,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Ionut RaduVenezia
Lecce,Hamza Rafia,2163,tn TUN,MF,it Serie A,25,1999,11.8,0,10,2,20.0,0.85,0.17,0.00,0.00,23.3,1,0,0,0.5,0.5,0.05,-0.5,-0.5,Hamza RafiaLecce
Brentford,Hakon Rafn Valdimarsson,2164,is ISL,GK,eng Premier League,22,2001,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Hakon Rafn ValdimarssonBrentford
Valladolid,Arnau Rafus,2165,es ESP,GK,es La Liga,21,2003,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Arnau RafusValladolid
Mallorca,Antonio Raillo,2166,es ESP,DF,es La Liga,32,1991,35.6,2,35,8,22.9,0.98,0.22,0.06,0.25,12.8,0,0,0,2.0,2.0,0.06,0.0,0.0,Antonio RailloMallorca
Venezia,Antonio Raimondo,2167,it ITA,"FW,DF",it Serie A,20,2004,1.0,0,1,1,100.0,0.96,0.96,0.00,0.00,4.4,0,0,0,0.3,0.3,0.32,-0.3,-0.3,Antonio RaimondoVenezia
Lecce,Ylber Ramadani,2168,al ALB,MF,it Serie A,28,1996,20.1,1,17,6,35.3,0.85,0.30,0.06,0.17,25.7,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Ylber RamadaniLecce
Las Palmas,Benito Ramirez,2169,es ESP,"DF,FW",es La Liga,29,1995,5.3,0,10,1,10.0,1.88,0.19,0.00,0.00,22.7,1,0,0,0.3,0.3,0.03,-0.3,-0.3,Benito RamirezLas Palmas
Las Palmas,Sandro Ramirez,2170,es ESP,"FW,MF",es La Liga,29,1995,22.6,9,51,20,39.2,2.26,0.88,0.16,0.40,24.3,14,1,1,4.1,3.3,0.06,+4.9,+4.7,Sandro RamirezLas Palmas
Real Madrid,Jacobo Ramon,2171,es ESP,DF,es La Liga,19,2005,2.3,1,2,1,50.0,0.88,0.44,0.50,1.00,9.5,0,0,0,0.2,0.2,0.08,+0.8,+0.8,Jacobo RamonReal Madrid
Paris S-G,Goncalo Ramos,2172,pt POR,FW,fr Ligue 1,23,2001,11.8,10,52,29,55.8,4.39,2.45,0.15,0.28,11.3,0,2,3,13.6,11.3,0.22,-3.6,-3.3,Goncalo RamosParis S-G
Southampton,Aaron Ramsdale,2173,eng ENG,GK,eng Premier League,26,1998,30.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Aaron RamsdaleSouthampton
Aston Villa,Jacob Ramsey,2174,eng ENG,"FW,MF",eng Premier League,23,2001,18.0,1,19,4,21.1,1.05,0.22,0.05,0.25,16.8,0,0,0,1.6,1.6,0.08,-0.6,-0.6,Jacob RamseyAston Villa
Fiorentina,Luca Ranieri,2175,it ITA,DF,it Serie A,25,1999,34.1,1,11,5,45.5,0.32,0.15,0.09,0.20,16.2,0,0,0,1.1,1.1,0.11,-0.1,-0.1,Luca RanieriFiorentina
Gladbach,Grant Ranos,2176,am ARM,FW,de Bundesliga,21,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Grant RanosGladbach
Angers,Lilian Raolisoa,2177,fr FRA,"DF,FW",fr Ligue 1,24,2000,14.6,0,14,1,7.1,0.96,0.07,0.00,0.00,23.2,1,0,0,0.7,0.7,0.05,-0.7,-0.7,Lilian RaolisoaAngers
Barcelona,Raphinha,2178,br BRA,"FW,MF",es La Liga,27,1996,31.5,18,112,40,35.7,3.55,1.27,0.14,0.40,19.1,18,2,2,19.2,17.6,0.16,-1.2,-1.6,RaphinhaBarcelona
Manchester Utd,Marcus Rashford,2179,eng ENG,"FW,MF",eng Premier League,26,1997,10.9,4,16,9,56.3,1.47,0.83,0.25,0.44,16.4,0,0,0,1.7,1.7,0.11,+2.3,+2.3,Marcus RashfordManchester Utd
Aston Villa,Marcus Rashford,2180,eng ENG,FW,eng Premier League,26,1997,4.9,2,18,5,27.8,3.65,1.01,0.06,0.20,19.4,2,1,1,3.1,2.3,0.13,-1.1,-1.3,Marcus RashfordAston Villa
Napoli,Giacomo Raspadori,2181,it ITA,"FW,MF",it Serie A,24,2000,12.3,6,42,14,33.3,3.43,1.14,0.14,0.43,16.0,2,0,0,4.0,4.0,0.10,+2.0,+2.0,Giacomo RaspadoriNapoli
Rayo Vallecano,Andrei Ratiu,2182,ro ROU,DF,es La Liga,26,1998,34.1,2,31,7,22.6,0.91,0.21,0.06,0.29,19.1,0,0,0,1.8,1.8,0.06,+0.2,+0.2,Andrei RatiuRayo Vallecano
Osasuna,Raul,2183,es ESP,"FW,MF",es La Liga,23,2000,8.3,4,25,12,48.0,3.00,1.44,0.16,0.33,14.4,0,0,0,3.5,3.5,0.14,+0.5,+0.5,RaulOsasuna
RB Leipzig,David Raum,2184,de GER,DF,de Bundesliga,26,1998,19.8,1,9,4,44.4,0.45,0.20,0.11,0.25,17.9,3,0,0,0.5,0.5,0.05,+0.5,+0.5,David RaumRB Leipzig
Bologna,Federico Ravaglia,2185,it ITA,GK,it Serie A,24,1999,11.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Federico RavagliaBologna
Auxerre,Rayan Raveloson,2186,mg MAD,"MF,DF",fr Ligue 1,27,1997,8.0,1,16,5,31.3,1.99,0.62,0.06,0.20,21.6,1,0,0,0.8,0.8,0.05,+0.2,+0.2,Rayan RavelosonAuxerre
Arsenal,David Raya,2187,es ESP,GK,eng Premier League,28,1995,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,David RayaArsenal
Alaves,Abderrahman Rebbach,2188,dz ALG,"FW,MF",es La Liga,25,1998,4.3,0,6,1,16.7,1.40,0.23,0.00,0.00,20.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Abderrahman RebbachAlaves
Lecce,Ante Rebic,2189,hr CRO,"FW,MF",it Serie A,30,1993,8.8,1,13,5,38.5,1.48,0.57,0.08,0.20,16.7,0,0,0,2.1,2.1,0.16,-1.1,-1.1,Ante RebicLecce
Fulham,Harrison Reed,2190,eng ENG,MF,eng Premier League,29,1995,1.2,0,3,2,66.7,2.50,1.67,0.00,0.00,21.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Harrison ReedFulham
Bournemouth,Remy Rees-Dottin,2191,eng ENG,FW,eng Premier League,18,2006,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Remy Rees-DottinBournemouth
Tottenham,Sergio Reguilon,2192,es ESP,DF,eng Premier League,27,1996,2.2,0,2,0,0.0,0.92,0.00,0.00,,13.3,1,0,0,0.1,0.1,0.06,-0.1,-0.1,Sergio ReguilonTottenham
Milan,Tijjani Reijnders,2193,nl NED,MF,it Serie A,26,1998,34.8,10,77,28,36.4,2.22,0.81,0.13,0.36,20.0,2,0,0,7.5,7.5,0.10,+2.5,+2.5,Tijjani ReijndersMilan
Como,Pepe Reina,2194,es ESP,GK,it Serie A,41,1982,11.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Pepe ReinaComo
Manchester City,Vitor Reis,2195,br BRA,DF,eng Premier League,18,2006,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Vitor ReisManchester City
Gladbach,Rocco Reitz,2196,de GER,MF,de Bundesliga,22,2002,20.3,2,23,7,30.4,1.13,0.34,0.09,0.29,16.8,0,0,0,1.7,1.7,0.07,+0.3,+0.3,Rocco ReitzGladbach
Holstein Kiel,Nicolai Remberg,2197,de GER,MF,de Bundesliga,24,2000,26.9,0,24,2,8.3,0.89,0.07,0.00,0.00,17.9,0,0,0,1.5,1.5,0.06,-1.5,-1.5,Nicolai RembergHolstein Kiel
Real Sociedad,Alex Remiro,2198,es ESP,GK,es La Liga,29,1995,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Alex RemiroReal Sociedad
Roma,Devyne Rensch,2199,nl NED,DF,it Serie A,21,2003,5.2,0,3,2,66.7,0.58,0.38,0.00,0.00,13.6,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Devyne RenschRoma
Villarreal,Daniel Requena,2200,es ESP,MF,es La Liga,20,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Daniel RequenaVillarreal
Toulouse,Guillaume Restes,2201,fr FRA,GK,fr Ligue 1,19,2005,28.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Guillaume RestesToulouse
Atalanta,Mateo Retegui,2202,it ITA,FW,it Serie A,25,1999,26.5,25,99,32,32.3,3.74,1.21,0.21,0.66,12.8,2,4,5,18.9,14.9,0.15,+6.1,+6.1,Mateo ReteguiAtalanta
Augsburg,Elvis Rexhbecaj,2203,xk KVX,MF,de Bundesliga,26,1997,19.8,1,29,5,17.2,1.46,0.25,0.03,0.20,20.2,1,0,0,1.4,1.4,0.05,-0.4,-0.4,Elvis RexhbecajAugsburg
Dortmund,Gio Reyna,2204,us USA,MF,de Bundesliga,21,2002,3.9,2,3,2,66.7,0.77,0.51,0.67,1.00,18.3,0,0,0,0.2,0.2,0.06,+1.8,+1.8,Gio ReynaDortmund
Crystal Palace,Chadi Riad,2205,ma MAR,DF,eng Premier League,21,2003,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Chadi RiadCrystal Palace
Lille,Alexsandro Ribeiro,2206,br BRA,DF,fr Ligue 1,24,1999,30.0,1,21,4,19.0,0.70,0.13,0.05,0.25,10.3,0,0,0,1.6,1.6,0.08,-0.6,-0.6,Alexsandro RibeiroLille
Torino,Samuele Ricci,2207,it ITA,MF,it Serie A,22,2001,31.4,1,22,7,31.8,0.70,0.22,0.05,0.14,25.3,0,0,0,1.3,1.3,0.06,-0.3,-0.3,Samuele RicciTorino
Arsenal,Declan Rice,2208,eng ENG,MF,eng Premier League,25,1999,31.4,4,48,14,29.2,1.53,0.45,0.08,0.29,19.6,2,0,0,3.5,3.5,0.07,+0.5,+0.5,Declan RiceArsenal
Crystal Palace,Chris Richards,2209,us USA,DF,eng Premier League,24,2000,21.4,1,12,6,50.0,0.56,0.28,0.08,0.17,11.0,0,0,0,1.3,1.3,0.11,-0.3,-0.3,Chris RichardsCrystal Palace
Fiorentina,Amir Richardson,2210,ma MAR,MF,it Serie A,22,2002,12.2,1,11,5,45.5,0.90,0.41,0.09,0.20,20.6,0,0,0,0.9,0.9,0.08,+0.1,+0.1,Amir RichardsonFiorentina
Tottenham,Richarlison,2211,br BRA,FW,eng Premier League,27,1997,5.6,4,17,7,41.2,3.04,1.25,0.24,0.57,9.1,0,0,0,3.7,3.7,0.22,+0.3,+0.3,RicharlisonTottenham
Getafe,Diego Rico,2212,es ESP,DF,es La Liga,31,1993,31.3,0,16,3,18.8,0.51,0.10,0.00,0.00,31.1,1,0,0,0.4,0.4,0.02,-0.4,-0.4,Diego RicoGetafe
Stuttgart,Fabian Rieder,2213,ch SUI,"MF,FW",de Bundesliga,22,2002,9.6,1,20,7,35.0,2.08,0.73,0.05,0.14,22.1,6,0,0,1.4,1.4,0.07,-0.4,-0.4,Fabian RiederStuttgart
Mainz 05,Lasse Riess,2214,de GER,GK,de Bundesliga,23,2001,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Lasse RiessMainz 05
Alaves,Luis Rioja,2215,es ESP,FW,es La Liga,30,1993,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Luis RiojaAlaves
Valencia,Luis Rioja,2216,es ESP,"MF,FW",es La Liga,30,1993,31.5,5,28,12,42.9,0.89,0.38,0.11,0.25,21.2,1,2,2,3.3,1.7,0.06,+1.7,+1.3,Luis RiojaValencia
Atletico Madrid,Rodrigo Riquelme,2217,es ESP,"MF,DF",es La Liga,24,2000,5.7,0,14,4,28.6,2.44,0.70,0.00,0.00,17.7,1,0,0,0.9,0.9,0.06,-0.9,-0.9,Rodrigo RiquelmeAtletico Madrid
Getafe,Alberto Risco,2218,es ESP,"MF,FW",es La Liga,18,2005,0.8,0,4,1,25.0,5.22,1.30,0.00,0.00,21.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Alberto RiscoGetafe
Celta Vigo,Mihailo Ristic,2219,rs SRB,"DF,MF",es La Liga,28,1995,4.8,0,2,0,0.0,0.42,0.00,0.00,,26.1,0,0,0,0.0,0.0,0.01,0.0,0.0,Mihailo RisticCelta Vigo
St. Pauli,Lars Ritzka,2220,de GER,"DF,MF",de Bundesliga,26,1998,10.2,1,8,1,12.5,0.78,0.10,0.13,1.00,25.0,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Lars RitzkaSt. Pauli
Getafe,Gorka Rivera Alonso,2221,es ESP,"DF,MF",es La Liga,19,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Gorka Rivera AlonsoGetafe
Como,Sergi Roberto,2222,es ESP,MF,it Serie A,32,1992,7.7,0,6,1,16.7,0.78,0.13,0.00,0.00,23.5,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Sergi RobertoComo
Liverpool,Andrew Robertson,2223,sct SCO,DF,eng Premier League,30,1994,27.6,0,15,2,13.3,0.54,0.07,0.00,0.00,14.9,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Andrew RobertsonLiverpool
Fulham,Antonee Robinson,2224,us USA,DF,eng Premier League,26,1997,35.2,0,16,2,12.5,0.45,0.06,0.00,0.00,22.1,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Antonee RobinsonFulham
Southampton,Jay Robinson,2225,eng ENG,"MF,FW",eng Premier League,17,2007,1.5,0,1,1,100.0,0.66,0.66,0.00,0.00,13.2,0,0,0,0.0,0.0,0.05,0.0,0.0,Jay RobinsonSouthampton
Betis,Marc Roca,2226,es ESP,MF,es La Liga,27,1996,10.1,2,12,4,33.3,1.19,0.40,0.17,0.50,16.9,1,0,0,1.1,1.1,0.09,+0.9,+0.9,Marc RocaBetis
Manchester City,Rodri,2227,es ESP,MF,eng Premier League,28,1996,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,RodriManchester City
Betis,Rodri,2228,es ESP,FW,es La Liga,24,2000,1.3,0,2,2,100.0,1.53,1.53,0.00,0.00,22.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2,RodriBetis
Alaves,Adrian Rodriguez,2229,es ESP,GK,es La Liga,23,2000,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Adrian RodriguezAlaves
Lyon,Alejandro Rodriguez,2230,pt POR,MF,fr Ligue 1,16,2008,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Alejandro RodriguezLyon
Getafe,Alvaro Rodriguez,2231,uy URU,FW,es La Liga,20,2004,9.5,2,25,10,40.0,2.64,1.06,0.08,0.20,16.8,0,0,0,1.2,1.2,0.05,+0.8,+0.8,Alvaro RodriguezGetafe
Leganes,Oscar Rodriguez Arnaiz,2232,es ESP,"MF,FW",es La Liga,26,1998,14.8,1,33,6,18.2,2.23,0.41,0.03,0.17,25.1,9,0,0,2.1,2.1,0.06,-1.1,-1.1,Oscar Rodriguez ArnaizLeganes
Las Palmas,Arturo Rodriguez,2233,es ESP,FW,es La Liga,17,2006,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Arturo RodriguezLas Palmas
Celta Vigo,Damian Rodriguez,2234,es ESP,MF,es La Liga,21,2003,10.3,0,4,0,0.0,0.39,0.00,0.00,,27.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Damian RodriguezCelta Vigo
Mallorca,Dani Rodriguez,2235,es ESP,"MF,FW",es La Liga,36,1988,24.0,4,31,10,32.3,1.29,0.42,0.13,0.40,17.9,1,0,0,2.8,2.8,0.09,+1.2,+1.2,Dani RodriguezMallorca
Barcelona,Daniel Rodriguez,2236,es ESP,FW,es La Liga,18,2005,0.4,0,2,0,0.0,4.86,0.00,0.00,,22.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Daniel RodriguezBarcelona
West Ham,Guido Rodriguez,2237,ar ARG,MF,eng Premier League,30,1994,12.8,0,8,1,12.5,0.63,0.08,0.00,0.00,27.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Guido RodriguezWest Ham
Rayo Vallecano,James Rodriguez,2238,co COL,"MF,FW",es La Liga,33,1991,1.6,0,4,2,50.0,2.57,1.29,0.00,0.00,18.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3,James RodriguezRayo Vallecano
Celta Vigo,Javi Rodriguez,2239,es ESP,DF,es La Liga,21,2003,27.9,3,12,5,41.7,0.43,0.18,0.25,0.60,10.8,0,0,0,2.3,2.3,0.20,+0.7,+0.7,Javi RodriguezCelta Vigo
Betis,Jesus Rodriguez,2240,es ESP,FW,es La Liga,18,2005,12.3,2,23,8,34.8,1.86,0.65,0.09,0.25,17.9,0,0,0,2.3,2.3,0.10,-0.3,-0.3,Jesus RodriguezBetis
Las Palmas,Kirian Rodriguez,2241,es ESP,MF,es La Liga,28,1996,19.5,0,21,8,38.1,1.08,0.41,0.00,0.00,21.8,0,0,0,1.6,1.6,0.08,-1.6,-1.6,Kirian RodriguezLas Palmas
Betis,Ricardo Rodriguez,2242,ch SUI,DF,es La Liga,31,1992,14.2,0,5,1,20.0,0.35,0.07,0.00,0.00,26.3,2,0,0,0.2,0.2,0.04,-0.2,-0.2,Ricardo RodriguezBetis
Real Madrid,Rodrygo,2243,br BRA,"FW,MF",es La Liga,23,2001,21.4,6,54,20,37.0,2.52,0.93,0.11,0.30,16.4,3,0,0,4.0,3.9,0.07,+2.0,+2.1,RodrygoReal Madrid
Brentford,Mads Roerslev,2244,dk DEN,DF,eng Premier League,25,1999,12.2,0,5,2,40.0,0.41,0.16,0.00,0.00,20.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Mads RoerslevBrentford
Wolfsburg,Mads Roerslev,2245,dk DEN,DF,de Bundesliga,25,1999,3.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Mads RoerslevWolfsburg
Aston Villa,Morgan Rogers,2246,eng ENG,"FW,MF",eng Premier League,22,2002,34.6,8,55,20,36.4,1.59,0.58,0.15,0.40,15.9,0,0,0,6.6,6.6,0.12,+1.4,+1.4,Morgan RogersAston Villa
Freiburg,Merlin Rohl,2247,de GER,"MF,FW",de Bundesliga,22,2002,10.7,0,12,3,25.0,1.12,0.28,0.00,0.00,18.2,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Merlin RohlFreiburg
Lazio,Alessio Romagnoli,2248,it ITA,DF,it Serie A,29,1995,29.7,2,20,7,35.0,0.67,0.24,0.10,0.29,9.8,0,0,0,2.4,2.4,0.12,-0.4,-0.4,Alessio RomagnoliLazio
Mallorca,Leo Roman,2249,es ESP,GK,es La Liga,24,2000,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Leo RomanMallorca
Espanyol,Carlos Romero,2250,es ESP,DF,es La Liga,22,2001,28.4,2,29,6,20.7,1.02,0.21,0.07,0.33,20.8,1,0,0,2.0,2.0,0.07,0.0,0.0,Carlos RomeroEspanyol
Tottenham,Cristian Romero,2251,ar ARG,DF,eng Premier League,26,1998,15.7,1,16,8,50.0,1.02,0.51,0.06,0.13,9.1,0,0,0,1.6,1.6,0.10,-0.6,-0.6,Cristian RomeroTottenham
Sevilla,Isaac Romero,2252,es ESP,FW,es La Liga,24,2000,24.0,4,53,17,32.1,2.21,0.71,0.08,0.24,16.9,0,0,1,6.8,6.0,0.11,-2.8,-2.0,Isaac RomeroSevilla
Alaves,Luka Romero,2253,ar ARG,"FW,MF",es La Liga,19,2004,2.2,0,1,0,0.0,0.45,0.00,0.00,,38.7,0,0,1,0.8,0.0,0.02,-0.8,0.0,Luka RomeroAlaves
Girona,Oriol Romeu,2254,es ESP,MF,es La Liga,32,1991,15.1,0,5,1,20.0,0.33,0.07,0.00,0.00,22.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Oriol RomeuGirona
Marseille,Valentin Rongier,2255,fr FRA,"MF,DF",fr Ligue 1,29,1994,17.4,3,14,7,50.0,0.81,0.40,0.21,0.43,21.6,0,0,0,1.0,1.0,0.07,+2.0,+2.0,Valentin RongierMarseille
Atalanta,Marten de Roon,2256,nl NED,"MF,DF",it Serie A,33,1991,34.0,4,14,4,28.6,0.41,0.12,0.29,1.00,22.7,0,0,0,0.9,0.9,0.06,+3.1,+3.1,Marten de RoonAtalanta
Betis,Vitor Roque,2257,br BRA,FW,es La Liga,19,2005,13.7,4,41,18,43.9,2.99,1.31,0.10,0.22,14.5,0,0,0,6.1,6.1,0.15,-2.1,-2.1,Vitor RoqueBetis
Nice,Pablo Rosario,2258,do DOM,"MF,DF",fr Ligue 1,27,1997,19.7,3,16,7,43.8,0.81,0.35,0.13,0.29,16.1,0,1,1,3.8,3.0,0.19,-0.8,-1.0,Pablo RosarioNice
Holstein Kiel,Lasse Rosenboom,2259,de GER,DF,de Bundesliga,22,2002,19.3,2,12,5,41.7,0.62,0.26,0.17,0.40,12.7,0,0,0,1.9,1.9,0.16,+0.1,+0.1,Lasse RosenboomHolstein Kiel
Freiburg,Max Rosenfelder,2260,de GER,DF,de Bundesliga,21,2003,13.9,1,5,1,20.0,0.36,0.07,0.20,1.00,12.3,0,0,0,0.4,0.4,0.08,+0.6,+0.6,Max RosenfelderFreiburg
Leganes,Valentin Rosier,2261,fr FRA,DF,es La Liga,27,1996,28.8,1,14,4,28.6,0.49,0.14,0.07,0.25,18.7,0,0,0,0.9,0.9,0.06,+0.1,+0.1,Valentin RosierLeganes
Union Berlin,Tom Rothe,2262,de GER,"DF,MF",de Bundesliga,19,2004,18.6,3,23,9,39.1,1.24,0.49,0.13,0.33,11.7,0,0,0,1.8,1.8,0.08,+1.2,+1.2,Tom RotheUnion Berlin
Rennes,Anthony Rouault,2263,fr FRA,DF,fr Ligue 1,23,2001,10.8,0,7,3,42.9,0.65,0.28,0.00,0.00,11.0,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Anthony RouaultRennes
Stuttgart,Anthony Rouault,2264,fr FRA,DF,de Bundesliga,23,2001,13.5,1,5,1,20.0,0.37,0.07,0.20,1.00,6.5,0,0,0,0.5,0.5,0.10,+0.5,+0.5,Anthony RouaultStuttgart
Juventus,Jonas Rouhi,2265,se SWE,DF,it Serie A,20,2004,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Jonas RouhiJuventus
