Squad,Player,Rk,Nation,Pos,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,PlSqu
Milan,Tammy Abraham,19,eng ENG,FW,it Serie A,26,1997,13.1,1,0,0,23,12,7,3,2,11,1,0,0,12,36,33,52.2,Tammy AbrahamMilan
Genoa,Federico Accornero,20,it ITA,MF,it Serie A,20,2004,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0,Federico AccorneroGenoa
Inter,Francesco Acerbi,21,it ITA,DF,it Serie A,36,1988,19.0,0,0,0,11,18,2,10,26,19,0,0,0,62,61,30,67.0,Francesco AcerbiInter
Chelsea,Joshua Acheampong,22,eng ENG,DF,eng Premier League,18,2006,1.9,1,0,0,0,1,0,0,1,1,0,0,0,7,1,6,14.3,Joshua AcheampongChelsea
Sevilla,Akor Adams,23,ng NGA,FW,es La Liga,24,2000,1.5,0,0,0,1,0,1,0,0,0,0,0,0,4,6,10,37.5,Akor AdamsSevilla
Montpellier,Akor Adams,24,ng NGA,FW,fr Ligue 1,24,2000,11.9,2,0,0,17,8,16,5,1,3,2,0,0,24,28,27,50.9,Akor AdamsMontpellier
Torino,Che Adams,25,sct SCO,FW,it Serie A,28,1996,29.5,2,0,0,29,40,23,10,2,6,0,0,0,50,36,62,36.7,Che AdamsTorino
Bournemouth,Tyler Adams,26,us USA,MF,eng Premier League,25,1999,21.8,7,0,0,45,21,0,3,32,50,0,1,0,114,31,18,63.3,Tyler AdamsBournemouth
Freiburg,Junior Adamu,27,at AUT,FW,de Bundesliga,23,2001,17.2,5,1,0,38,22,17,5,12,3,0,0,0,52,53,108,32.9,Junior AdamuFreiburg
Chelsea,Tosin Adarabioyo,28,eng ENG,DF,eng Premier League,26,1997,15.7,4,0,0,8,9,1,0,11,13,0,0,0,41,42,28,60.0,Tosin AdarabioyoChelsea
Reims,Martin Adeline,29,fr FRA,MF,fr Ligue 1,20,2003,0.3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,Martin AdelineReims
Dortmund,Karim Adeyemi,30,de GER,"FW,MF",de Bundesliga,22,2002,15.9,4,0,0,27,18,4,26,7,14,0,0,0,48,9,13,40.9,Karim AdeyemiDortmund
Brighton,Simon Adingra,31,ci CIV,"FW,MF",eng Premier League,22,2002,12.2,0,0,0,13,4,4,41,8,14,0,0,0,47,7,4,63.6,Simon AdingraBrighton
Leverkusen,Amine Adli,32,ma MAR,"MF,FW",de Bundesliga,24,2000,8.5,3,0,0,15,9,7,33,0,9,2,0,0,30,21,26,44.7,Amine AdliLeverkusen
Fiorentina,Yacine Adli,33,fr FRA,MF,it Serie A,24,2000,13.7,3,1,1,9,20,0,63,6,19,0,0,0,77,5,16,23.8,Yacine AdliFiorentina
Betis,Adrian,34,es ESP,GK,es La Liga,37,1987,19.0,3,0,0,0,4,0,0,0,0,0,0,0,20,2,1,66.7,AdrianBetis
Lyon,Adryelson,35,br BRA,DF,fr Ligue 1,26,1998,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,100.0,AdryelsonLyon
Juventus,Vasilije Adzic,36,me MNE,"MF,FW",it Serie A,18,2006,0.5,0,0,0,1,1,0,0,0,2,0,0,0,3,2,3,40.0,Vasilije AdzicJuventus
Bologna,Michel Aebischer,37,ch SUI,MF,it Serie A,27,1997,8.0,2,0,0,16,16,0,14,7,13,0,0,0,35,5,9,35.7,Michel AebischerBologna
St. Pauli,Oladapo Afolayan,38,eng ENG,"FW,MF",de Bundesliga,26,1998,18.2,3,0,0,21,42,9,53,8,8,1,0,0,72,19,45,29.7,Oladapo AfolayanSt. Pauli
Wolves,Emmanuel Agbadou,39,ci CIV,DF,eng Premier League,27,1997,15.7,3,0,0,7,4,1,2,12,19,0,0,0,83,26,20,56.5,Emmanuel AgbadouWolves
Reims,Emmanuel Agbadou,40,ci CIV,DF,fr Ligue 1,27,1997,14.0,3,0,0,13,6,0,1,19,17,0,0,0,85,18,11,62.1,Emmanuel AgbadouReims
Crystal Palace,Asher Agbinone,41,eng ENG,MF,eng Premier League,18,2005,0.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,Asher AgbinoneCrystal Palace
Lens,Jeremy Agbonifo,42,se SWE,"FW,MF",fr Ligue 1,18,2005,3.3,1,0,0,14,5,2,7,1,6,0,0,0,9,1,9,10.0,Jeremy AgbonifoLens
Athletic Club,Julen Agirrezabala,43,es ESP,GK,es La Liga,23,2000,13.4,1,1,0,3,1,0,0,0,0,0,2,0,21,5,0,100.0,Julen AgirrezabalaAthletic Club
Sevilla,Lucien Agoume,44,fr FRA,MF,es La Liga,22,2002,23.5,5,1,0,49,6,2,18,41,32,0,1,0,136,42,40,51.2,Lucien AgoumeSevilla
Werder Bremen,Felix Agu,45,ng NGA,DF,de Bundesliga,24,1999,19.5,1,0,0,11,43,4,49,21,14,0,0,1,67,21,30,41.2,Felix AguWerder Bremen
Espanyol,Alvaro Aguado,46,es ESP,MF,es La Liga,28,1996,4.9,3,0,0,5,8,0,12,4,2,0,0,0,37,3,2,60.0,Alvaro AguadoEspanyol
Real Madrid,Lorenzo Aguado,47,es ESP,DF,es La Liga,21,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Lorenzo AguadoReal Madrid
Real Sociedad,Nayef Aguerd,48,ma MAR,DF,es La Liga,28,1996,19.6,5,0,0,11,19,0,2,13,24,0,1,0,73,61,32,65.6,Nayef AguerdReal Sociedad
Lens,Ruben Aguilar,49,fr FRA,"DF,MF",fr Ligue 1,31,1993,12.5,4,0,0,14,15,5,47,13,18,0,0,0,79,10,16,38.5,Ruben AguilarLens
Rennes,Naouirou Ahamada,50,fr FRA,"MF,FW",fr Ligue 1,22,2002,0.6,0,0,0,1,0,0,1,2,0,0,0,0,7,0,1,0.0,Naouirou AhamadaRennes
Genoa,Honest Ahanor,51,it ITA,"DF,MF",it Serie A,16,2008,3.0,0,0,0,2,8,0,4,1,5,0,0,0,14,5,3,62.5,Honest AhanorGenoa
St. Pauli,Erik Ahlstrand,52,se SWE,"FW,MF",de Bundesliga,22,2001,0.5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0.0,Erik AhlstrandSt. Pauli
Angers,Jean-Eudes Aholou,53,ci CIV,MF,fr Ligue 1,30,1994,21.8,7,0,0,50,25,1,2,33,36,0,0,0,100,38,23,62.3,Jean-Eudes AholouAngers
Valladolid,Joseph Aidoo,54,gh GHA,DF,es La Liga,28,1995,6.5,0,0,0,4,2,0,0,5,5,0,0,0,25,9,8,52.9,Joseph AidooValladolid
Celta Vigo,Joseph Aidoo,55,gh GHA,DF,es La Liga,28,1995,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Joseph AidooCelta Vigo
Saint-Etienne,Ayman Aiki,56,fr FRA,"FW,MF",fr Ligue 1,19,2005,1.4,0,0,0,4,1,0,1,1,3,0,0,0,7,1,4,20.0,Ayman AikiSaint-Etienne
Nott'ham Forest,Ola Aina,57,ng NGA,DF,eng Premier League,27,1996,33.3,5,0,0,23,35,2,59,33,42,0,1,0,190,13,19,40.6,Ola AinaNott'ham Forest
Wolves,Rayan Ait-Nouri,58,dz ALG,DF,eng Premier League,23,2001,34.5,7,1,1,30,46,6,94,26,57,0,0,0,145,22,30,42.3,Rayan Ait-NouriWolves
Hellas Verona,Junior Ajayi,59,ci CIV,FW,it Serie A,19,2004,0.1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,Junior AjayiHellas Verona
Brentford,Kristoffer Ajer,60,no NOR,DF,eng Premier League,26,1998,16.0,5,0,0,13,6,2,14,12,18,0,0,0,42,27,23,54.0,Kristoffer AjerBrentford
Brest,Ludovic Ajorque,61,fr FRA,FW,fr Ligue 1,30,1994,27.7,5,0,0,61,26,11,7,6,19,2,0,0,62,133,121,52.4,Ludovic AjorqueBrest
Manchester City,Manuel Akanji,62,ch SUI,DF,eng Premier League,29,1995,22.4,3,0,0,17,9,0,11,9,12,0,0,0,103,30,33,47.6,Manuel AkanjiManchester City
Toulouse,Umit Akdag,63,ro ROU,DF,fr Ligue 1,20,2003,5.6,2,0,0,8,1,0,3,11,4,0,0,0,24,18,7,72.0,Umit AkdagToulouse
Manchester City,Nathan Ake,64,nl NED,DF,eng Premier League,29,1995,7.5,0,0,0,2,0,0,1,3,7,0,0,0,24,13,10,56.5,Nathan AkeManchester City
Villarreal,Ilias Akhomach,65,ma MAR,"MF,FW",es La Liga,20,2004,6.5,1,0,0,9,21,1,18,3,7,0,0,0,30,6,6,50.0,Ilias AkhomachVillarreal
Reims,Sergio Akieme,66,es ESP,DF,fr Ligue 1,26,1997,28.0,5,0,0,25,21,1,94,17,23,0,0,0,109,19,26,42.2,Sergio AkiemeReims
Monaco,Maghnes Akliouche,67,fr FRA,"FW,MF",fr Ligue 1,22,2002,26.7,2,0,0,31,38,8,53,15,31,0,0,0,131,5,23,17.9,Maghnes AklioucheMonaco
Lyon,Paul Akouokou,68,ci CIV,MF,fr Ligue 1,26,1997,0.2,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,,Paul AkouokouLyon
Auxerre,Clement Akpa,69,ci CIV,DF,fr Ligue 1,22,2001,27.6,7,0,0,15,35,0,25,42,34,0,1,0,116,38,31,55.1,Clement AkpaAuxerre
Monza,Jean-Daniel Akpa-Akpro,70,ci CIV,MF,it Serie A,31,1992,10.7,4,0,0,24,18,0,6,13,18,0,0,0,54,11,15,42.3,Jean-Daniel Akpa-AkproMonza
Genoa,David Akpan Ankeye,71,ng NGA,"FW,MF",it Serie A,22,2002,0.5,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0.0,David Akpan AnkeyeGenoa
Hoffenheim,Kevin Akpoguma,72,ng NGA,DF,de Bundesliga,29,1995,24.7,3,0,0,25,23,1,12,29,27,0,4,0,107,48,47,50.5,Kevin AkpogumaHoffenheim
Lille,Chuba Akpom,73,eng ENG,FW,fr Ligue 1,28,1995,7.1,0,0,0,11,15,2,1,0,5,1,0,0,11,17,11,60.7,Chuba AkpomLille
Real Madrid,David Alaba,74,at AUT,DF,es La Liga,32,1992,3.5,1,0,0,2,0,0,3,6,0,0,0,0,8,4,1,80.0,David AlabaReal Madrid
Valladolid,Ibrahim Alani,75,ng NGA,MF,es La Liga,18,2006,1.8,0,0,0,2,5,0,0,1,7,0,0,0,13,3,1,75.0,Ibrahim AlaniValladolid
St. Pauli,Andreas Albers,76,dk DEN,FW,de Bundesliga,34,1990,0.7,0,0,0,3,2,0,0,0,1,0,0,0,3,10,12,45.5,Andreas AlbersSt. Pauli
Villarreal,Raul Albiol,77,es ESP,DF,es La Liga,38,1985,13.2,5,0,0,11,6,0,0,6,9,0,2,1,44,29,14,67.4,Raul AlbiolVillarreal
Southampton,Carlos Alcaraz,78,ar ARG,MF,eng Premier League,21,2002,0.1,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,100.0,Carlos AlcarazSouthampton
Everton,Carlos Alcaraz,79,ar ARG,"FW,MF",eng Premier League,21,2002,8.5,4,0,0,13,12,1,11,5,5,0,0,0,37,14,8,63.6,Carlos AlcarazEverton
Getafe,Omar Alderete,80,py PAR,DF,es La Liga,27,1996,33.0,8,0,0,33,12,8,6,40,29,1,4,0,115,101,51,66.4,Omar AldereteGetafe
Getafe,Carles Alena,81,es ESP,"MF,FW",es La Liga,26,1998,5.0,1,0,0,8,11,2,6,0,3,0,0,0,12,10,9,52.6,Carles AlenaGetafe
Alaves,Carles Alena,82,es ESP,"MF,FW",es La Liga,26,1998,12.1,1,0,0,11,24,0,31,2,12,0,0,0,47,9,6,60.0,Carles AlenaAlaves
St. Pauli,Ben Alexander Voll,83,de GER,GK,de Bundesliga,23,2000,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Ben Alexander VollSt. Pauli
Liverpool,Trent Alexander-Arnold,84,eng ENG,DF,eng Premier League,25,1998,26.3,5,0,0,11,9,1,153,31,50,0,0,0,132,3,13,18.8,Trent Alexander-ArnoldLiverpool
Celta Vigo,Alfon,85,es ESP,"FW,MF",es La Liga,25,1999,15.2,1,1,0,15,31,6,40,5,3,1,0,0,37,3,14,17.6,AlfonCelta Vigo
Nice,Mohamed Ali Cho,86,fr FRA,"FW,MF",fr Ligue 1,20,2004,18.0,2,0,0,12,41,9,51,5,9,0,0,0,69,13,27,32.5,Mohamed Ali ChoNice
Hellas Verona,Faride Alidou,87,de GER,"FW,MF",it Serie A,23,2001,0.8,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,100.0,Faride AlidouHellas Verona
Liverpool,Alisson,88,br BRA,GK,eng Premier League,31,1992,27.9,0,0,0,0,2,0,0,0,0,0,0,0,47,7,0,100.0,AlissonLiverpool
Celta Vigo,Tadeo Allende,89,ar ARG,FW,es La Liga,25,1999,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Tadeo AllendeCelta Vigo
Angers,Jim Allevinah,90,ga GAB,FW,fr Ligue 1,29,1995,19.4,3,0,0,18,25,10,34,12,11,1,0,0,88,10,24,29.4,Jim AllevinahAngers
Como,Dele Alli,91,eng ENG,MF,it Serie A,28,1996,0.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,Dele AlliComo
Lyon,Thiago Almada,92,ar ARG,"MF,FW",fr Ligue 1,23,2001,10.6,3,0,0,10,8,1,47,7,8,1,0,0,56,1,2,33.3,Thiago AlmadaLyon
Valencia,Domingos Andre Ribeiro Almeida,93,pt POR,"MF,FW",es La Liga,24,2000,22.0,2,0,0,28,38,2,67,8,32,0,0,0,89,5,15,25.0,Domingos Andre Ribeiro AlmeidaValencia
Girona,Iker Almena,94,es ESP,"FW,DF",es La Liga,20,2004,0.5,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,,Iker AlmenaGirona
Newcastle Utd,Miguel Almiron,95,py PAR,FW,eng Premier League,30,1994,1.7,0,0,0,1,3,2,0,0,2,0,0,0,4,0,2,0.0,Miguel AlmironNewcastle Utd
Parma,Pontus Almqvist,96,se SWE,"FW,MF",it Serie A,25,1999,12.4,5,0,0,15,15,2,11,19,13,1,0,0,40,9,15,37.5,Pontus AlmqvistParma
Celta Vigo,Marcos Alonso,97,es ESP,DF,es La Liga,33,1990,29.4,10,2,1,31,28,2,42,34,21,0,1,0,176,70,42,62.5,Marcos AlonsoCelta Vigo
Venezia,Giorgio Altare,98,it ITA,DF,it Serie A,25,1998,8.4,2,0,0,10,2,0,7,17,12,0,0,1,27,19,17,52.8,Giorgio AltareVenezia
Leganes,Adria Altimira,99,es ESP,"DF,FW",es La Liga,23,2001,18.1,6,0,0,27,28,3,28,15,24,0,1,0,71,12,19,38.7,Adria AltimiraLeganes
Betis,Sergi Altimira,100,es ESP,MF,es La Liga,22,2001,21.9,4,0,0,35,33,0,5,24,37,1,0,0,117,11,22,33.3,Sergi AltimiraBetis
Leicester City,Olabade Aluko,101,,DF,eng Premier League,,,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Olabade AlukoLeicester City
West Ham,Edson Alvarez,102,mx MEX,MF,eng Premier League,26,1997,19.7,9,1,1,42,18,4,6,18,27,0,0,0,88,30,23,56.6,Edson AlvarezWest Ham
Celta Vigo,Hugo Alvarez,103,es ESP,"MF,DF",es La Liga,21,2003,17.5,6,0,0,25,16,3,31,8,9,0,1,0,78,6,12,33.3,Hugo AlvarezCelta Vigo
Atletico Madrid,Julian Alvarez,104,ar ARG,FW,es La Liga,24,2000,27.9,5,0,0,26,9,9,69,2,17,0,0,0,75,13,31,29.5,Julian AlvarezAtletico Madrid
Athletic Club,Yeray Alvarez,105,es ESP,DF,es La Liga,29,1995,19.8,4,0,0,15,15,0,3,34,13,0,0,0,83,49,42,53.8,Yeray AlvarezAthletic Club
Werder Bremen,Skelly Alvero,106,fr FRA,MF,de Bundesliga,22,2002,2.6,1,0,0,7,5,0,0,2,6,0,0,0,13,5,3,62.5,Skelly AlveroWerder Bremen
Leicester City,Will Alves,107,eng ENG,FW,eng Premier League,19,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Will AlvesLeicester City
Valladolid,Selim Amallah,108,ma MAR,MF,es La Liga,27,1996,15.3,6,0,0,32,28,1,31,14,18,0,0,0,73,5,16,23.8,Selim AmallahValladolid
Manchester Utd,Harry Amass,109,eng ENG,DF,eng Premier League,17,2007,3.8,0,0,0,2,4,1,9,2,2,0,0,0,26,7,6,53.8,Harry AmassManchester Utd
Valladolid,Amath,110,sn SEN,"FW,DF",es La Liga,28,1996,4.2,1,0,0,4,7,2,7,2,0,0,0,0,13,1,6,14.3,AmathValladolid
Brest,Jordan Amavi,111,fr FRA,DF,fr Ligue 1,30,1994,8.8,2,0,0,15,6,0,15,7,17,0,2,0,35,15,6,71.4,Jordan AmaviBrest
Eint Frankfurt,Aurele Amenda,112,ch SUI,DF,de Bundesliga,21,2003,1.1,1,0,0,3,2,0,0,2,0,0,0,0,2,8,3,72.7,Aurele AmendaEint Frankfurt
Nantes,Kelvin Amian,113,fr FRA,DF,fr Ligue 1,26,1998,24.1,5,0,0,23,11,1,37,13,31,0,0,0,54,21,21,50.0,Kelvin AmianNantes
Marseille,Michael Amir Murillo,114,pa PAN,DF,fr Ligue 1,28,1996,27.1,3,0,0,29,26,1,37,18,31,0,1,0,138,42,17,71.2,Michael Amir MurilloMarseille
Mainz 05,Nadiem Amiri,115,de GER,MF,de Bundesliga,27,1996,27.5,9,2,1,44,51,2,166,16,23,0,0,0,207,16,17,48.5,Nadiem AmiriMainz 05
Southampton,Samuel Amo-Ameyaw,116,eng ENG,"FW,DF",eng Premier League,18,2006,0.3,1,0,0,1,2,0,2,0,0,0,0,0,1,0,1,0.0,Samuel Amo-AmeyawSouthampton
Strasbourg,Samuel Amo-Ameyaw,117,eng ENG,"DF,MF",fr Ligue 1,18,2006,3.6,0,0,0,3,5,1,6,3,3,0,0,0,14,0,7,0.0,Samuel Amo-AmeyawStrasbourg
Chelsea,Mathis Amougou,118,fr FRA,MF,eng Premier League,18,2006,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Mathis AmougouChelsea
Saint-Etienne,Mathis Amougou,119,fr FRA,MF,fr Ligue 1,18,2006,9.5,2,0,0,6,8,0,1,12,15,0,0,0,37,3,12,20.0,Mathis AmougouSaint-Etienne
Wolfsburg,Mohamed Amoura,120,dz ALG,FW,de Bundesliga,24,2000,27.4,6,0,0,30,20,24,35,9,22,1,0,0,92,19,45,29.7,Mohamed AmouraWolfsburg
Fiorentina,Sofyan Amrabat,121,ma MAR,MF,it Serie A,27,1996,2.0,0,0,0,4,1,0,3,0,2,0,0,0,7,1,1,50.0,Sofyan AmrabatFiorentina
Crystal Palace,Joachim Andersen,122,dk DEN,DF,eng Premier League,28,1996,1.0,1,0,0,2,0,0,1,0,1,0,0,0,7,2,0,100.0,Joachim AndersenCrystal Palace
Fulham,Joachim Andersen,123,dk DEN,DF,eng Premier League,28,1996,28.7,6,1,0,18,19,0,12,34,18,0,1,1,122,70,39,64.2,Joachim AndersenFulham
Nott'ham Forest,Elliot Anderson,124,eng ENG,MF,eng Premier League,21,2002,30.3,10,0,0,49,58,4,86,31,56,0,0,0,207,56,30,65.1,Elliot AndersonNott'ham Forest
Wolves,Andre,125,br BRA,MF,eng Premier League,23,2001,27.5,7,0,0,36,34,0,0,37,55,0,1,0,194,2,6,25.0,AndreWolves
Lille,Benjamin Andre,126,fr FRA,MF,fr Ligue 1,33,1990,29.9,12,0,0,50,49,3,16,48,57,1,0,0,189,94,82,53.4,Benjamin AndreLille
Valladolid,Marcos Andre,127,br BRA,FW,es La Liga,27,1996,13.2,5,0,0,12,28,5,1,3,6,0,0,0,44,47,44,51.6,Marcos AndreValladolid
Leverkusen,Robert Andrich,128,de GER,"MF,DF",de Bundesliga,29,1994,17.8,7,0,0,29,17,0,12,29,12,0,1,0,73,21,12,63.6,Robert AndrichLeverkusen
Roma,Angelino,129,es ESP,DF,it Serie A,27,1997,35.3,1,0,0,32,33,5,116,28,24,1,0,0,101,30,27,52.6,AngelinoRoma
Juventus,Lorenzo Anghele,130,it ITA,FW,it Serie A,19,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,Lorenzo AngheleJuventus
Empoli,Faustino Anjorin,131,eng ENG,MF,it Serie A,22,2001,12.4,3,0,0,24,19,0,17,13,13,0,1,0,65,9,15,37.5,Faustino AnjorinEmpoli
Dortmund,Waldemar Anton,132,de GER,DF,de Bundesliga,28,1996,21.7,4,0,0,20,20,1,24,30,21,0,0,1,122,46,27,63.0,Waldemar AntonDortmund
Sevilla,Leandro Antonetti,133,pr PUR,FW,es La Liga,21,2003,0.3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Leandro AntonettiSevilla
Lens,Kyllian Antonio,134,fr FRA,"DF,MF",fr Ligue 1,16,2008,1.5,0,0,0,2,3,0,2,3,2,0,0,0,5,2,2,50.0,Kyllian AntonioLens
West Ham,Michail Antonio,135,jm JAM,FW,eng Premier League,34,1990,9.3,1,0,0,12,7,4,25,0,2,0,0,0,22,17,22,43.6,Michail AntonioWest Ham
Espanyol,Antoniu,136,es ESP,"FW,MF",es La Liga,21,2002,11.4,3,0,0,19,23,4,20,8,10,0,0,0,39,6,18,25.0,AntoniuEspanyol
Manchester Utd,Antony,137,br BRA,"DF,MF",eng Premier League,24,2000,1.6,0,0,0,2,5,0,5,2,3,0,0,0,11,0,1,0.0,AntonyManchester Utd
Betis,Antony,138,br BRA,FW,es La Liga,24,2000,15.1,2,1,0,15,27,1,40,10,11,1,0,0,73,5,14,26.3,AntonyBetis
Valladolid,Anuar,139,ma MAR,"MF,FW",es La Liga,29,1995,19.1,7,0,0,30,48,10,22,18,27,1,0,0,71,23,35,39.7,AnuarValladolid
Saint-Etienne,Dennis Appiah,140,fr FRA,DF,fr Ligue 1,32,1992,23.6,2,0,0,37,9,2,52,29,43,0,2,0,90,27,31,46.6,Dennis AppiahSaint-Etienne
Leganes,Aritz Arambarri,141,es ESP,DF,es La Liga,26,1998,2.0,0,0,0,0,0,0,0,3,1,0,0,0,4,6,8,42.9,Aritz ArambarriLeganes
Getafe,Mauro Arambarri,142,uy URU,MF,es La Liga,28,1995,29.6,10,0,0,51,52,3,14,15,29,0,0,0,137,59,54,52.2,Mauro ArambarriGetafe
Real Sociedad,Jon Aramburu,143,ve VEN,DF,es La Liga,22,2002,27.3,8,0,0,50,42,3,45,30,70,0,1,0,127,40,33,54.8,Jon AramburuReal Sociedad
Bournemouth,Julian Araujo,144,mx MEX,DF,eng Premier League,22,2001,5.5,2,0,0,7,2,1,9,6,5,0,0,0,29,3,9,25.0,Julian AraujoBournemouth
Barcelona,Ronald Araujo,145,uy URU,DF,es La Liga,25,1999,8.4,3,0,0,9,4,0,0,9,9,0,0,0,27,33,20,62.3,Ronald AraujoBarcelona
Southampton,Cameron Archer,146,eng ENG,FW,eng Premier League,23,2001,16.0,0,0,0,16,13,8,3,2,8,0,0,0,35,9,30,23.1,Cameron ArcherSouthampton
Angers,Carlens Arcus,147,ht HAI,DF,fr Ligue 1,28,1996,22.7,3,0,0,38,21,1,55,27,35,0,0,0,81,31,25,55.4,Carlens ArcusAngers
West Ham,Alphonse Areola,148,fr FRA,GK,eng Premier League,31,1993,25.1,0,0,0,0,0,0,0,0,2,0,0,1,29,2,0,100.0,Alphonse AreolaWest Ham
Athletic Club,Adu Ares,149,es ESP,FW,es La Liga,22,2001,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,Adu AresAthletic Club
Osasuna,Jesus Areso,150,es ESP,DF,es La Liga,25,1999,34.2,9,0,0,31,20,8,169,8,38,0,0,0,118,27,19,58.7,Jesus AresoOsasuna
Getafe,David Arguelles,151,es ESP,MF,es La Liga,22,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,David ArguellesGetafe
Southampton,Joe Aribo,152,ng NGA,"MF,DF",eng Premier League,28,1996,22.4,1,0,0,20,28,1,10,20,33,0,1,0,112,25,24,51.0,Joe AriboSouthampton
Southampton,Adam Armstrong,153,eng ENG,"FW,MF",eng Premier League,27,1997,13.9,4,0,0,12,5,9,14,3,3,0,0,0,23,5,9,35.7,Adam ArmstrongSouthampton
Everton,Harrison Armstrong,154,eng ENG,MF,eng Premier League,17,2007,0.5,1,0,0,2,2,0,1,0,0,0,0,0,2,0,2,0.0,Harrison ArmstrongEverton
Osasuna,Jose Arnaiz,155,es ESP,"FW,MF",es La Liga,29,1995,1.5,0,0,0,0,5,4,18,5,5,0,0,0,16,1,3,25.0,Jose ArnaizOsasuna
Lille,Hakon Arnar Haraldsson,156,is ISL,"MF,FW",fr Ligue 1,21,2003,19.5,3,0,0,19,27,3,59,8,16,1,0,0,71,2,14,12.5,Hakon Arnar HaraldssonLille
Inter,Marko Arnautovic,157,at AUT,FW,it Serie A,35,1989,6.1,1,0,0,4,6,8,5,1,6,0,0,0,10,12,7,63.2,Marko ArnautovicInter
Wolfsburg,Maximilian Arnold,158,de GER,MF,de Bundesliga,30,1994,26.2,7,1,0,30,52,0,152,24,20,0,0,0,154,14,23,37.8,Maximilian ArnoldWolfsburg
Holstein Kiel,Jann-Fiete Arp,159,de GER,"FW,MF",de Bundesliga,24,2000,7.9,8,1,1,20,18,2,24,3,10,0,0,0,21,2,13,13.3,Jann-Fiete ArpHolstein Kiel
Betis,Sergio Arribas,160,es ESP,DF,es La Liga,21,2003,1.0,0,0,0,0,0,0,0,3,4,0,0,0,3,1,0,100.0,Sergio ArribasBetis
Bournemouth,Kepa Arrizabalaga,161,es ESP,GK,eng Premier League,29,1994,31.0,3,0,0,2,6,0,0,0,0,0,2,0,56,7,1,87.5,Kepa ArrizabalagaBournemouth
Leverkusen,Arthur,162,br BRA,DF,de Bundesliga,21,2003,8.4,1,0,0,20,6,0,16,9,11,0,1,0,31,10,12,45.5,ArthurLeverkusen
Mallorca,Takuma Asano,163,jp JPN,"FW,MF",es La Liga,29,1994,11.7,0,0,0,5,15,6,20,6,9,0,0,0,42,5,26,16.1,Takuma AsanoMallorca
Real Madrid,Raul Asencio,164,es ESP,DF,es La Liga,21,2003,18.6,3,0,0,12,19,1,0,16,16,0,0,0,75,30,15,66.7,Raul AsencioReal Madrid
Aston Villa,Marco Asensio,165,es ESP,MF,eng Premier League,28,1996,8.3,2,0,0,11,8,2,38,2,5,0,0,0,28,0,1,0.0,Marco AsensioAston Villa
Paris S-G,Marco Asensio,166,es ESP,"FW,MF",fr Ligue 1,28,1996,6.9,0,0,0,1,4,3,13,0,3,0,0,0,18,1,2,33.3,Marco AsensioParis S-G
Inter,Kristjan Asllani,167,al ALB,MF,it Serie A,22,2002,11.0,4,0,0,9,19,0,43,9,3,0,0,0,49,4,3,57.1,Kristjan AsllaniInter
Celta Vigo,Iago Aspas,168,es ESP,"FW,MF",es La Liga,36,1987,19.4,6,1,1,16,34,5,15,8,8,1,0,0,55,7,8,46.7,Iago AspasCelta Vigo
Girona,Yaser Asprilla,169,co COL,"FW,MF",es La Liga,20,2003,15.6,2,0,0,12,23,1,93,7,12,0,1,0,62,4,3,57.1,Yaser AsprillaGirona
Rennes,Lorenz Assignon,170,tg TOG,"DF,MF",fr Ligue 1,24,2000,26.2,9,0,0,52,28,5,70,25,27,0,1,0,110,38,22,63.3,Lorenz AssignonRennes
Nantes,Dehmaine Assoumani,171,fr FRA,"MF,FW",fr Ligue 1,19,2005,1.1,0,0,0,1,4,0,6,1,3,0,0,0,8,2,3,40.0,Dehmaine AssoumaniNantes
