Squad,Player,Rk,Nation,Pos,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,PlSqu
Nantes,Matthis Abline,14,fr FRA,FW,fr Ligue 1,21,2003,30.8,538,510,26,1,3,4,30,1,0,0,0,0,351,2,27,Matthis AblineNantes
Lyon,Abner,15,br BRA,DF,fr Ligue 1,24,2000,12.1,675,576,97,9,1,5,31,82,6,6,0,0,568,2,19,AbnerLyon
Toulouse,Zakaria Aboukhlal,16,ma MAR,"MF,FW",fr Ligue 1,24,2000,21.1,349,333,13,1,0,0,33,7,3,2,0,0,221,3,14,Zakaria AboukhlalToulouse
Alaves,Abdel Abqar,17,ma MAR,DF,es La Liga,25,1999,27.4,939,888,48,40,1,17,5,7,0,0,0,0,719,3,6,Abdel AbqarAlaves
Roma,Tammy Abraham,18,eng ENG,FW,it Serie A,26,1997,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,Tammy AbrahamRoma
Milan,Tammy Abraham,19,eng ENG,FW,it Serie A,26,1997,13.1,221,203,17,0,5,0,3,0,0,0,0,0,152,1,6,Tammy AbrahamMilan
Genoa,Federico Accornero,20,it ITA,MF,it Serie A,20,2004,0.1,6,6,0,0,0,0,1,0,0,0,0,0,4,0,1,Federico AccorneroGenoa
Inter,Francesco Acerbi,21,it ITA,DF,it Serie A,36,1988,19.0,1297,1256,39,24,0,2,10,8,0,0,0,0,1200,2,5,Francesco AcerbiInter
Chelsea,Joshua Acheampong,22,eng ENG,DF,eng Premier League,18,2006,1.9,124,121,3,2,0,0,0,1,0,0,0,0,104,0,2,Joshua AcheampongChelsea
Sevilla,Akor Adams,23,ng NGA,FW,es La Liga,24,2000,1.5,27,24,3,0,0,0,0,0,0,0,0,0,20,0,0,Akor AdamsSevilla
Montpellier,Akor Adams,24,ng NGA,FW,fr Ligue 1,24,2000,11.9,179,160,17,0,1,2,5,0,0,0,0,0,112,2,7,Akor AdamsMontpellier
Torino,Che Adams,25,sct SCO,FW,it Serie A,28,1996,29.5,557,513,43,3,4,5,10,1,0,0,0,0,414,1,17,Che AdamsTorino
Bournemouth,Tyler Adams,26,us USA,MF,eng Premier League,25,1999,21.8,1069,1025,38,34,2,1,3,4,0,0,0,0,902,6,14,Tyler AdamsBournemouth
Freiburg,Junior Adamu,27,at AUT,FW,de Bundesliga,23,2001,17.2,312,292,18,0,2,0,5,2,0,0,0,0,198,2,12,Junior AdamuFreiburg
Chelsea,Tosin Adarabioyo,28,eng ENG,DF,eng Premier League,26,1997,15.7,1184,1142,39,23,2,3,0,4,0,0,0,0,1079,3,3,Tosin AdarabioyoChelsea
Reims,Martin Adeline,29,fr FRA,MF,fr Ligue 1,20,2003,0.3,10,10,0,0,0,0,0,0,0,0,0,0,8,0,0,Martin AdelineReims
Dortmund,Karim Adeyemi,30,de GER,"FW,MF",de Bundesliga,22,2002,15.9,401,388,11,1,3,2,26,7,2,2,0,0,298,2,20,Karim AdeyemiDortmund
Brighton,Simon Adingra,31,ci CIV,"FW,MF",eng Premier League,22,2002,12.2,382,372,9,0,2,0,41,8,1,0,0,0,290,1,12,Simon AdingraBrighton
Leverkusen,Amine Adli,32,ma MAR,"MF,FW",de Bundesliga,24,2000,8.5,360,346,12,0,0,2,33,8,3,2,1,0,267,2,14,Amine AdliLeverkusen
Fiorentina,Yacine Adli,33,fr FRA,MF,it Serie A,24,2000,13.7,890,795,90,44,3,14,63,6,39,17,19,0,718,5,12,Yacine AdliFiorentina
Betis,Adrian,34,es ESP,GK,es La Liga,37,1987,19.0,619,453,163,54,0,0,0,0,0,0,0,0,474,3,4,AdrianBetis
Lyon,Adryelson,35,br BRA,DF,fr Ligue 1,26,1998,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,AdryelsonLyon
Juventus,Vasilije Adzic,36,me MNE,"MF,FW",it Serie A,18,2006,0.5,20,20,0,0,0,0,0,0,0,0,0,0,15,0,1,Vasilije AdzicJuventus
Bologna,Michel Aebischer,37,ch SUI,MF,it Serie A,27,1997,8.0,419,393,24,13,1,5,14,0,8,2,4,0,366,2,4,Michel AebischerBologna
St. Pauli,Oladapo Afolayan,38,eng ENG,"FW,MF",de Bundesliga,26,1998,18.2,461,434,22,3,1,4,53,11,0,0,0,0,320,5,31,Oladapo AfolayanSt. Pauli
Wolves,Emmanuel Agbadou,39,ci CIV,DF,eng Premier League,27,1997,15.7,1001,955,43,28,1,11,2,0,0,0,0,0,855,3,5,Emmanuel AgbadouWolves
Reims,Emmanuel Agbadou,40,ci CIV,DF,fr Ligue 1,27,1997,14.0,922,842,77,37,3,22,1,4,0,0,0,0,810,3,4,Emmanuel AgbadouReims
Crystal Palace,Asher Agbinone,41,eng ENG,MF,eng Premier League,18,2005,0.1,3,3,0,0,0,0,1,0,0,0,0,0,2,0,0,Asher AgbinoneCrystal Palace
Lens,Jeremy Agbonifo,42,se SWE,"FW,MF",fr Ligue 1,18,2005,3.3,80,75,5,0,0,0,7,5,0,0,0,0,58,0,4,Jeremy AgbonifoLens
Athletic Club,Julen Agirrezabala,43,es ESP,GK,es La Liga,23,2000,13.4,411,305,102,36,0,0,0,0,0,0,0,0,281,4,0,Julen AgirrezabalaAthletic Club
Sevilla,Lucien Agoume,44,fr FRA,MF,es La Liga,22,2002,23.5,1236,1190,38,32,6,9,18,6,0,0,0,0,1007,8,16,Lucien AgoumeSevilla
Werder Bremen,Felix Agu,45,ng NGA,DF,de Bundesliga,24,1999,19.5,822,667,153,6,0,3,49,147,0,0,0,0,655,2,26,Felix AguWerder Bremen
Espanyol,Alvaro Aguado,46,es ESP,MF,es La Liga,28,1996,4.9,248,230,17,10,1,3,12,3,3,1,1,0,193,1,5,Alvaro AguadoEspanyol
Real Madrid,Lorenzo Aguado,47,es ESP,DF,es La Liga,21,2002,0.1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Lorenzo AguadoReal Madrid
Real Sociedad,Nayef Aguerd,48,ma MAR,DF,es La Liga,28,1996,19.6,1389,1330,53,38,0,34,2,3,0,0,0,0,1213,6,10,Nayef AguerdReal Sociedad
Lens,Ruben Aguilar,49,fr FRA,"DF,MF",fr Ligue 1,31,1993,12.5,843,706,132,10,2,4,47,122,0,0,0,0,677,5,29,Ruben AguilarLens
Rennes,Naouirou Ahamada,50,fr FRA,"MF,FW",fr Ligue 1,22,2002,0.6,22,22,0,0,0,0,1,0,0,0,0,0,17,0,0,Naouirou AhamadaRennes
Genoa,Honest Ahanor,51,it ITA,"DF,MF",it Serie A,16,2008,3.0,76,64,12,1,0,0,4,10,1,1,0,0,51,0,3,Honest AhanorGenoa
St. Pauli,Erik Ahlstrand,52,se SWE,"FW,MF",de Bundesliga,22,2001,0.5,13,13,0,0,0,0,0,0,0,0,0,0,10,0,0,Erik AhlstrandSt. Pauli
Angers,Jean-Eudes Aholou,53,ci CIV,MF,fr Ligue 1,30,1994,21.8,764,753,9,9,2,2,2,0,0,0,0,0,644,2,9,Jean-Eudes AholouAngers
Valladolid,Joseph Aidoo,54,gh GHA,DF,es La Liga,28,1995,6.5,378,363,15,9,0,2,0,1,0,0,0,0,337,0,3,Joseph AidooValladolid
Celta Vigo,Joseph Aidoo,55,gh GHA,DF,es La Liga,28,1995,0.0,7,7,0,0,0,0,0,0,0,0,0,0,6,0,1,Joseph AidooCelta Vigo
Saint-Etienne,Ayman Aiki,56,fr FRA,"FW,MF",fr Ligue 1,19,2005,1.4,29,29,0,0,0,0,1,0,0,0,0,0,17,0,1,Ayman AikiSaint-Etienne
Nott'ham Forest,Ola Aina,57,ng NGA,DF,eng Premier League,27,1996,33.3,1352,1071,279,15,0,4,59,264,0,0,0,0,994,2,46,Ola AinaNott'ham Forest
Wolves,Rayan Ait-Nouri,58,dz ALG,DF,eng Premier League,23,2001,34.5,1721,1397,320,44,3,4,94,246,30,24,1,0,1449,4,42,Rayan Ait-NouriWolves
Hellas Verona,Junior Ajayi,59,ci CIV,FW,it Serie A,19,2004,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Junior AjayiHellas Verona
Brentford,Kristoffer Ajer,60,no NOR,DF,eng Premier League,26,1998,16.0,644,570,73,2,0,3,14,71,0,0,0,0,504,1,18,Kristoffer AjerBrentford
Brest,Ludovic Ajorque,61,fr FRA,FW,fr Ligue 1,30,1994,27.7,671,660,8,0,2,12,7,1,0,0,0,0,462,3,16,Ludovic AjorqueBrest
Manchester City,Manuel Akanji,62,ch SUI,DF,eng Premier League,29,1995,22.4,1744,1707,36,18,4,10,11,10,0,0,0,0,1632,1,6,Manuel AkanjiManchester City
Toulouse,Umit Akdag,63,ro ROU,DF,fr Ligue 1,20,2003,5.6,348,317,31,8,1,3,3,20,0,0,0,0,274,0,9,Umit AkdagToulouse
Manchester City,Nathan Ake,64,nl NED,DF,eng Premier League,29,1995,7.5,542,514,26,13,0,0,1,7,0,0,0,0,509,2,3,Nathan AkeManchester City
Villarreal,Ilias Akhomach,65,ma MAR,"MF,FW",es La Liga,20,2004,6.5,185,177,7,2,1,2,18,2,3,2,0,0,136,1,7,Ilias AkhomachVillarreal
Reims,Sergio Akieme,66,es ESP,DF,fr Ligue 1,26,1997,28.0,1147,952,190,25,0,1,94,152,11,9,0,0,929,5,19,Sergio AkiemeReims
Monaco,Maghnes Akliouche,67,fr FRA,"FW,MF",fr Ligue 1,22,2002,26.7,1216,1163,43,10,8,8,53,16,17,11,2,0,989,10,34,Maghnes AklioucheMonaco
Lyon,Paul Akouokou,68,ci CIV,MF,fr Ligue 1,26,1997,0.2,15,15,0,0,0,0,0,0,0,0,0,0,10,0,1,Paul AkouokouLyon
Auxerre,Clement Akpa,69,ci CIV,DF,fr Ligue 1,22,2001,27.6,1209,1105,101,56,0,40,25,40,2,1,1,0,998,3,20,Clement AkpaAuxerre
Monza,Jean-Daniel Akpa-Akpro,70,ci CIV,MF,it Serie A,31,1992,10.7,346,327,17,4,0,1,6,13,0,0,0,0,275,2,13,Jean-Daniel Akpa-AkproMonza
Genoa,David Akpan Ankeye,71,ng NGA,"FW,MF",it Serie A,22,2002,0.5,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,David Akpan AnkeyeGenoa
Hoffenheim,Kevin Akpoguma,72,ng NGA,DF,de Bundesliga,29,1995,24.7,1369,1280,85,43,1,5,12,14,0,0,0,0,1193,4,10,Kevin AkpogumaHoffenheim
Lille,Chuba Akpom,73,eng ENG,FW,fr Ligue 1,28,1995,7.1,99,87,11,0,1,0,1,0,0,0,0,0,67,1,8,Chuba AkpomLille
Real Madrid,David Alaba,74,at AUT,DF,es La Liga,32,1992,3.5,228,214,13,4,0,2,3,2,0,0,0,0,206,1,2,David AlabaReal Madrid
Valladolid,Ibrahim Alani,75,ng NGA,MF,es La Liga,18,2006,1.8,85,82,2,0,0,1,0,1,0,0,0,0,71,1,0,Ibrahim AlaniValladolid
St. Pauli,Andreas Albers,76,dk DEN,FW,de Bundesliga,34,1990,0.7,29,28,1,0,0,0,0,0,0,0,0,0,15,0,0,Andreas AlbersSt. Pauli
Villarreal,Raul Albiol,77,es ESP,DF,es La Liga,38,1985,13.2,813,778,33,25,1,4,0,0,0,0,0,0,727,2,3,Raul AlbiolVillarreal
Southampton,Carlos Alcaraz,78,ar ARG,MF,eng Premier League,21,2002,0.1,13,11,2,0,0,0,1,1,1,0,0,0,13,0,0,Carlos AlcarazSouthampton
Everton,Carlos Alcaraz,79,ar ARG,"FW,MF",eng Premier League,21,2002,8.5,278,265,12,2,1,2,11,6,3,2,1,0,224,1,10,Carlos AlcarazEverton
Getafe,Omar Alderete,80,py PAR,DF,es La Liga,27,1996,33.0,1106,1026,67,61,3,29,6,0,0,0,0,0,724,13,14,Omar AldereteGetafe
Getafe,Carles Alena,81,es ESP,"MF,FW",es La Liga,26,1998,5.0,117,105,12,6,0,0,6,1,1,1,0,0,93,0,1,Carles AlenaGetafe
Alaves,Carles Alena,82,es ESP,"MF,FW",es La Liga,26,1998,12.1,472,450,22,8,6,0,31,2,11,5,5,0,359,0,21,Carles AlenaAlaves
St. Pauli,Ben Alexander Voll,83,de GER,GK,de Bundesliga,23,2000,1.0,50,33,17,4,0,0,0,0,0,0,0,0,28,0,0,Ben Alexander VollSt. Pauli
Liverpool,Trent Alexander-Arnold,84,eng ENG,DF,eng Premier League,25,1998,26.3,1971,1651,310,63,12,32,153,192,55,34,12,1,1448,10,36,Trent Alexander-ArnoldLiverpool
Celta Vigo,Alfon,85,es ESP,"FW,MF",es La Liga,25,1999,15.2,377,370,4,1,1,3,40,3,0,0,0,0,263,3,27,AlfonCelta Vigo
Nice,Mohamed Ali Cho,86,fr FRA,"FW,MF",fr Ligue 1,20,2004,18.0,481,456,23,3,9,2,51,0,9,4,4,0,338,2,23,Mohamed Ali ChoNice
Hellas Verona,Faride Alidou,87,de GER,"FW,MF",it Serie A,23,2001,0.8,20,18,2,1,0,0,3,0,1,1,0,0,16,0,0,Faride AlidouHellas Verona
Liverpool,Alisson,88,br BRA,GK,eng Premier League,31,1992,27.9,959,836,121,41,1,1,0,0,0,0,0,0,794,2,1,AlissonLiverpool
Celta Vigo,Tadeo Allende,89,ar ARG,FW,es La Liga,25,1999,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,Tadeo AllendeCelta Vigo
Angers,Jim Allevinah,90,ga GAB,FW,fr Ligue 1,29,1995,19.4,483,472,9,1,2,1,34,4,2,0,2,0,363,2,13,Jim AllevinahAngers
Como,Dele Alli,91,eng ENG,MF,it Serie A,28,1996,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Dele AlliComo
Lyon,Thiago Almada,92,ar ARG,"MF,FW",fr Ligue 1,23,2001,10.6,748,668,71,28,5,8,47,6,35,20,7,0,635,9,6,Thiago AlmadaLyon
Valencia,Domingos Andre Ribeiro Almeida,93,pt POR,"MF,FW",es La Liga,24,2000,22.0,947,854,85,27,7,7,67,10,34,8,18,0,798,8,17,Domingos Andre Ribeiro AlmeidaValencia
Girona,Iker Almena,94,es ESP,"FW,DF",es La Liga,20,2004,0.5,32,30,2,0,0,0,4,2,0,0,0,0,23,0,2,Iker AlmenaGirona
Newcastle Utd,Miguel Almiron,95,py PAR,FW,eng Premier League,30,1994,1.7,66,64,1,0,1,0,0,1,0,0,0,0,54,1,2,Miguel AlmironNewcastle Utd
Parma,Pontus Almqvist,96,se SWE,"FW,MF",it Serie A,25,1999,12.4,297,290,6,1,0,0,11,5,0,0,0,0,215,1,11,Pontus AlmqvistParma
Celta Vigo,Marcos Alonso,97,es ESP,DF,es La Liga,33,1990,29.4,2397,2236,158,81,2,25,42,54,15,10,3,0,2139,3,24,Marcos AlonsoCelta Vigo
Venezia,Giorgio Altare,98,it ITA,DF,it Serie A,25,1998,8.4,389,319,68,13,0,2,7,55,0,0,0,0,283,2,2,Giorgio AltareVenezia
Leganes,Adria Altimira,99,es ESP,"DF,FW",es La Liga,23,2001,18.1,615,516,97,4,2,3,28,93,0,0,0,0,483,2,11,Adria AltimiraLeganes
Betis,Sergi Altimira,100,es ESP,MF,es La Liga,22,2001,21.9,1258,1231,26,22,4,16,5,3,0,0,0,0,1123,1,17,Sergi AltimiraBetis
Leicester City,Olabade Aluko,101,,DF,eng Premier League,,,0.0,5,4,1,1,0,0,0,0,0,0,0,0,3,0,0,Olabade AlukoLeicester City
West Ham,Edson Alvarez,102,mx MEX,MF,eng Premier League,26,1997,19.7,1003,980,16,12,3,12,6,3,0,0,0,0,861,7,10,Edson AlvarezWest Ham
Celta Vigo,Hugo Alvarez,103,es ESP,"MF,DF",es La Liga,21,2003,17.5,1013,856,151,16,0,2,31,125,10,4,1,0,799,6,33,Hugo AlvarezCelta Vigo
Atletico Madrid,Julian Alvarez,104,ar ARG,FW,es La Liga,24,2000,27.9,966,879,85,8,14,12,69,6,50,21,15,0,717,2,31,Julian AlvarezAtletico Madrid
Athletic Club,Yeray Alvarez,105,es ESP,DF,es La Liga,29,1995,19.8,1182,1126,52,40,1,16,3,2,0,0,0,0,994,4,13,Yeray AlvarezAthletic Club
Werder Bremen,Skelly Alvero,106,fr FRA,MF,de Bundesliga,22,2002,2.6,91,90,0,0,0,0,0,0,0,0,0,0,68,1,3,Skelly AlveroWerder Bremen
Leicester City,Will Alves,107,eng ENG,FW,eng Premier League,19,2005,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Will AlvesLeicester City
Valladolid,Selim Amallah,108,ma MAR,MF,es La Liga,27,1996,15.3,406,352,48,18,3,7,31,1,18,8,8,0,318,6,9,Selim AmallahValladolid
Manchester Utd,Harry Amass,109,eng ENG,DF,eng Premier League,17,2007,3.8,181,150,31,2,0,0,9,29,0,0,0,0,149,0,3,Harry AmassManchester Utd
Valladolid,Amath,110,sn SEN,"FW,DF",es La Liga,28,1996,4.2,112,106,6,1,1,2,7,5,0,0,0,0,86,0,7,AmathValladolid
Brest,Jordan Amavi,111,fr FRA,DF,fr Ligue 1,30,1994,8.8,526,428,96,9,0,2,15,87,0,0,0,0,386,2,13,Jordan AmaviBrest
Eint Frankfurt,Aurele Amenda,112,ch SUI,DF,de Bundesliga,21,2003,1.1,69,66,3,1,0,3,0,1,0,0,0,0,58,0,2,Aurele AmendaEint Frankfurt
Nantes,Kelvin Amian,113,fr FRA,DF,fr Ligue 1,26,1998,24.1,921,719,200,14,4,1,37,184,0,0,0,0,738,2,24,Kelvin AmianNantes
Marseille,Michael Amir Murillo,114,pa PAN,DF,fr Ligue 1,28,1996,27.1,1902,1691,207,44,1,0,37,162,0,0,0,0,1665,4,32,Michael Amir MurilloMarseille
Mainz 05,Nadiem Amiri,115,de GER,MF,de Bundesliga,27,1996,27.5,1781,1508,259,120,10,14,166,10,113,40,55,1,1371,14,36,Nadiem AmiriMainz 05
Southampton,Samuel Amo-Ameyaw,116,eng ENG,"FW,DF",eng Premier League,18,2006,0.3,9,8,1,0,0,0,2,0,1,0,0,0,8,0,0,Samuel Amo-AmeyawSouthampton
Strasbourg,Samuel Amo-Ameyaw,117,eng ENG,"DF,MF",fr Ligue 1,18,2006,3.6,123,116,7,1,1,0,6,3,3,1,0,0,106,0,3,Samuel Amo-AmeyawStrasbourg
Chelsea,Mathis Amougou,118,fr FRA,MF,eng Premier League,18,2006,0.1,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,Mathis AmougouChelsea
Saint-Etienne,Mathis Amougou,119,fr FRA,MF,fr Ligue 1,18,2006,9.5,301,290,7,4,1,1,1,1,0,0,0,0,232,4,4,Mathis AmougouSaint-Etienne
Wolfsburg,Mohamed Amoura,120,dz ALG,FW,de Bundesliga,24,2000,27.4,757,714,38,0,9,14,35,16,0,0,0,0,532,5,42,Mohamed AmouraWolfsburg
Fiorentina,Sofyan Amrabat,121,ma MAR,MF,it Serie A,27,1996,2.0,133,122,11,10,0,4,3,1,0,0,0,0,112,0,0,Sofyan AmrabatFiorentina
Crystal Palace,Joachim Andersen,122,dk DEN,DF,eng Premier League,28,1996,1.0,83,81,2,1,0,0,1,0,1,0,0,0,61,0,0,Joachim AndersenCrystal Palace
Fulham,Joachim Andersen,123,dk DEN,DF,eng Premier League,28,1996,28.7,2000,1891,102,81,0,35,12,9,0,0,0,0,1654,7,8,Joachim AndersenFulham
Nott'ham Forest,Elliot Anderson,124,eng ENG,MF,eng Premier League,21,2002,30.3,1386,1292,85,26,7,4,86,2,48,17,28,0,1085,9,35,Elliot AndersonNott'ham Forest
Wolves,Andre,125,br BRA,MF,eng Premier League,23,2001,27.5,1342,1308,32,28,5,15,0,2,0,0,0,0,1247,2,14,AndreWolves
Lille,Benjamin Andre,126,fr FRA,MF,fr Ligue 1,33,1990,29.9,1911,1845,57,53,1,20,16,4,0,0,0,0,1586,9,31,Benjamin AndreLille
Valladolid,Marcos Andre,127,br BRA,FW,es La Liga,27,1996,13.2,210,185,22,2,3,6,1,1,0,0,0,0,138,3,5,Marcos AndreValladolid
Leverkusen,Robert Andrich,128,de GER,"MF,DF",de Bundesliga,29,1994,17.8,978,952,24,15,2,7,12,4,0,0,0,0,865,2,6,Robert AndrichLeverkusen
Roma,Angelino,129,es ESP,DF,it Serie A,27,1997,35.3,1969,1669,294,49,3,18,116,233,11,3,8,0,1544,6,25,AngelinoRoma
Juventus,Lorenzo Anghele,130,it ITA,FW,it Serie A,19,2005,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Lorenzo AngheleJuventus
Empoli,Faustino Anjorin,131,eng ENG,MF,it Serie A,22,2001,12.4,441,418,22,8,2,4,17,1,8,4,2,0,355,1,8,Faustino AnjorinEmpoli
Dortmund,Waldemar Anton,132,de GER,DF,de Bundesliga,28,1996,21.7,1841,1763,78,33,2,6,24,37,0,0,0,0,1664,0,18,Waldemar AntonDortmund
Sevilla,Leandro Antonetti,133,pr PUR,FW,es La Liga,21,2003,0.3,4,4,0,0,0,0,0,0,0,0,0,0,2,0,1,Leandro AntonettiSevilla
Lens,Kyllian Antonio,134,fr FRA,"DF,MF",fr Ligue 1,16,2008,1.5,97,88,9,2,0,0,2,7,0,0,0,0,81,0,4,Kyllian AntonioLens
West Ham,Michail Antonio,135,jm JAM,FW,eng Premier League,34,1990,9.3,188,175,11,0,3,6,25,7,0,0,0,0,114,2,14,Michail AntonioWest Ham
Espanyol,Antoniu,136,es ESP,"FW,MF",es La Liga,21,2002,11.4,221,214,4,1,4,0,20,3,0,0,0,0,148,3,15,AntoniuEspanyol
Manchester Utd,Antony,137,br BRA,"DF,MF",eng Premier League,24,2000,1.6,69,62,7,2,0,0,5,5,0,0,0,0,56,0,1,AntonyManchester Utd
Betis,Antony,138,br BRA,FW,es La Liga,24,2000,15.1,768,722,45,11,7,5,40,20,14,4,4,0,622,1,18,AntonyBetis
Valladolid,Anuar,139,ma MAR,"MF,FW",es La Liga,29,1995,19.1,505,466,39,10,1,0,22,25,1,0,0,0,411,0,6,AnuarValladolid
Saint-Etienne,Dennis Appiah,140,fr FRA,DF,fr Ligue 1,32,1992,23.6,1179,957,218,16,3,2,52,202,0,0,0,0,903,4,43,Dennis AppiahSaint-Etienne
Leganes,Aritz Arambarri,141,es ESP,DF,es La Liga,26,1998,2.0,67,65,2,2,0,1,0,0,0,0,0,0,49,0,1,Aritz ArambarriLeganes
Getafe,Mauro Arambarri,142,uy URU,MF,es La Liga,28,1995,29.6,800,775,21,13,2,9,14,0,1,1,0,0,586,4,14,Mauro ArambarriGetafe
Real Sociedad,Jon Aramburu,143,ve VEN,DF,es La Liga,22,2002,27.3,1518,1211,305,37,0,3,45,268,0,0,0,0,1190,2,37,Jon AramburuReal Sociedad
Bournemouth,Julian Araujo,144,mx MEX,DF,eng Premier League,22,2001,5.5,225,198,27,2,0,0,9,25,0,0,0,0,178,0,2,Julian AraujoBournemouth
Barcelona,Ronald Araujo,145,uy URU,DF,es La Liga,25,1999,8.4,725,697,27,20,0,1,0,6,0,0,0,0,666,1,0,Ronald AraujoBarcelona
Southampton,Cameron Archer,146,eng ENG,FW,eng Premier League,23,2001,16.0,251,231,19,0,2,0,3,0,0,0,0,0,205,1,8,Cameron ArcherSouthampton
Angers,Carlens Arcus,147,ht HAI,DF,fr Ligue 1,28,1996,22.7,1020,843,173,20,2,3,55,152,1,0,0,0,810,4,20,Carlens ArcusAngers
West Ham,Alphonse Areola,148,fr FRA,GK,eng Premier League,31,1993,25.1,989,716,268,72,0,3,0,0,0,0,0,0,688,5,3,Alphonse AreolaWest Ham
Athletic Club,Adu Ares,149,es ESP,FW,es La Liga,22,2001,0.2,9,9,0,0,0,0,1,0,0,0,0,0,5,0,1,Adu AresAthletic Club
Osasuna,Jesus Areso,150,es ESP,DF,es La Liga,25,1999,34.2,1573,1203,366,3,0,4,169,362,1,0,0,0,1139,4,63,Jesus AresoOsasuna
Getafe,David Arguelles,151,es ESP,MF,es La Liga,22,2002,0.1,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,David ArguellesGetafe
Southampton,Joe Aribo,152,ng NGA,"MF,DF",eng Premier League,28,1996,22.4,1046,1032,13,4,2,1,10,4,0,0,0,0,929,1,15,Joe AriboSouthampton
Southampton,Adam Armstrong,153,eng ENG,"FW,MF",eng Premier League,27,1997,13.9,288,268,18,0,0,1,14,3,0,0,0,0,231,2,12,Adam ArmstrongSouthampton
Everton,Harrison Armstrong,154,eng ENG,MF,eng Premier League,17,2007,0.5,15,13,1,0,0,0,1,0,0,0,0,0,7,1,0,Harrison ArmstrongEverton
Osasuna,Jose Arnaiz,155,es ESP,"FW,MF",es La Liga,29,1995,1.5,77,66,11,3,0,1,18,1,7,5,1,0,52,0,6,Jose ArnaizOsasuna
Lille,Hakon Arnar Haraldsson,156,is ISL,"MF,FW",fr Ligue 1,21,2003,19.5,946,880,64,14,5,4,59,10,35,11,16,1,751,2,22,Hakon Arnar HaraldssonLille
Inter,Marko Arnautovic,157,at AUT,FW,it Serie A,35,1989,6.1,158,148,8,0,2,0,5,0,0,0,0,0,113,2,3,Marko ArnautovicInter
Wolfsburg,Maximilian Arnold,158,de GER,MF,de Bundesliga,30,1994,26.2,1358,1135,218,109,3,17,152,4,84,51,32,1,1049,5,18,Maximilian ArnoldWolfsburg
Holstein Kiel,Jann-Fiete Arp,159,de GER,"FW,MF",de Bundesliga,24,2000,7.9,174,146,23,3,1,5,24,9,7,5,2,0,102,5,8,Jann-Fiete ArpHolstein Kiel
Betis,Sergio Arribas,160,es ESP,DF,es La Liga,21,2003,1.0,54,40,13,1,0,0,0,12,0,0,0,0,37,1,2,Sergio ArribasBetis
Bournemouth,Kepa Arrizabalaga,161,es ESP,GK,eng Premier League,29,1994,31.0,1027,728,295,103,0,0,0,0,0,0,0,0,752,4,2,Kepa ArrizabalagaBournemouth
Leverkusen,Arthur,162,br BRA,DF,de Bundesliga,21,2003,8.4,388,342,45,1,0,0,16,44,0,0,0,0,306,1,13,ArthurLeverkusen
Mallorca,Takuma Asano,163,jp JPN,"FW,MF",es La Liga,29,1994,11.7,219,217,2,1,0,3,20,0,0,0,0,0,148,0,13,Takuma AsanoMallorca
Real Madrid,Raul Asencio,164,es ESP,DF,es La Liga,21,2003,18.6,988,926,61,33,1,8,0,8,0,0,0,0,927,1,2,Raul AsencioReal Madrid
Aston Villa,Marco Asensio,165,es ESP,MF,eng Premier League,28,1996,8.3,313,271,39,14,2,1,38,0,23,11,1,0,242,3,8,Marco AsensioAston Villa
Paris S-G,Marco Asensio,166,es ESP,"FW,MF",fr Ligue 1,28,1996,6.9,335,314,19,2,4,1,13,3,6,2,0,0,291,2,7,Marco AsensioParis S-G
Inter,Kristjan Asllani,167,al ALB,MF,it Serie A,22,2002,11.0,973,913,57,26,6,8,43,1,29,7,15,0,868,3,3,Kristjan AsllaniInter
Celta Vigo,Iago Aspas,168,es ESP,"FW,MF",es La Liga,36,1987,19.4,877,849,20,3,20,8,15,9,4,0,1,0,661,8,27,Iago AspasCelta Vigo
Girona,Yaser Asprilla,169,co COL,"FW,MF",es La Liga,20,2003,15.6,653,591,56,15,6,10,93,10,24,16,4,0,471,6,24,Yaser AsprillaGirona
Rennes,Lorenz Assignon,170,tg TOG,"DF,MF",fr Ligue 1,24,2000,26.2,1301,1067,228,15,3,5,70,212,1,0,0,0,1015,6,38,Lorenz AssignonRennes
Nantes,Dehmaine Assoumani,171,fr FRA,"MF,FW",fr Ligue 1,19,2005,1.1,50,46,4,1,0,0,6,1,1,0,1,0,38,0,2,Dehmaine AssoumaniNantes
Reims,Valentin Atangana Edoa,172,fr FRA,MF,fr Ligue 1,18,2005,31.7,1056,1037,13,11,2,0,17,1,0,0,0,0,908,6,14,Valentin Atangana EdoaReims
