Squad,Player,Rk,Nation,Pos,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,PlSqu
Wolves,Andre,125,br BRA,MF,eng Premier League,23,2001,27.5,1623,89,439,1046,155,3,1623,32,16,50.0,12,37.5,912,3764,1688,10,17,0,30,21,1093,11,AndreWolves
Lille,Benjamin Andre,126,fr FRA,MF,fr Ligue 1,33,1990,29.9,2267,72,392,1462,430,45,2267,22,9,40.9,11,50.0,1153,5343,2593,29,33,1,45,33,1556,72,Benjamin AndreLille
Valladolid,Marcos Andre,127,br BRA,FW,es La Liga,27,1996,13.2,372,13,46,208,128,32,372,41,17,41.5,18,43.9,195,1010,345,11,9,5,40,23,255,39,Marcos AndreValladolid
Leverkusen,Robert Andrich,128,de GER,"MF,DF",de Bundesliga,29,1994,17.8,1114,45,252,646,220,20,1114,5,2,40.0,1,20.0,526,2140,886,8,14,1,7,1,792,17,Robert AndrichLeverkusen
Roma,Angelino,129,es ESP,DF,it Serie A,27,1997,35.3,2266,102,640,1041,602,47,2266,27,11,40.7,11,40.7,1202,5724,3048,66,52,11,27,9,1476,172,AngelinoRoma
Juventus,Lorenzo Anghele,130,it ITA,FW,it Serie A,19,2005,0.1,5,0,0,5,1,0,5,1,1,100.0,0,0.0,3,19,3,0,1,0,0,0,4,0,Lorenzo AngheleJuventus
Empoli,Faustino Anjorin,131,eng ENG,MF,it Serie A,22,2001,12.4,628,25,132,357,153,17,628,41,16,39.0,22,53.7,327,1839,1043,28,17,6,25,11,385,35,Faustino AnjorinEmpoli
Dortmund,Waldemar Anton,132,de GER,DF,de Bundesliga,28,1996,21.7,2126,189,793,1162,179,32,2126,24,20,83.3,2,8.3,1386,6989,3497,32,28,0,21,9,1542,28,Waldemar AntonDortmund
Sevilla,Leandro Antonetti,133,pr PUR,FW,es La Liga,21,2003,0.3,12,0,2,4,7,0,12,1,0,0.0,1,100.0,5,52,43,1,1,0,2,1,8,3,Leandro AntonettiSevilla
Lens,Kyllian Antonio,134,fr FRA,"DF,MF",fr Ligue 1,16,2008,1.5,114,2,47,54,13,1,114,2,1,50.0,0,0.0,82,322,132,1,0,1,2,2,85,0,Kyllian AntonioLens
West Ham,Michail Antonio,135,jm JAM,FW,eng Premier League,34,1990,9.3,296,3,26,124,151,36,296,27,9,33.3,13,48.1,173,1177,695,29,13,9,35,19,221,59,Michail AntonioWest Ham
Espanyol,Antoniu,136,es ESP,"FW,MF",es La Liga,21,2002,11.4,369,10,74,150,158,20,369,54,29,53.7,17,31.5,215,1556,966,35,23,5,27,12,225,63,AntoniuEspanyol
Manchester Utd,Antony,137,br BRA,"DF,MF",eng Premier League,24,2000,1.6,101,2,22,26,54,8,101,11,4,36.4,6,54.5,60,317,182,5,6,1,5,1,69,7,AntonyManchester Utd
Betis,Antony,138,br BRA,FW,es La Liga,24,2000,15.1,982,9,100,315,585,63,982,63,24,38.1,33,52.4,663,4570,2729,94,77,30,53,20,751,157,AntonyBetis
Valladolid,Anuar,139,ma MAR,"MF,FW",es La Liga,29,1995,19.1,705,31,214,324,173,28,705,24,7,29.2,12,50.0,359,2145,834,24,15,6,25,14,430,68,AnuarValladolid
Saint-Etienne,Dennis Appiah,140,fr FRA,DF,fr Ligue 1,32,1992,23.6,1486,92,514,610,371,27,1486,43,20,46.5,22,51.2,630,3033,1650,51,32,6,34,18,824,110,Dennis AppiahSaint-Etienne
Leganes,Aritz Arambarri,141,es ESP,DF,es La Liga,26,1998,2.0,86,12,59,26,1,1,86,0,0,,0,,44,253,137,0,0,0,1,0,48,0,Aritz ArambarriLeganes
Getafe,Mauro Arambarri,142,uy URU,MF,es La Liga,28,1995,29.6,1146,45,203,693,264,72,1143,34,18,52.9,12,35.3,534,2364,863,17,8,3,60,29,622,55,Mauro ArambarriGetafe
Real Sociedad,Jon Aramburu,143,ve VEN,DF,es La Liga,22,2002,27.3,1887,105,630,936,336,20,1887,37,8,21.6,26,70.3,847,3104,1502,26,20,0,34,12,979,53,Jon AramburuReal Sociedad
Bournemouth,Julian Araujo,144,mx MEX,DF,eng Premier League,22,2001,5.5,275,20,90,136,55,2,275,1,0,0.0,1,100.0,126,482,258,4,3,0,5,2,149,22,Julian AraujoBournemouth
Barcelona,Ronald Araujo,145,uy URU,DF,es La Liga,25,1999,8.4,798,33,227,542,32,9,798,1,0,0.0,1,100.0,515,2800,1731,6,4,0,2,1,596,3,Ronald AraujoBarcelona
Southampton,Cameron Archer,146,eng ENG,FW,eng Premier League,23,2001,16.0,398,16,69,179,154,52,397,37,15,40.5,20,54.1,226,1182,564,22,10,14,40,26,274,66,Cameron ArcherSouthampton
Angers,Carlens Arcus,147,ht HAI,DF,fr Ligue 1,28,1996,22.7,1249,85,433,556,271,11,1249,18,8,44.4,9,50.0,566,2635,1284,39,22,2,18,14,686,79,Carlens ArcusAngers
West Ham,Alphonse Areola,148,fr FRA,GK,eng Premier League,31,1993,25.1,1049,833,1038,12,0,0,1049,0,0,,0,,601,2480,1348,0,0,0,0,0,555,0,Alphonse AreolaWest Ham
Athletic Club,Adu Ares,149,es ESP,FW,es La Liga,22,2001,0.2,11,0,2,3,6,1,11,1,0,0.0,1,100.0,8,44,29,1,1,0,0,2,11,2,Adu AresAthletic Club
Osasuna,Jesus Areso,150,es ESP,DF,es La Liga,25,1999,34.2,1902,104,423,767,730,23,1902,64,24,37.5,32,50.0,904,5490,2869,101,66,9,62,29,1075,203,Jesus AresoOsasuna
Getafe,David Arguelles,151,es ESP,MF,es La Liga,22,2002,0.1,7,0,2,2,3,0,7,0,0,,0,,3,30,12,1,0,0,0,0,3,0,David ArguellesGetafe
Southampton,Joe Aribo,152,ng NGA,"MF,DF",eng Premier League,28,1996,22.4,1271,52,313,670,299,44,1271,49,21,42.9,22,44.9,745,4068,2021,36,29,12,27,19,925,65,Joe AriboSouthampton
Southampton,Adam Armstrong,153,eng ENG,"FW,MF",eng Premier League,27,1997,13.9,377,11,44,143,192,49,376,14,6,42.9,8,57.1,235,1324,599,25,13,6,11,18,286,79,Adam ArmstrongSouthampton
Everton,Harrison Armstrong,154,eng ENG,MF,eng Premier League,17,2007,0.5,20,0,3,12,7,2,20,1,1,100.0,0,0.0,15,110,43,1,2,0,2,3,14,0,Harrison ArmstrongEverton
Osasuna,Jose Arnaiz,155,es ESP,"FW,MF",es La Liga,29,1995,1.5,117,4,17,44,58,11,117,5,1,20.0,2,40.0,55,296,171,6,2,3,5,5,59,20,Jose ArnaizOsasuna
Lille,Hakon Arnar Haraldsson,156,is ISL,"MF,FW",fr Ligue 1,21,2003,19.5,1136,15,111,502,533,77,1136,49,27,55.1,21,42.9,715,4265,2002,52,45,11,42,13,872,143,Hakon Arnar HaraldssonLille
Inter,Marko Arnautovic,157,at AUT,FW,it Serie A,35,1989,6.1,198,1,6,64,128,39,198,3,2,66.7,1,33.3,99,364,119,4,3,2,13,3,155,61,Marko ArnautovicInter
Wolfsburg,Maximilian Arnold,158,de GER,MF,de Bundesliga,30,1994,26.2,1576,86,356,927,308,7,1576,6,1,16.7,3,50.0,787,3069,1200,9,11,0,18,11,885,16,Maximilian ArnoldWolfsburg
Holstein Kiel,Jann-Fiete Arp,159,de GER,"FW,MF",de Bundesliga,24,2000,7.9,303,9,43,115,151,28,301,32,14,43.8,16,50.0,158,929,344,14,10,3,34,16,179,66,Jann-Fiete ArpHolstein Kiel
Betis,Sergio Arribas,160,es ESP,DF,es La Liga,21,2003,1.0,71,5,24,43,4,0,71,0,0,,0,,33,128,75,0,0,0,0,0,35,4,Sergio ArribasBetis
Bournemouth,Kepa Arrizabalaga,161,es ESP,GK,eng Premier League,29,1994,31.0,1087,800,1057,29,1,1,1087,1,1,100.0,0,0.0,621,3129,1797,0,0,0,0,0,486,0,Kepa ArrizabalagaBournemouth
Leverkusen,Arthur,162,br BRA,DF,de Bundesliga,21,2003,8.4,508,15,119,220,173,13,508,24,5,20.8,19,79.2,242,1264,698,15,14,2,13,6,309,53,ArthurLeverkusen
Mallorca,Takuma Asano,163,jp JPN,"FW,MF",es La Liga,29,1994,11.7,356,8,53,141,169,53,356,25,6,24.0,16,64.0,207,1312,589,28,12,12,27,12,226,76,Takuma AsanoMallorca
Real Madrid,Raul Asencio,164,es ESP,DF,es La Liga,21,2003,18.6,1149,156,623,501,37,11,1149,9,6,66.7,0,0.0,720,3559,1874,5,5,1,5,6,807,4,Raul AsencioReal Madrid
Aston Villa,Marco Asensio,165,es ESP,MF,eng Premier League,28,1996,8.3,386,6,38,158,200,30,384,19,12,63.2,5,26.3,242,1466,682,22,21,5,9,8,265,38,Marco AsensioAston Villa
Paris S-G,Marco Asensio,166,es ESP,"FW,MF",fr Ligue 1,28,1996,6.9,377,2,20,180,182,40,377,8,4,50.0,3,37.5,260,1292,596,19,13,9,3,5,324,49,Marco AsensioParis S-G
Inter,Kristjan Asllani,167,al ALB,MF,it Serie A,22,2002,11.0,1061,25,258,638,167,9,1059,6,1,16.7,4,66.7,700,3112,1231,7,14,1,5,2,859,20,Kristjan AsllaniInter
Celta Vigo,Iago Aspas,168,es ESP,"FW,MF",es La Liga,36,1987,19.4,1038,4,75,510,466,67,1032,27,15,55.6,8,29.6,724,3480,1573,50,39,15,35,20,876,143,Iago AspasCelta Vigo
Girona,Yaser Asprilla,169,co COL,"FW,MF",es La Liga,20,2003,15.6,831,11,69,319,453,48,831,64,29,45.3,25,39.1,534,3762,1860,72,37,29,45,17,607,140,Yaser AsprillaGirona
Rennes,Lorenz Assignon,170,tg TOG,"DF,MF",fr Ligue 1,24,2000,26.2,1638,66,347,706,596,80,1638,77,28,36.4,47,61.0,807,5281,3034,98,72,26,56,34,1006,206,Lorenz AssignonRennes
Nantes,Dehmaine Assoumani,171,fr FRA,"MF,FW",fr Ligue 1,19,2005,1.1,77,2,12,39,27,7,77,6,3,50.0,3,50.0,48,309,154,4,2,2,7,3,49,15,Dehmaine AssoumaniNantes
Reims,Valentin Atangana Edoa,172,fr FRA,MF,fr Ligue 1,18,2005,31.7,1433,115,457,760,234,54,1433,48,14,29.2,29,60.4,735,4761,2212,41,35,8,57,23,889,38,Valentin Atangana EdoaReims
Udinese,Arthur Atta,173,fr FRA,"MF,FW",it Serie A,21,2003,13.9,813,21,125,417,289,39,813,61,27,44.3,30,49.2,515,3228,1219,31,31,10,34,22,593,77,Arthur AttaUdinese
Freiburg,Noah Atubolu,174,de GER,GK,de Bundesliga,22,2002,25.6,1198,918,1188,11,0,0,1198,0,0,,0,,680,3599,1803,0,0,0,0,0,680,0,Noah AtuboluFreiburg
Como,Emil Audero,175,id IDN,GK,it Serie A,27,1997,8.0,269,219,268,1,0,0,269,0,0,,0,,177,821,476,0,0,0,0,0,162,0,Emil AuderoComo
Cagliari,Tommaso Augello,176,it ITA,DF,it Serie A,29,1994,30.1,1902,103,657,697,569,12,1902,43,24,55.8,18,41.9,882,4179,2239,58,37,3,27,18,1020,113,Tommaso AugelloCagliari
Inter,Carlos Augusto,177,br BRA,DF,it Serie A,25,1999,18.8,1413,88,466,678,280,43,1413,12,7,58.3,5,41.7,837,4189,1960,31,26,4,18,13,997,83,Carlos AugustoInter
Inter,Yann Aurel Bisseck,178,de GER,DF,it Serie A,23,2000,18.3,1465,122,509,778,181,43,1465,15,3,20.0,10,66.7,998,5759,2687,32,27,3,16,7,1136,44,Yann Aurel BisseckInter
Tottenham,Brandon Austin,179,eng ENG,GK,eng Premier League,25,1999,1.0,36,30,36,0,0,0,36,0,0,,0,,22,104,46,0,0,0,0,0,16,0,Brandon AustinTottenham
Betis,Ezequiel Avila,180,ar ARG,FW,es La Liga,30,1994,7.5,323,7,34,131,163,34,323,11,5,45.5,5,45.5,173,767,334,12,7,4,23,7,216,48,Ezequiel AvilaBetis
Nott'ham Forest,Taiwo Awoniyi,181,ng NGA,FW,eng Premier League,26,1997,4.6,167,5,16,78,74,21,167,9,4,44.4,5,55.6,90,402,183,6,5,2,19,19,113,20,Taiwo AwoniyiNott'ham Forest
Brighton,Yasin Ayari,182,se SWE,MF,eng Premier League,20,2003,21.8,1233,58,275,624,354,45,1233,45,18,40.0,18,40.0,655,3244,1466,30,25,6,38,22,801,61,Yasin AyariBrighton
Auxerre,Florian Aye,183,fr FRA,FW,fr Ligue 1,27,1997,6.4,187,5,18,93,76,20,187,2,2,100.0,0,0.0,89,479,147,5,6,3,19,6,127,30,Florian AyeAuxerre
Le Havre,Andre Ayew,184,gh GHA,FW,fr Ligue 1,34,1989,16.1,378,21,44,207,134,40,378,13,5,38.5,7,53.8,159,641,164,5,3,3,26,26,226,43,Andre AyewLe Havre
Crystal Palace,Jordan Ayew,185,gh GHA,"FW,MF",eng Premier League,32,1991,0.2,12,0,0,7,5,1,12,0,0,,0,,6,25,12,0,0,0,0,1,9,1,Jordan AyewCrystal Palace
Leicester City,Jordan Ayew,186,gh GHA,"FW,MF",eng Premier League,32,1991,18.2,798,21,103,407,312,55,797,64,26,40.6,32,50.0,479,3374,1540,49,37,11,63,40,540,86,Jordan AyewLeicester City
Lens,Neil El Aynaoui,187,fr FRA,MF,fr Ligue 1,23,2001,17.6,1196,54,272,653,281,25,1193,21,5,23.8,11,52.4,582,2674,1014,11,13,2,25,21,761,29,Neil El AynaouiLens
Dortmund,Ayman Azhil,188,ma MAR,MF,de Bundesliga,23,2001,0.3,9,0,2,4,3,0,9,1,0,0.0,1,100.0,4,12,0,0,0,0,1,1,5,1,Ayman AzhilDortmund
Valladolid,Adam Aznou,189,ma MAR,DF,es La Liga,18,2006,9.7,508,39,191,241,89,12,508,41,19,46.3,15,36.6,219,1349,804,16,6,3,28,12,228,26,Adam AznouValladolid
Bayern Munich,Adam Aznou,190,ma MAR,DF,de Bundesliga,18,2006,0.2,18,1,1,7,11,0,18,0,0,,0,,12,40,16,0,2,0,0,0,14,2,Adam AznouBayern Munich
Atletico Madrid,Cesar Azpilicueta,191,es ESP,DF,es La Liga,34,1989,9.7,759,41,232,393,137,11,759,2,1,50.0,1,50.0,432,1914,1318,13,18,1,8,1,516,20,Cesar AzpilicuetaAtletico Madrid
Cagliari,Paulo Azzi,192,br BRA,DF,it Serie A,30,1994,4.7,242,19,66,97,84,8,242,13,8,61.5,4,30.8,119,804,450,15,10,3,3,4,135,26,Paulo AzziCagliari
Bologna,Oussama El Azzouzi,193,ma MAR,MF,it Serie A,23,2001,0.2,20,0,3,15,2,0,20,0,0,,0,,14,81,20,0,0,0,0,0,18,0,Oussama El AzzouziBologna
Girona,Papa Ba,194,es ESP,MF,es La Liga,19,2004,0.5,20,1,5,10,5,1,20,2,1,50.0,1,50.0,9,69,24,1,0,1,1,1,14,2,Papa BaGirona
Toulouse,Shavy Babicka,195,ga GAB,"MF,FW",fr Ligue 1,24,2000,13.2,428,4,46,145,252,53,428,37,11,29.7,21,56.8,273,1708,871,36,17,14,28,18,300,122,Shavy BabickaToulouse
Empoli,Jacopo Bacci,196,it ITA,MF,it Serie A,19,2005,0.3,14,1,4,10,0,0,14,0,0,,0,,5,25,1,0,0,0,0,0,5,0,Jacopo BacciEmpoli
Bochum,Aliou Badara Balde,197,gn GUI,"MF,FW",de Bundesliga,21,2002,1.0,43,0,2,18,25,2,43,9,2,22.2,6,66.7,30,207,129,2,4,0,5,3,29,5,Aliou Badara BaldeBochum
Sevilla,Loic Bade,198,fr FRA,DF,es La Liga,24,2000,29.8,2135,284,1298,799,54,20,2135,22,17,77.3,2,9.1,1173,5710,2853,11,10,1,17,8,1463,6,Loic BadeSevilla
Genoa,Milan Badelj,199,hr CRO,MF,it Serie A,35,1989,16.4,1014,58,268,623,129,13,1014,20,9,45.0,9,45.0,499,1952,803,8,8,2,19,11,658,14,Milan BadeljGenoa
Chelsea,Benoit Badiashile,200,fr FRA,DF,eng Premier League,23,2001,3.7,336,31,138,186,13,0,336,1,0,0.0,1,100.0,177,660,340,3,5,0,1,0,247,2,Benoit BadiashileChelsea
Villarreal,Alex Baena,201,es ESP,"MF,FW",es La Liga,23,2001,28.8,1569,23,209,634,762,89,1568,56,21,37.5,27,48.2,895,5493,3201,91,93,15,42,32,1044,154,Alex BaenaVillarreal
Valladolid,Juma Bah,202,sl SLE,DF,es La Liga,18,2006,9.6,523,85,321,194,10,8,523,4,3,75.0,1,25.0,265,1091,459,0,1,0,3,5,316,1,Juma BahValladolid
Lens,Juma Bah,203,sl SLE,DF,fr Ligue 1,18,2006,7.6,480,81,270,199,12,6,480,3,3,100.0,0,0.0,265,987,345,3,2,0,4,3,279,1,Juma BahLens
Aston Villa,Leon Bailey,204,jm JAM,"FW,MF",eng Premier League,26,1997,12.7,545,18,77,155,323,70,545,57,22,38.6,24,42.1,348,2582,1371,58,23,34,35,25,390,121,Leon BaileyAston Villa
Villarreal,Eric Bailly,205,ci CIV,DF,es La Liga,30,1994,6.9,394,57,196,186,13,5,394,3,3,100.0,0,0.0,200,1048,519,1,4,0,6,1,251,0,Eric BaillyVillarreal
Auxerre,Theo Bair,206,ca CAN,FW,fr Ligue 1,24,1999,10.4,306,11,27,133,147,50,306,8,2,25.0,6,75.0,143,644,288,15,4,9,18,7,218,42,Theo BairAuxerre
Las Palmas,Stefan Bajcetic,207,es ESP,"MF,DF",es La Liga,19,2004,10.8,570,33,148,339,90,6,570,24,11,45.8,9,37.5,238,1175,538,8,9,0,21,6,293,9,Stefan BajceticLas Palmas
Betis,Cedric Bakambu,208,cd COD,FW,es La Liga,33,1991,7.9,226,6,16,97,115,33,226,7,1,14.3,5,71.4,113,505,274,9,4,7,28,11,157,43,Cedric BakambuBetis
Atalanta,Mitchel Bakker,209,nl NED,MF,it Serie A,24,2000,0.2,10,0,2,5,3,0,10,0,0,,0,,6,23,15,0,0,0,0,0,7,1,Mitchel BakkerAtalanta
Lille,Mitchel Bakker,210,nl NED,"FW,DF",fr Ligue 1,24,2000,12.7,758,12,101,328,334,32,758,21,11,52.4,9,42.9,439,2124,1132,43,20,7,18,11,547,120,Mitchel BakkerLille
Marseille,Darryl Bakola,211,fr FRA,"DF,MF",fr Ligue 1,16,2007,0.2,15,0,4,6,5,0,15,1,0,0.0,1,100.0,9,49,23,0,1,0,0,1,14,0,Darryl BakolaMarseille
Wolfsburg,Ridle Baku,212,de GER,"FW,MF",de Bundesliga,26,1998,13.0,646,15,112,307,234,34,646,20,9,45.0,10,50.0,352,1626,643,16,9,8,15,10,391,78,Ridle BakuWolfsburg
RB Leipzig,Ridle Baku,213,de GER,"DF,MF",de Bundesliga,26,1998,14.2,796,32,151,356,295,32,796,24,16,66.7,6,25.0,383,1742,863,21,17,3,26,14,503,97,Ridle BakuRB Leipzig
Strasbourg,Dilane Bakwa,214,fr FRA,"MF,DF",fr Ligue 1,21,2002,27.7,1420,21,170,588,685,79,1420,127,50,39.4,65,51.2,890,5928,2934,107,70,42,60,34,1046,249,Dilane BakwaStrasbourg
Roma,Tommaso Baldanzi,215,it ITA,"MF,FW",it Serie A,21,2003,9.2,472,5,43,191,248,38,472,39,17,43.6,21,53.8,292,1963,994,39,31,10,16,9,335,57,Tommaso BaldanziRoma
Barcelona,Alejandro Balde,216,es ESP,DF,es La Liga,20,2003,25.4,1721,38,310,843,596,47,1721,110,46,41.8,44,40.0,1075,6639,3463,107,68,16,44,27,1245,246,Alejandro BaldeBarcelona
Monza,Keita Balde,217,sn SEN,FW,it Serie A,29,1995,7.1,289,0,17,163,111,17,289,16,5,31.3,8,50.0,216,1250,631,19,15,2,20,15,255,29,Keita BaldeMonza
Brighton,Carlos Baleba,218,cm CMR,MF,eng Premier League,20,2004,29.6,1697,94,410,994,339,12,1697,57,33,57.9,20,35.1,971,5692,2810,43,45,3,39,42,1035,29,Carlos BalebaBrighton
Marseille,Leonardo Balerdi,219,ar ARG,DF,fr Ligue 1,25,1999,25.3,2767,209,1085,1623,78,21,2767,32,22,68.8,10,31.3,1752,7762,4916,13,15,2,20,13,2183,5,Leonardo BalerdiMarseille
Rayo Vallecano,Ivan Balliu,220,al ALB,DF,es La Liga,32,1992,13.3,762,42,262,340,166,10,762,6,3,50.0,1,16.7,326,1014,441,8,6,2,12,2,379,21,Ivan BalliuRayo Vallecano
Le Havre,Fode Ballo-Toure,221,sn SEN,"DF,MF",fr Ligue 1,27,1997,6.5,377,19,138,186,59,1,377,14,5,35.7,7,50.0,163,963,547,15,8,0,8,10,201,14,Fode Ballo-ToureLe Havre
Parma,Botond Balogh,222,hu HUN,DF,it Serie A,22,2002,22.8,1228,250,731,476,25,8,1228,0,0,,0,,621,2737,1401,7,3,0,9,1,725,1,Botond BaloghParma
Monaco,Folarin Balogun,223,us USA,FW,fr Ligue 1,23,2001,6.8,220,0,6,91,126,51,220,18,4,22.2,12,66.7,143,889,408,21,12,12,33,13,178,73,Folarin BalogunMonaco
Genoa,Mario Balotelli,224,it ITA,"FW,MF",it Serie A,33,1990,0.7,23,1,4,7,12,1,23,0,0,,0,,10,46,23,0,1,0,1,0,16,5,Mario BalotelliGenoa
Angers,Abdoulaye Bamba,225,ci CIV,DF,fr Ligue 1,34,1990,16.8,743,90,411,308,26,3,743,2,2,100.0,0,0.0,408,1532,641,1,2,0,3,4,468,3,Abdoulaye BambaAngers
Celta Vigo,Jonathan Bamba,226,ci CIV,"FW,MF",es La Liga,28,1996,9.0,468,7,74,235,170,21,468,38,15,39.5,19,50.0,307,1885,936,31,15,8,20,13,351,71,Jonathan BambaCelta Vigo
Reims,Mohamed Bamba,227,ci CIV,MF,fr Ligue 1,19,2004,0.1,22,1,8,12,2,0,22,0,0,,0,,14,38,18,0,1,0,0,0,17,0,Mohamed BambaReims
Bochum,Samuel Bamba,228,de GER,"FW,MF",de Bundesliga,20,2004,0.3,31,0,2,11,19,1,31,4,1,25.0,3,75.0,20,134,69,3,2,1,3,0,22,8,Samuel BambaBochum
Lecce,Lameck Banda,229,zm ZAM,"FW,MF",it Serie A,23,2001,6.8,252,5,39,100,120,21,252,28,10,35.7,14,50.0,169,1620,859,27,10,17,17,9,171,46,Lameck BandaLecce
Hellas Verona,Daniel Bandeira,230,pt POR,MF,it Serie A,24,2000,4.5,266,12,75,171,24,0,266,1,1,100.0,0,0.0,148,750,352,1,2,0,4,6,167,4,Daniel BandeiraHellas Verona
Genoa,Mattia Bani,231,it ITA,DF,it Serie A,30,1993,16.7,1048,180,689,340,24,10,1048,5,2,40.0,0,0.0,558,2317,1013,6,1,0,4,3,699,3,Mattia BaniGenoa
Augsburg,Noahkai Banks,232,us USA,DF,de Bundesliga,17,2006,3.1,229,23,94,124,14,2,229,1,0,0.0,1,100.0,123,580,253,2,5,0,2,1,129,3,Noahkai BanksAugsburg
St. Pauli,Scott Banks,233,sct SCO,"FW,MF",de Bundesliga,22,2001,1.3,48,2,11,12,26,6,48,7,2,28.6,3,42.9,24,151,63,3,1,3,0,2,28,8,Scott BanksSt. Pauli
Valladolid,Adrian Baquerin,234,es ESP,FW,es La Liga,17,2007,0.5,18,1,2,8,8,3,18,2,0,0.0,1,50.0,10,21,4,0,0,0,1,1,11,0,Adrian BaquerinValladolid
Fiorentina,Antonin Barak,235,cz CZE,MF,it Serie A,29,1994,0.6,25,1,2,11,12,3,25,1,0,0.0,1,100.0,20,117,35,2,1,0,1,0,20,5,Antonin BarakFiorentina
Como,Federico Barba,236,it ITA,DF,it Serie A,30,1993,4.8,320,33,155,144,21,5,320,0,0,,0,,201,999,567,5,2,0,1,1,215,5,Federico BarbaComo
Sevilla,Valentin Barco,237,ar ARG,"DF,FW",es La Liga,20,2004,3.2,236,4,45,92,100,3,236,13,3,23.1,9,69.2,124,546,254,4,4,0,6,4,142,13,Valentin BarcoSevilla
Strasbourg,Valentin Barco,238,ar ARG,"MF,DF",fr Ligue 1,20,2004,12.9,928,48,302,443,193,15,928,20,9,45.0,10,50.0,513,2052,1117,20,28,2,22,10,632,55,Valentin BarcoStrasbourg
Paris S-G,Bradley Barcola,239,fr FRA,FW,fr Ligue 1,21,2002,24.2,1278,13,84,393,814,214,1278,137,34,24.8,94,68.6,855,5835,3505,137,65,95,64,20,1019,374,Bradley BarcolaParis S-G
Nice,Melvin Bard,240,fr FRA,"DF,MF",fr Ligue 1,23,2000,21.5,1436,88,470,684,302,36,1436,49,22,44.9,26,53.1,778,4599,2686,53,36,10,28,15,858,95,Melvin BardNice
Inter,Nicolo Barella,241,it ITA,MF,it Serie A,27,1997,27.7,2064,43,332,1121,634,42,2064,57,23,40.4,27,47.4,1393,6866,3158,63,47,8,29,42,1612,133,Nicolo BarellaInter
Montpellier,Gabriel Bares,242,ch SUI,"MF,DF",fr Ligue 1,23,2000,0.6,49,3,10,32,8,2,49,2,1,50.0,1,50.0,27,136,31,1,0,0,0,1,33,0,Gabriel BaresMontpellier
Leganes,Borna Barisic,243,hr CRO,DF,es La Liga,31,1992,0.1,4,0,0,2,2,0,4,0,0,,0,,2,6,1,0,0,0,0,0,3,0,Borna BarisicLeganes
Lyon,Teo Barisic,244,fr FRA,DF,fr Ligue 1,19,2004,0.0,2,1,2,0,0,0,2,0,0,,0,,1,0,0,0,0,0,0,0,1,0,Teo BarisicLyon
Osasuna,Kike Barja,245,es ESP,"FW,MF",es La Liga,27,1997,3.5,167,1,24,46,98,17,167,16,7,43.8,8,50.0,102,831,384,22,9,5,16,5,111,39,Kike BarjaOsasuna
Aston Villa,Ross Barkley,246,eng ENG,MF,eng Premier League,30,1993,6.5,464,17,75,275,121,19,464,16,12,75.0,4,25.0,277,1560,733,15,15,2,7,8,328,10,Ross BarkleyAston Villa
Mainz 05,Aymen Barkok,247,ma MAR,MF,de Bundesliga,26,1998,0.8,47,2,9,22,17,1,47,3,0,0.0,2,66.7,22,139,75,2,0,0,0,0,29,6,Aymen BarkokMainz 05
Newcastle Utd,Harvey Barnes,248,eng ENG,FW,eng Premier League,26,1997,19.5,810,17,97,257,462,128,810,64,24,37.5,33,51.6,561,4196,2467,93,48,47,33,23,647,192,Harvey BarnesNewcastle Utd
Valencia,Enzo Barrenechea,249,ar ARG,MF,es La Liga,23,2001,24.3,1601,68,378,1038,198,14,1601,31,11,35.5,15,48.4,762,3275,1515,21,17,0,23,18,1068,16,Enzo BarrenecheaValencia
Real Sociedad,Ander Barrenetxea,250,es ESP,"MF,FW",es La Liga,22,2001,14.0,751,11,102,263,402,63,751,69,26,37.7,40,58.0,470,2996,1239,43,26,19,47,26,522,152,Ander BarrenetxeaReal Sociedad
Atletico Madrid,Pablo Barrios,251,es ESP,MF,es La Liga,21,2003,25.9,1784,51,415,1001,378,29,1784,42,25,59.5,14,33.3,1119,5204,2315,29,35,6,49,23,1308,69,Pablo BarriosAtletico Madrid
Villarreal,Thierno Barry,252,fr FRA,FW,es La Liga,21,2002,25.8,624,22,44,246,346,126,623,50,18,36.0,25,50.0,347,2237,1041,44,35,25,86,27,485,124,Thierno BarryVillarreal
Milan,Davide Bartesaghi,253,it ITA,DF,it Serie A,18,2005,1.3,89,2,14,36,40,2,89,2,0,0.0,2,100.0,55,228,121,2,3,0,0,1,61,17,Davide BartesaghiMilan
Betis,Marc Bartra,254,es ESP,DF,es La Liga,33,1991,23.3,1483,219,862,561,70,18,1483,15,7,46.7,8,53.3,804,3902,2534,7,15,1,12,5,903,1,Marc BartraBetis
Lecce,Federico Baschirotto,255,it ITA,DF,it Serie A,27,1996,38.0,2043,370,1242,736,73,36,2043,5,4,80.0,0,0.0,940,4670,2500,13,9,0,13,1,1157,5,Federico BaschirottoLecce
Como,Daniele Baselli,256,it ITA,MF,it Serie A,32,1992,0.2,31,1,6,23,2,0,31,0,0,,0,,22,134,45,2,0,0,1,0,24,0,Daniele BaselliComo
