League,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,PlSqu
Serie B,Sudtirol,Nicola Pietrangeli,it ITA,DF,24-322,27.4,728.0,677.0,48.0,44.0,0.0,1.0,4,0.0,0.0,0.0,0.0,0.0,543.0,3.0,9.0,Nicola PietrangeliSudtirol
Serie B,Sudtirol,Andrea Giorgini,it ITA,DF,23-045,26.9,996.0,846.0,146.0,37.0,0.0,3.0,24,107.0,0.0,0.0,0.0,0.0,692.0,4.0,11.0,Andrea GiorginiSudtirol
Serie B,Sudtirol,Silvio Merkaj,al ALB,FW,27-184,22.9,334.0,316.0,17.0,0.0,0.0,0.0,17,4.0,0.0,0.0,0.0,0.0,226.0,1.0,25.0,Silvio MerkajSudtirol
Serie B,Sudtirol,Raphael Kofler,it ITA,"DF,MF",20-041,21.7,806.0,716.0,88.0,13.0,0.0,0.0,6,74.0,0.0,0.0,0.0,0.0,613.0,2.0,7.0,Raphael KoflerSudtirol
Serie B,Sudtirol,Mateusz Praszelik,pl POL,MF,24-253,18.3,585.0,551.0,31.0,17.0,1.0,0.0,30,3.0,5.0,0.0,5.0,0.0,439.0,3.0,4.0,Mateusz PraszelikSudtirol
Serie B,Sudtirol,Giacomo Poluzzi,it ITA,GK,37-101,18.0,563.0,340.0,221.0,72.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,357.0,2.0,0.0,Giacomo PoluzziSudtirol
Serie B,Sudtirol,Tommaso Arrigoni,it ITA,MF,31-100,17.8,952.0,885.0,62.0,33.0,2.0,7.0,36,2.0,17.0,7.0,7.0,0.0,801.0,5.0,5.0,Tommaso ArrigoniSudtirol
Serie B,Sudtirol,Simone Davi,it ITA,DF,25-263,17.9,605.0,502.0,98.0,10.0,0.0,0.0,61,88.0,0.0,0.0,0.0,0.0,395.0,5.0,12.0,Simone DaviSudtirol
Serie B,Sudtirol,Matteo Rover,it ITA,"DF,FW",26-106,15.6,421.0,389.0,30.0,2.0,0.0,1.0,35,22.0,1.0,0.0,0.0,0.0,287.0,2.0,20.0,Matteo RoverSudtirol
Serie B,Sudtirol,Marius Adamonis,lt LTU,GK,28-024,15.0,367.0,178.0,188.0,67.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,173.0,1.0,0.0,Marius AdamonisSudtirol
Serie B,Sudtirol,Freddie Veseli,al ALB,DF,32-198,14.9,380.0,306.0,72.0,14.0,0.0,0.0,4,58.0,0.0,0.0,0.0,0.0,243.0,2.0,1.0,Freddie VeseliSudtirol
Serie B,Sudtirol,Andrea Masiello,it ITA,DF,39-121,13.9,820.0,731.0,86.0,23.0,0.0,9.0,14,61.0,0.0,0.0,0.0,0.0,660.0,3.0,3.0,Andrea MasielloSudtirol
Serie B,Sudtirol,Niklas Pyyhtia,fi FIN,MF,21-254,10.9,335.0,252.0,79.0,27.0,2.0,2.0,65,5.0,32.0,11.0,20.0,1.0,187.0,4.0,15.0,Niklas PyyhtiaSudtirol
Serie B,Sudtirol,Karim Zedadka,fr FRA,"DF,MF",24-362,9.7,299.0,271.0,27.0,1.0,1.0,1.0,19,26.0,0.0,0.0,0.0,0.0,193.0,1.0,8.0,Karim ZedadkaSudtirol
Serie B,Sudtirol,Jasmin Kurtic,si SVN,MF,36-147,9.7,683.0,641.0,42.0,33.0,0.0,5.0,8,5.0,4.0,3.0,1.0,0.0,617.0,0.0,5.0,Jasmin KurticSudtirol
Serie B,Sudtirol,Luca Ceppitelli,it ITA,DF,35-299,9.7,549.0,534.0,15.0,10.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,491.0,0.0,2.0,Luca CeppitelliSudtirol
Serie B,Sudtirol,Fabian Tait,it ITA,"MF,FW",32-116,8.5,302.0,277.0,23.0,4.0,0.0,0.0,8,5.0,0.0,0.0,0.0,0.0,233.0,2.0,7.0,Fabian TaitSudtirol
Serie B,Sudtirol,Hamza El Kaouakibi,ma MAR,"DF,MF",27-015,8.9,316.0,277.0,37.0,4.0,0.0,0.0,6,33.0,0.0,0.0,0.0,0.0,229.0,2.0,10.0,Hamza El KaouakibiSudtirol
Serie B,Sudtirol,Alessandro Mallamo,it ITA,MF,26-076,7.3,264.0,255.0,5.0,2.0,1.0,2.0,21,1.0,2.0,0.0,2.0,0.0,196.0,4.0,15.0,Alessandro MallamoSudtirol
Serie B,Sudtirol,Jacopo Martini,it ITA,MF,20-160,8.0,260.0,246.0,12.0,2.0,0.0,1.0,8,2.0,0.0,0.0,0.0,0.0,185.0,2.0,5.0,Jacopo MartiniSudtirol
Serie B,Sudtirol,Antonio Barreca,it ITA,DF,30-080,5.5,179.0,125.0,53.0,7.0,1.0,0.0,35,37.0,9.0,2.0,6.0,0.0,100.0,1.0,8.0,Antonio BarrecaSudtirol
Serie B,Sudtirol,Luca Belardinelli,it ITA,MF,24-084,5.4,184.0,179.0,3.0,1.0,2.0,1.0,9,0.0,0.0,0.0,0.0,0.0,96.0,2.0,6.0,Luca BelardinelliSudtirol
Serie B,Sudtirol,Giacomo Drago,it ITA,GK,24-089,5.0,134.0,97.0,37.0,9.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,Giacomo DragoSudtirol
Serie B,Sudtirol,Andrea Cagnano,it ITA,DF,26-354,2.6,165.0,141.0,24.0,7.0,0.0,0.0,12,15.0,1.0,1.0,0.0,0.0,122.0,0.0,6.0,Andrea CagnanoSudtirol
Serie B,Sudtirol,Gabriele Gori,it ITA,FW,26-113,3.1,60.0,59.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,1.0,Gabriele GoriSudtirol
Serie B,Sudtirol,Valerio Crespi,it ITA,"FW,DF",20-306,1.9,32.0,30.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,Valerio CrespiSudtirol
Serie B,Sudtirol,Edoardo Vergani,it ITA,FW,24-120,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,Edoardo VerganiSudtirol
Serie B,Sudtirol,Federico Davi,it ITA,DF,23-156,0.5,35.0,30.0,5.0,0.0,0.0,0.0,2,5.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,Federico DaviSudtirol
Serie B,Sudtirol,Alessandro Vimercati,it ITA,DF,22-262,0.2,5.0,3.0,2.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Alessandro VimercatiSudtirol
Serie B,Sudtirol,Opponent Total,,,27.2,38.0,17991.0,15928.0,2021.0,691.0,17.0,84.0,802,790.0,192.0,83.0,65.0,1.0,14014.0,42.0,288.0,Opponent TotalSudtirol
Serie B,Modena,Riccardo Gagno,it ITA,GK,27-315,37.0,1191.0,785.0,402.0,121.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,759.0,4.0,0.0,Riccardo GagnoModena
Serie B,Modena,Antonio Palumbo,it ITA,"MF,FW",28-304,32.8,1599.0,1324.0,265.0,104.0,8.0,30.0,250,16.0,137.0,52.0,69.0,0.0,1126.0,10.0,39.0,Antonio PalumboModena
Serie B,Modena,Fabio Gerli,it ITA,MF,28-165,32.1,1808.0,1705.0,94.0,87.0,5.0,7.0,17,2.0,2.0,1.0,1.0,0.0,1574.0,9.0,35.0,Fabio GerliModena
Serie B,Modena,Simone Santoro,it ITA,MF,25-259,30.7,1326.0,1281.0,42.0,32.0,0.0,5.0,25,10.0,0.0,0.0,0.0,0.0,1053.0,3.0,32.0,Simone SantoroModena
Serie B,Modena,Giovanni Zaro,it ITA,DF,31-025,30.5,1341.0,1264.0,75.0,66.0,0.0,10.0,7,2.0,0.0,0.0,0.0,0.0,1102.0,2.0,10.0,Giovanni ZaroModena
Serie B,Modena,Matteo Cotali,it ITA,DF,28-045,21.4,964.0,807.0,155.0,27.0,0.0,2.0,38,124.0,4.0,2.0,1.0,0.0,774.0,2.0,20.0,Matteo CotaliModena
Serie B,Modena,Giuseppe Caso,it ITA,"MF,FW",26-179,20.3,496.0,490.0,3.0,2.0,1.0,3.0,12,1.0,0.0,0.0,0.0,0.0,390.0,3.0,18.0,Giuseppe CasoModena
Serie B,Modena,Alessandro Dellavalle,it ITA,DF,21-026,22.2,981.0,837.0,142.0,26.0,1.0,3.0,36,115.0,0.0,0.0,0.0,0.0,735.0,2.0,25.0,Alessandro DellavalleModena
Serie B,Modena,Mattia Caldara,it ITA,DF,31-032,20.5,723.0,646.0,76.0,31.0,0.0,3.0,10,42.0,0.0,0.0,0.0,0.0,550.0,1.0,9.0,Mattia CaldaraModena
Serie B,Modena,Cristian Cauz,it ITA,DF,28-295,18.6,888.0,821.0,67.0,33.0,0.0,2.0,5,33.0,0.0,0.0,0.0,0.0,746.0,0.0,9.0,Cristian CauzModena
Serie B,Modena,Luca Magnino,it ITA,"DF,MF",27-297,20.3,849.0,765.0,83.0,13.0,2.0,2.0,9,69.0,1.0,0.0,0.0,0.0,697.0,1.0,26.0,Luca MagninoModena
Serie B,Modena,Alessandro Di Pardo,it ITA,DF,25-323,15.9,650.0,536.0,112.0,5.0,1.0,3.0,37,106.0,1.0,0.0,0.0,0.0,489.0,2.0,14.0,Alessandro Di PardoModena
Serie B,Modena,Pedro Mendes,pt POR,FW,25-309,16.4,400.0,365.0,33.0,0.0,1.0,0.0,4,2.0,0.0,0.0,0.0,0.0,263.0,2.0,9.0,Pedro MendesModena
Serie B,Modena,Riyad Idrissi,ma MAR,DF,19-358,14.3,571.0,465.0,103.0,7.0,0.0,1.0,30,95.0,0.0,0.0,0.0,0.0,423.0,3.0,16.0,Riyad IdrissiModena
Serie B,Modena,Gregoire Defrel,mq MTQ,"FW,MF",33-354,13.1,356.0,328.0,26.0,0.0,3.0,3.0,3,1.0,1.0,1.0,0.0,0.0,285.0,2.0,8.0,Gregoire DefrelModena
Serie B,Modena,Thomas Battistella,it ITA,"MF,DF",23-312,10.9,329.0,294.0,30.0,11.0,1.0,2.0,29,11.0,8.0,4.0,3.0,0.0,225.0,5.0,13.0,Thomas BattistellaModena
Serie B,Modena,Kleis Bozhanaj,al ALB,"MF,FW",24-097,10.4,272.0,250.0,21.0,11.0,0.0,6.0,16,4.0,5.0,3.0,2.0,0.0,215.0,1.0,8.0,Kleis BozhanajModena
Serie B,Modena,Ettore Gliozzi,it ITA,"FW,MF",29-256,10.0,237.0,225.0,11.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,0.0,149.0,1.0,11.0,Ettore GliozziModena
Serie B,Modena,Fabio Abiuso,gr GRE,FW,22-124,8.1,147.0,138.0,9.0,0.0,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,91.0,0.0,7.0,Fabio AbiusoModena
Serie B,Modena,Gady Beyuku,fr FRA,DF,19-195,6.7,318.0,291.0,27.0,1.0,0.0,0.0,7,26.0,0.0,0.0,0.0,0.0,264.0,0.0,7.0,Gady BeyukuModena
Serie B,Modena,Edoardo Duca,it ITA,"DF,MF",28-007,6.4,308.0,279.0,26.0,3.0,0.0,0.0,27,17.0,6.0,4.0,2.0,0.0,241.0,3.0,11.0,Edoardo DucaModena
Serie B,Modena,Stipe Vulikic,hr CRO,DF,24-134,4.5,254.0,236.0,16.0,5.0,0.0,0.0,0,9.0,0.0,0.0,0.0,0.0,224.0,2.0,2.0,Stipe VulikicModena
Serie B,Modena,Antonio Pergreffi,it ITA,DF,37-031,4.4,122.0,110.0,12.0,7.0,0.0,1.0,1,3.0,0.0,0.0,0.0,0.0,104.0,0.0,1.0,Antonio PergreffiModena
Serie B,Modena,Eric Botteghin,br BRA,DF,37-279,2.6,129.0,126.0,3.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,1.0,Eric BotteghinModena
Serie B,Modena,Issiaka Kamate,fr FRA,"MF,DF",20-308,3.1,136.0,129.0,7.0,1.0,0.0,0.0,5,5.0,1.0,0.0,0.0,0.0,123.0,0.0,1.0,Issiaka KamateModena
Serie B,Modena,Fabio Ponsi,it ITA,DF,24-114,1.9,82.0,70.0,12.0,2.0,0.0,0.0,8,10.0,0.0,0.0,0.0,0.0,62.0,0.0,2.0,Fabio PonsiModena
Serie B,Modena,Jacopo Sassi,it ITA,GK,21-317,1.0,36.0,26.0,10.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,Jacopo SassiModena
Serie B,Modena,Thomas Alberti,it ITA,FW,26-345,0.1,3.0,2.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Thomas AlbertiModena
Serie B,Modena,Taha Zidouh,it ITA,MF,18-175,0.1,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Taha ZidouhModena
Serie B,Modena,Marco Oliva,it ITA,MF,19-329,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Marco OlivaModena
Serie B,Modena,Opponent Total,,,27.4,38.0,17402.0,15639.0,1730.0,504.0,15.0,83.0,848,719.0,169.0,67.0,73.0,0.0,13649.0,33.0,294.0,Opponent TotalModena
Serie B,Carrarese,Marco Imperiale,it ITA,DF,26-036,35.7,1746.0,1596.0,148.0,49.0,1.0,2.0,32,99.0,0.0,0.0,0.0,0.0,1352.0,2.0,34.0,Marco ImperialeCarrarese
Serie B,Carrarese,Nicolas Schiavi,ar ARG,MF,30-125,30.4,1571.0,1392.0,168.0,96.0,5.0,16.0,67,10.0,45.0,14.0,12.0,0.0,1190.0,11.0,31.0,Nicolas SchiaviCarrarese
Serie B,Carrarese,Manuel Cicconi,it ITA,DF,27-344,30.3,1332.0,1051.0,274.0,34.0,1.0,7.0,170,188.0,52.0,19.0,11.0,2.0,945.0,7.0,59.0,Manuel CicconiCarrarese
Serie B,Carrarese,Julian Illanes,ar ARG,DF,28-088,29.1,1406.0,1254.0,150.0,65.0,0.0,9.0,9,58.0,0.0,0.0,0.0,0.0,1193.0,2.0,16.0,Julian IllanesCarrarese
Serie B,Carrarese,Simone Zanon,it ITA,DF,23-280,26.3,1004.0,840.0,162.0,16.0,0.0,2.0,96,146.0,0.0,0.0,0.0,0.0,654.0,2.0,53.0,Simone ZanonCarrarese
Serie B,Carrarese,Mattia Finotto,it ITA,FW,32-160,23.9,408.0,390.0,14.0,0.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,262.0,4.0,26.0,Mattia FinottoCarrarese
Serie B,Carrarese,Marco Bleve,it ITA,GK,29-231,23.2,920.0,725.0,195.0,60.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,689.0,0.0,0.0,Marco BleveCarrarese
Serie B,Carrarese,Emanuele Zuelli,it ITA,MF,23-196,22.9,1002.0,918.0,82.0,36.0,2.0,13.0,67,3.0,43.0,14.0,20.0,0.0,773.0,2.0,21.0,Emanuele ZuelliCarrarese
Serie B,Carrarese,Samuel Giovane,it ITA,MF,22-070,21.5,649.0,629.0,19.0,10.0,1.0,1.0,20,2.0,3.0,1.0,0.0,0.0,562.0,1.0,13.0,Samuel GiovaneCarrarese
Serie B,Carrarese,Luigi Cherubini,it ITA,"MF,FW",21-142,20.6,632.0,610.0,21.0,2.0,5.0,7.0,46,8.0,8.0,0.0,0.0,0.0,473.0,1.0,18.0,Luigi CherubiniCarrarese
Serie B,Carrarese,Steven Shpendi,al ALB,"FW,MF",22-018,17.2,243.0,233.0,10.0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,184.0,0.0,11.0,Steven ShpendiCarrarese
Serie B,Carrarese,Filippo Oliana,it ITA,DF,25-341,16.3,885.0,788.0,95.0,35.0,0.0,9.0,10,45.0,0.0,0.0,0.0,0.0,734.0,2.0,12.0,Filippo OlianaCarrarese
Serie B,Carrarese,Gabriele Guarino,it ITA,DF,21-053,13.0,513.0,480.0,32.0,14.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,433.0,1.0,3.0,Gabriele GuarinoCarrarese
Serie B,Carrarese,Mauro Coppolaro,it ITA,DF,28-088,13.0,657.0,592.0,63.0,23.0,0.0,10.0,13,40.0,0.0,0.0,0.0,0.0,538.0,2.0,3.0,Mauro CoppolaroCarrarese
Serie B,Carrarese,Devid Bouah,it ITA,DF,23-297,15.0,558.0,477.0,78.0,2.0,0.0,2.0,53,76.0,0.0,0.0,0.0,0.0,416.0,3.0,18.0,Devid BouahCarrarese
Serie B,Carrarese,Vincenzo Fiorillo,it ITA,GK,35-144,11.2,348.0,198.0,150.0,40.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,Vincenzo FiorilloCarrarese
Serie B,Carrarese,Leonardo Cerri,it ITA,"FW,MF",22-094,12.1,288.0,279.0,8.0,0.0,0.0,3.0,3,1.0,0.0,0.0,0.0,0.0,168.0,1.0,16.0,Leonardo CerriCarrarese
Serie B,Carrarese,Leonardo Capezzi,it ITA,MF,30-070,10.1,631.0,603.0,25.0,16.0,2.0,0.0,17,2.0,3.0,0.0,1.0,0.0,499.0,3.0,19.0,Leonardo CapezziCarrarese
Serie B,Carrarese,Ernesto Torregrossa,ve VEN,"FW,MF",32-343,4.6,93.0,88.0,3.0,1.0,1.0,1.0,0,1.0,0.0,0.0,0.0,0.0,62.0,2.0,3.0,Ernesto TorregrossaCarrarese
Serie B,Carrarese,Niccolo Belloni,it ITA,"DF,MF",30-331,7.5,383.0,309.0,73.0,8.0,0.0,2.0,46,47.0,17.0,4.0,7.0,0.0,263.0,1.0,6.0,Niccolo BelloniCarrarese
Serie B,Carrarese,Giuseppe Panico,it ITA,"MF,FW",28-027,7.2,194.0,179.0,13.0,3.0,1.0,2.0,8,0.0,2.0,0.0,0.0,0.0,139.0,2.0,12.0,Giuseppe PanicoCarrarese
Serie B,Carrarese,Alessandro Capello,it ITA,"FW,MF",29-176,4.9,191.0,180.0,11.0,0.0,1.0,3.0,3,1.0,0.0,0.0,0.0,0.0,149.0,0.0,5.0,Alessandro CapelloCarrarese
Serie B,Carrarese,Filippo Melegoni,it ITA,"MF,FW",26-108,4.6,143.0,133.0,7.0,0.0,0.0,2.0,2,1.0,1.0,1.0,0.0,0.0,105.0,3.0,6.0,Filippo MelegoniCarrarese
Serie B,Carrarese,Riccardo Palmieri,it ITA,"MF,FW",30-011,2.9,111.0,109.0,1.0,1.0,3.0,1.0,1,0.0,0.0,0.0,0.0,0.0,78.0,1.0,3.0,Riccardo PalmieriCarrarese
Serie B,Carrarese,Tommaso Milanese,it ITA,"MF,FW",22-310,2.9,67.0,64.0,2.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,57.0,1.0,0.0,Tommaso MilaneseCarrarese
Serie B,Carrarese,Alessandro Fontanarosa,it ITA,"DF,MF",22-119,2.5,85.0,73.0,11.0,6.0,0.0,0.0,2,5.0,0.0,0.0,0.0,0.0,65.0,1.0,1.0,Alessandro FontanarosaCarrarese
Serie B,Carrarese,Hjortur Hermannsson,is ISL,DF,30-118,1.7,124.0,110.0,14.0,3.0,0.0,0.0,2,3.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,Hjortur HermannssonCarrarese
Serie B,Carrarese,Niccolo Chiorra,it ITA,GK,24-082,1.8,53.0,39.0,14.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,Niccolo ChiorraCarrarese
Serie B,Carrarese,Nicola Ravaglia,it ITA,GK,36-176,1.8,51.0,28.0,23.0,8.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,Nicola RavagliaCarrarese
Serie B,Carrarese,Giacomo Manzari,it ITA,"MF,FW",24-258,1.3,42.0,40.0,2.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,Giacomo ManzariCarrarese
Serie B,Carrarese,Filippo Falco,it ITA,MF,33-115,0.3,35.0,32.0,3.0,1.0,0.0,0.0,4,0.0,2.0,1.0,1.0,0.0,29.0,0.0,2.0,Filippo FalcoCarrarese
Serie B,Carrarese,Mateo Scheffer Bracco,ar ARG,DF,20-242,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Mateo Scheffer BraccoCarrarese
Serie B,Carrarese,Simone Della Latta,it ITA,MF,32-091,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Simone Della LattaCarrarese
Serie B,Carrarese,Opponent Total,,,27.3,38.0,16991.0,15094.0,1857.0,566.0,20.0,64.0,756,772.0,183.0,75.0,86.0,3.0,13130.0,40.0,332.0,Opponent TotalCarrarese
Serie B,Reggiana,Francesco Bardi,it ITA,GK,33-139,36.0,924.0,540.0,382.0,123.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,609.0,2.0,0.0,Francesco BardiReggiana
Serie B,Reggiana,Andrea Meroni,it ITA,DF,28-148,34.3,1641.0,1556.0,79.0,58.0,0.0,8.0,7,11.0,0.0,0.0,0.0,0.0,1395.0,6.0,11.0,Andrea MeroniReggiana
Serie B,Reggiana,Alessandro Sersanti,it ITA,MF,23-110,31.8,921.0,867.0,48.0,19.0,1.0,7.0,25,29.0,0.0,0.0,0.0,0.0,659.0,6.0,17.0,Alessandro SersantiReggiana
Serie B,Reggiana,Manolo Portanova,it ITA,"MF,FW",25-004,27.8,499.0,453.0,40.0,10.0,2.0,1.0,42,13.0,13.0,4.0,6.0,0.0,310.0,6.0,24.0,Manolo PortanovaReggiana
Serie B,Reggiana,Lorenzo Libutti,it ITA,DF,27-262,26.9,1088.0,907.0,179.0,34.0,0.0,1.0,27,145.0,0.0,0.0,0.0,0.0,860.0,2.0,17.0,Lorenzo LibuttiReggiana
Serie B,Reggiana,Tobias Reinhart,ar ARG,MF,25-016,24.8,1198.0,1087.0,102.0,56.0,0.0,10.0,71,2.0,44.0,10.0,29.0,0.0,950.0,9.0,14.0,Tobias ReinhartReggiana
Serie B,Reggiana,Lorenzo Lucchesi,it ITA,DF,22-028,25.0,1035.0,980.0,53.0,40.0,0.0,5.0,8,7.0,0.0,0.0,0.0,0.0,855.0,2.0,16.0,Lorenzo LucchesiReggiana
Serie B,Reggiana,Antonio Vergara,it ITA,"FW,MF",22-141,24.9,697.0,637.0,52.0,15.0,2.0,5.0,78,19.0,18.0,8.0,6.0,0.0,436.0,8.0,26.0,Antonio VergaraReggiana
Serie B,Reggiana,Lorenzo Ignacchiti,it ITA,MF,21-042,25.1,922.0,885.0,33.0,10.0,1.0,3.0,39,8.0,11.0,2.0,2.0,0.0,686.0,4.0,26.0,Lorenzo IgnacchitiReggiana
Serie B,Reggiana,Cedric Gondo,ci CIV,FW,28-193,21.8,373.0,327.0,45.0,0.0,0.0,0.0,13,2.0,0.0,0.0,0.0,0.0,239.0,1.0,22.0,Cedric GondoReggiana
Serie B,Reggiana,Manuel Marras,it ITA,"DF,MF",31-332,19.1,680.0,571.0,101.0,8.0,1.0,3.0,45,88.0,5.0,1.0,2.0,0.0,473.0,8.0,23.0,Manuel MarrasReggiana
Serie B,Reggiana,Mario Sampirisi,it ITA,DF,32-218,17.2,833.0,645.0,182.0,42.0,0.0,2.0,34,140.0,0.0,0.0,0.0,0.0,656.0,6.0,12.0,Mario SampirisiReggiana
Serie B,Reggiana,Riccardo Fiamozzi,it ITA,DF,32-019,16.7,738.0,558.0,176.0,18.0,0.0,11.0,33,157.0,1.0,1.0,0.0,0.0,541.0,4.0,14.0,Riccardo FiamozziReggiana
Serie B,Reggiana,Paolo Rozzio,it ITA,DF,32-319,13.5,620.0,575.0,43.0,31.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,557.0,2.0,0.0,Paolo RozzioReggiana
Serie B,Reggiana,Natan Girma,ch SUI,"FW,MF",23-177,11.3,418.0,389.0,27.0,6.0,4.0,5.0,26,8.0,1.0,0.0,1.0,0.0,302.0,2.0,11.0,Natan GirmaReggiana
Serie B,Reggiana,Luca Vido,it ITA,"FW,MF",28-123,11.1,249.0,235.0,14.0,1.0,2.0,3.0,4,1.0,0.0,0.0,0.0,0.0,194.0,0.0,9.0,Luca VidoReggiana
Serie B,Reggiana,Alessandro Fontanarosa,it ITA,DF,22-119,8.3,427.0,312.0,113.0,35.0,0.0,5.0,18,72.0,6.0,1.0,5.0,0.0,329.0,2.0,9.0,Alessandro FontanarosaReggiana
Serie B,Reggiana,Elvis Kabashi,al ALB,MF,31-106,7.5,432.0,383.0,46.0,31.0,0.0,6.0,26,2.0,13.0,4.0,6.0,1.0,324.0,3.0,5.0,Elvis KabashiReggiana
Serie B,Reggiana,Stefano Pettinari,it ITA,FW,33-130,5.9,174.0,160.0,11.0,1.0,1.0,0.0,4,1.0,0.0,0.0,0.0,0.0,119.0,3.0,6.0,Stefano PettinariReggiana
Serie B,Reggiana,Leo Stulac,si SVN,MF,30-253,4.9,289.0,265.0,22.0,15.0,0.0,1.0,13,0.0,7.0,2.0,4.0,0.0,233.0,2.0,1.0,Leo StulacReggiana
Serie B,Reggiana,Matteo Maggio,it ITA,"MF,FW",23-151,6.7,243.0,219.0,20.0,5.0,2.0,1.0,37,3.0,11.0,7.0,2.0,0.0,153.0,4.0,18.0,Matteo MaggioReggiana
Serie B,Reggiana,Joaquin Sosa,uy URU,DF,23-147,4.4,191.0,167.0,23.0,11.0,0.0,1.0,3,12.0,0.0,0.0,0.0,0.0,163.0,1.0,0.0,Joaquin SosaReggiana
Serie B,Reggiana,Orji Okwonkwo,ng NGA,"FW,MF",27-138,3.9,67.0,64.0,3.0,0.0,0.0,1.0,8,0.0,0.0,0.0,0.0,0.0,41.0,0.0,1.0,Orji OkwonkwoReggiana
Serie B,Reggiana,Edoardo Motta,it ITA,GK,20-144,2.0,54.0,21.0,33.0,11.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,Edoardo MottaReggiana
Serie B,Reggiana,Justin Kumi,it ITA,"MF,FW",20-325,1.7,50.0,50.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,3.0,Justin KumiReggiana
Serie B,Reggiana,Luca Cigarini,it ITA,MF,38-351,1.4,145.0,125.0,18.0,10.0,0.0,2.0,12,2.0,6.0,3.0,3.0,0.0,115.0,2.0,1.0,Luca CigariniReggiana
Serie B,Reggiana,Oliver Urso,dk DEN,"DF,FW",26-038,1.3,66.0,43.0,22.0,4.0,0.0,0.0,15,13.0,5.0,2.0,3.0,0.0,44.0,1.0,1.0,Oliver UrsoReggiana
Serie B,Reggiana,Yannis Nahounou,fr FRA,DF,21-021,0.9,30.0,29.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,Yannis NahounouReggiana
Serie B,Reggiana,Giacomo Cavallini,it ITA,"DF,MF",20-202,0.5,35.0,32.0,3.0,1.0,0.0,0.0,3,2.0,0.0,0.0,0.0,0.0,28.0,0.0,2.0,Giacomo CavalliniReggiana
Serie B,Reggiana,Mattia Destro,it ITA,FW,34-078,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Mattia DestroReggiana
Serie B,Reggiana,Opponent Total,,,27.4,38.0,18431.0,16445.0,1964.0,662.0,21.0,62.0,819,787.0,178.0,71.0,77.0,0.0,14661.0,22.0,340.0,Opponent TotalReggiana
Serie B,Mantova,Marco Festa,it ITA,GK,33-000,38.0,1629.0,1359.0,269.0,84.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,1369.0,1.0,1.0,Marco FestaMantova
