League,Squad,Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,PlSqu
EFL Championship,Sunderland,Salis Abdul Samed,gh GHA,MF,24.0,3.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Salis Abdul SamedSunderland
EFL Championship,Sunderland,Aaron Connolly,ie IRL,"FW,MF",24.0,2.7,1,3,3,100.0,1.1,1.1,0.33,0.33,13.4,0.0,0,0,0.7,0.7,0.23,0.3,0.3,Aaron ConnollySunderland
EFL Championship,Sunderland,Jack Clarke,eng ENG,FW,23.0,2.0,1,2,1,50.0,1.01,0.5,0.5,1.0,14.9,0.0,0,0,0.1,0.1,0.05,0.9,0.9,Jack ClarkeSunderland
EFL Championship,Sunderland,Harrison Jones,eng ENG,MF,19.0,1.5,0,1,0,0.0,0.68,0.0,0.0,,15.8,0.0,0,0,0.1,0.1,0.12,-0.1,-0.1,Harrison JonesSunderland
EFL Championship,Sunderland,Joe Anderson,eng ENG,DF,23.0,1.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Joe AndersonSunderland
EFL Championship,Sunderland,Ian Poveda,eng ENG,"FW,MF",24.0,1.0,0,2,0,0.0,2.09,0.0,0.0,,23.8,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Ian PovedaSunderland
EFL Championship,Sunderland,Nazariy Rusyn,ua UKR,FW,25.0,0.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Nazariy RusynSunderland
EFL Championship,Sunderland,Jenson Seelt,nl NED,DF,21.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Jenson SeeltSunderland
EFL Championship,Sunderland,Nectarios Triantis,au AUS,FW,21.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Nectarios TriantisSunderland
EFL Championship,Sunderland,Opponent Total,,,25.8,46.0,39,501,133,26.5,10.89,2.89,0.07,0.26,17.2,16.0,4,5,49.0,45.3,0.09,-10.0,-10.3,Opponent TotalSunderland
EFL Championship,Coventry City,Milan van Ewijk,nl NED,DF,23.0,44.6,2,29,8,27.6,0.65,0.18,0.07,0.25,20.3,3.0,0,0,2.1,2.1,0.07,-0.1,-0.1,Milan van EwijkCoventry City
EFL Championship,Coventry City,Jack Rudoni,eng ENG,MF,24.0,38.9,9,77,28,36.4,1.98,0.72,0.12,0.32,16.5,3.0,0,0,7.6,7.6,0.1,1.4,1.4,Jack RudoniCoventry City
EFL Championship,Coventry City,Bobby Thomas,eng ENG,DF,,37.0,5,44,11,25.0,1.19,0.3,0.11,0.45,10.1,0.0,0,0,4.7,4.7,0.11,0.3,0.3,Bobby ThomasCoventry City
EFL Championship,Coventry City,Tatsuhiro Sakamoto,jp JPN,"FW,MF",27.0,28.7,4,34,9,26.5,1.18,0.31,0.12,0.44,15.2,0.0,0,0,3.1,3.1,0.09,0.9,0.9,Tatsuhiro SakamotoCoventry City
EFL Championship,Coventry City,Joel Latibeaudiere,jm JAM,DF,24.0,28.6,0,8,1,12.5,0.28,0.03,0.0,0.0,13.3,0.0,0,0,0.9,0.9,0.12,-0.9,-0.9,Joel LatibeaudiereCoventry City
EFL Championship,Coventry City,Oliver Dovin,se SWE,GK,22.0,27.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Oliver DovinCoventry City
EFL Championship,Coventry City,Ellis Simms,eng ENG,FW,23.0,25.4,6,61,25,41.0,2.4,0.98,0.1,0.24,11.4,0.0,0,1,10.0,9.2,0.15,-4.0,-3.2,Ellis SimmsCoventry City
EFL Championship,Coventry City,Liam Kitching,eng ENG,DF,24.0,25.4,0,14,3,21.4,0.55,0.12,0.0,0.0,11.0,0.0,0,0,1.5,1.5,0.1,-1.5,-1.5,Liam KitchingCoventry City
EFL Championship,Coventry City,Josh Eccles,eng ENG,MF,24.0,26.0,3,42,11,26.2,1.62,0.42,0.07,0.27,21.6,0.0,0,0,2.8,2.8,0.07,0.2,0.2,Josh EcclesCoventry City
EFL Championship,Coventry City,Victor Torp,dk DEN,MF,25.0,23.4,6,49,17,34.7,2.09,0.73,0.1,0.29,20.8,7.0,1,2,4.9,3.4,0.07,1.1,1.6,Victor TorpCoventry City
EFL Championship,Coventry City,Ben Sheaf,eng ENG,MF,26.0,23.7,0,32,6,18.8,1.35,0.25,0.0,0.0,20.6,0.0,0,0,2.1,2.1,0.07,-2.1,-2.1,Ben SheafCoventry City
EFL Championship,Coventry City,Jake Bidwell,eng ENG,DF,31.0,22.9,1,11,1,9.1,0.48,0.04,0.09,1.0,14.7,0.0,0,0,1.0,0.9,0.08,0.0,0.1,Jake BidwellCoventry City
EFL Championship,Coventry City,Haji Wright,us USA,FW,26.0,21.6,12,62,26,41.9,2.87,1.2,0.18,0.42,13.2,1.0,1,1,11.2,10.4,0.18,0.8,0.6,Haji WrightCoventry City
EFL Championship,Coventry City,Luis Binks,eng ENG,DF,22.0,20.6,0,8,3,37.5,0.39,0.15,0.0,0.0,13.1,0.0,0,0,0.8,0.8,0.09,-0.8,-0.8,Luis BinksCoventry City
EFL Championship,Coventry City,Jay Dasilva,wls WAL,DF,26.0,20.1,0,5,1,20.0,0.25,0.05,0.0,0.0,17.7,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Jay DasilvaCoventry City
EFL Championship,Coventry City,Ephron Mason-Clark,eng ENG,"FW,MF",24.0,18.1,5,39,16,41.0,2.15,0.88,0.13,0.31,13.3,0.0,0,0,6.5,6.5,0.17,-1.5,-1.5,Ephron Mason-ClarkCoventry City
EFL Championship,Coventry City,Matt Grimes,eng ENG,MF,29.0,15.2,2,8,4,50.0,0.53,0.26,0.25,0.5,22.3,0.0,0,0,0.8,0.8,0.11,1.2,1.2,Matt GrimesCoventry City
EFL Championship,Coventry City,Brandon Thomas-Asante,gh GHA,FW,25.0,16.1,4,46,10,21.7,2.86,0.62,0.09,0.4,16.8,0.0,0,0,5.2,5.2,0.11,-1.2,-1.2,Brandon Thomas-AsanteCoventry City
EFL Championship,Coventry City,Bradley Collins,eng ENG,GK,27.0,14.6,0,1,0,0.0,0.07,0.0,0.0,,15.6,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Bradley CollinsCoventry City
EFL Championship,Coventry City,Jamie Allen,eng ENG,MF,29.0,11.2,0,10,2,20.0,0.9,0.18,0.0,0.0,23.8,0.0,0,0,0.5,0.5,0.05,-0.5,-0.5,Jamie AllenCoventry City
EFL Championship,Coventry City,Norman Bassette,be BEL,FW,19.0,10.1,2,18,7,38.9,1.79,0.69,0.11,0.29,12.3,0.0,0,0,4.8,4.8,0.27,-2.8,-2.8,Norman BassetteCoventry City
EFL Championship,Coventry City,Ben Wilson,eng ENG,GK,31.0,4.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Ben WilsonCoventry City
EFL Championship,Coventry City,Jamie Paterson,eng ENG,"FW,MF",32.0,0.9,1,2,1,50.0,2.28,1.14,0.5,1.0,12.0,0.0,0,0,0.1,0.1,0.07,0.9,0.9,Jamie PatersonCoventry City
EFL Championship,Coventry City,Kasey Palmer,jm JAM,"MF,FW",27.0,0.6,1,3,1,33.3,5.0,1.67,0.33,1.0,18.7,1.0,0,0,0.2,0.2,0.08,0.8,0.8,Kasey PalmerCoventry City
EFL Championship,Coventry City,Raphael Borges Rodrigues,au AUS,"MF,FW",20.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Raphael Borges RodriguesCoventry City
EFL Championship,Coventry City,Fabio Tavares,eng ENG,FW,23.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Fabio TavaresCoventry City
EFL Championship,Coventry City,Opponent Total,,,26.0,46.0,55,534,169,31.6,11.61,3.67,0.1,0.32,16.8,9.0,1,1,52.6,51.8,0.1,2.4,2.2,Opponent TotalCoventry City
EFL Championship,Bristol City,Jason Knight,ie IRL,MF,23.0,46.0,3,49,9,18.4,1.07,0.2,0.06,0.33,16.8,1.0,0,0,3.6,3.6,0.07,-0.6,-0.6,Jason KnightBristol City
EFL Championship,Bristol City,Max O'Leary,ie IRL,GK,27.0,46.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Max O'LearyBristol City
EFL Championship,Bristol City,Zak Vyner,ke KEN,DF,27.0,46.0,1,15,1,6.7,0.33,0.02,0.07,1.0,12.6,0.0,0,0,2.9,2.9,0.19,-1.9,-1.9,Zak VynerBristol City
EFL Championship,Bristol City,Max Bird,eng ENG,MF,23.0,38.7,1,43,12,27.9,1.11,0.31,0.02,0.08,21.0,1.0,0,0,3.0,3.0,0.07,-2.0,-2.0,Max BirdBristol City
EFL Championship,Bristol City,Robert Dickie,eng ENG,DF,28.0,34.7,2,22,6,27.3,0.63,0.17,0.09,0.33,12.4,0.0,0,0,2.4,2.4,0.11,-0.4,-0.4,Robert DickieBristol City
EFL Championship,Bristol City,Anis Mehmeti,al ALB,"FW,MF",23.0,28.4,12,82,29,35.4,2.89,1.02,0.12,0.34,16.6,0.0,2,2,10.4,8.8,0.11,1.6,1.2,Anis MehmetiBristol City
EFL Championship,Bristol City,Cameron Pring,eng ENG,"DF,MF",26.0,24.8,0,7,2,28.6,0.28,0.08,0.0,0.0,17.4,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4,Cameron PringBristol City
EFL Championship,Bristol City,Luke McNally,ie IRL,DF,24.0,25.8,3,29,8,27.6,1.12,0.31,0.1,0.38,11.3,0.0,0,0,2.5,2.5,0.09,0.5,0.5,Luke McNallyBristol City
EFL Championship,Bristol City,Scott Twine,eng ENG,"FW,MF",25.0,23.5,5,82,24,29.3,3.48,1.02,0.06,0.21,22.6,16.0,0,0,6.2,6.2,0.08,-1.2,-1.2,Scott TwineBristol City
EFL Championship,Bristol City,Nahki Wells,bm BER,FW,34.0,22.8,10,55,23,41.8,2.41,1.01,0.16,0.39,13.8,1.0,1,1,8.9,8.1,0.15,1.1,0.9,Nahki WellsBristol City
EFL Championship,Bristol City,George Tanner,eng ENG,DF,24.0,22.2,2,11,4,36.4,0.49,0.18,0.18,0.5,19.6,0.0,0,0,0.6,0.6,0.05,1.4,1.4,George TannerBristol City
EFL Championship,Bristol City,Mark Sykes,ie IRL,"MF,DF",26.0,19.0,3,22,10,45.5,1.16,0.53,0.14,0.3,14.5,0.0,0,0,1.3,1.3,0.06,1.7,1.7,Mark SykesBristol City
EFL Championship,Bristol City,Ross McCrorie,sct SCO,"DF,MF",26.0,16.4,5,23,6,26.1,1.4,0.37,0.22,0.83,13.5,0.0,0,0,2.6,2.6,0.11,2.4,2.4,Ross McCrorieBristol City
EFL Championship,Bristol City,Joe Williams,eng ENG,MF,27.0,15.7,0,11,0,0.0,0.7,0.0,0.0,,22.9,0.0,0,0,0.5,0.5,0.05,-0.5,-0.5,Joe WilliamsBristol City
EFL Championship,Bristol City,Yu Hirakawa,jp JPN,"FW,MF",23.0,18.4,2,29,7,24.1,1.58,0.38,0.07,0.29,17.5,0.0,0,0,2.5,2.5,0.09,-0.5,-0.5,Yu HirakawaBristol City
EFL Championship,Bristol City,Sinclair Armstrong,ie IRL,FW,21.0,17.3,3,41,17,41.5,2.37,0.98,0.07,0.18,14.0,0.0,0,0,5.1,5.1,0.13,-2.1,-2.1,Sinclair ArmstrongBristol City
EFL Championship,Bristol City,Haydon Roberts,eng ENG,"DF,MF",22.0,18.2,1,7,2,28.6,0.39,0.11,0.14,0.5,20.6,0.0,0,0,0.3,0.3,0.04,0.7,0.7,Haydon RobertsBristol City
EFL Championship,Bristol City,George Earthy,eng ENG,"MF,FW",19.0,16.2,3,24,7,29.2,1.48,0.43,0.13,0.43,14.3,0.0,0,0,3.5,3.5,0.15,-0.5,-0.5,George EarthyBristol City
EFL Championship,Bristol City,Marcus McGuane,eng ENG,MF,25.0,11.8,0,7,2,28.6,0.59,0.17,0.0,0.0,27.7,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Marcus McGuaneBristol City
EFL Championship,Bristol City,Fally Mayulu,fr FRA,FW,22.0,4.5,2,17,6,35.3,3.81,1.34,0.12,0.33,17.4,0.0,0,0,1.9,1.9,0.11,0.1,0.1,Fally MayuluBristol City
EFL Championship,Bristol City,Kal Naismith,sct SCO,DF,32.0,3.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Kal NaismithBristol City
EFL Championship,Bristol City,Sam Bell,eng ENG,"FW,DF",22.0,4.9,0,15,7,46.7,3.07,1.43,0.0,0.0,15.9,0.0,0,0,1.6,1.6,0.1,-1.6,-1.6,Sam BellBristol City
EFL Championship,Bristol City,Elijah Morrison,eng ENG,DF,18.0,0.4,0,1,0,0.0,2.31,0.0,0.0,,19.9,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Elijah MorrisonBristol City
EFL Championship,Bristol City,Harry Cornick,eng ENG,"FW,MF",29.0,0.4,1,1,1,100.0,2.37,2.37,1.0,1.0,5.8,0.0,0,0,0.5,0.5,0.47,0.5,0.5,Harry CornickBristol City
EFL Championship,Bristol City,Opponent Total,,,25.8,46.0,55,553,170,30.7,12.02,3.7,0.1,0.31,17.3,20.0,2,2,56.4,54.9,0.1,-1.4,-1.9,Opponent TotalBristol City
EFL Championship,Blackburn Rovers,Dominic Hyam,sct SCO,DF,28.0,46.0,2,20,3,15.0,0.43,0.07,0.1,0.67,8.3,0.0,0,0,2.8,2.8,0.14,-0.8,-0.8,Dominic HyamBlackburn Rovers
EFL Championship,Blackburn Rovers,Aynsley Pears,eng ENG,GK,26.0,40.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Aynsley PearsBlackburn Rovers
EFL Championship,Blackburn Rovers,Tyrhys Dolan,eng ENG,"FW,MF",22.0,35.3,7,50,22,44.0,1.42,0.62,0.12,0.27,16.1,0.0,1,1,7.3,6.5,0.13,-0.3,-0.5,Tyrhys DolanBlackburn Rovers
EFL Championship,Blackburn Rovers,Lewis Travis,eng ENG,MF,26.0,35.7,2,16,4,25.0,0.45,0.11,0.13,0.5,24.4,0.0,0,0,0.8,0.8,0.05,1.2,1.2,Lewis TravisBlackburn Rovers
EFL Championship,Blackburn Rovers,Sondre Tronstad,no NOR,MF,28.0,34.8,2,20,5,25.0,0.58,0.14,0.1,0.4,22.5,0.0,0,0,0.8,0.8,0.04,1.2,1.2,Sondre TronstadBlackburn Rovers
EFL Championship,Blackburn Rovers,Danny Batth,eng ENG,DF,33.0,33.4,2,17,6,35.3,0.51,0.18,0.12,0.33,10.5,0.0,0,0,2.1,2.1,0.12,-0.1,-0.1,Danny BatthBlackburn Rovers
EFL Championship,Blackburn Rovers,Ryan Hedges,wls WAL,FW,29.0,28.5,1,33,12,36.4,1.16,0.42,0.03,0.08,17.2,1.0,0,0,2.8,2.8,0.08,-1.8,-1.8,Ryan HedgesBlackburn Rovers
EFL Championship,Blackburn Rovers,Callum Brittain,eng ENG,DF,26.0,29.5,2,18,3,16.7,0.61,0.1,0.11,0.67,17.4,1.0,0,0,1.1,1.1,0.06,0.9,0.9,Callum BrittainBlackburn Rovers
EFL Championship,Blackburn Rovers,Todd Cantwell,eng ENG,"MF,FW",26.0,27.5,3,34,10,29.4,1.23,0.36,0.03,0.1,21.4,4.0,2,2,4.3,2.7,0.08,-1.3,-1.7,Todd CantwellBlackburn Rovers
EFL Championship,Blackburn Rovers,Yuki Ohashi,jp JPN,"FW,MF",28.0,24.7,9,53,19,35.8,2.15,0.77,0.17,0.47,14.1,0.0,0,0,7.2,7.2,0.14,1.8,1.8,Yuki OhashiBlackburn Rovers
EFL Championship,Blackburn Rovers,Makhtar Gueye,sn SEN,FW,26.0,24.4,6,62,20,32.3,2.54,0.82,0.1,0.3,13.0,0.0,0,0,7.0,7.0,0.11,-1.0,-1.0,Makhtar GueyeBlackburn Rovers
EFL Championship,Blackburn Rovers,Owen Beck,wls WAL,"DF,FW",21.0,20.8,1,8,2,25.0,0.38,0.1,0.13,0.5,12.9,0.0,0,0,1.1,1.1,0.14,-0.1,-0.1,Owen BeckBlackburn Rovers
EFL Championship,Blackburn Rovers,Hayden Carter,eng ENG,DF,24.0,15.1,0,9,1,11.1,0.59,0.07,0.0,0.0,17.3,0.0,0,0,0.5,0.5,0.06,-0.5,-0.5,Hayden CarterBlackburn Rovers
EFL Championship,Blackburn Rovers,Andreas Weimann,at AUT,"FW,MF",32.0,15.7,7,33,20,60.6,2.1,1.28,0.21,0.35,13.8,0.0,0,0,7.2,7.2,0.22,-0.2,-0.2,Andreas WeimannBlackburn Rovers
EFL Championship,Blackburn Rovers,Yuri Ribeiro,pt POR,DF,27.0,15.0,0,8,0,0.0,0.53,0.0,0.0,,13.3,0.0,0,0,0.6,0.6,0.08,-0.6,-0.6,Yuri RibeiroBlackburn Rovers
EFL Championship,Blackburn Rovers,Joe Rankin-Costello,eng ENG,"DF,FW",25.0,13.9,2,21,7,33.3,1.51,0.5,0.1,0.29,14.6,0.0,0,0,1.8,1.8,0.09,0.2,0.2,Joe Rankin-CostelloBlackburn Rovers
EFL Championship,Blackburn Rovers,Harry Pickering,eng ENG,DF,25.0,11.5,0,3,1,33.3,0.26,0.09,0.0,0.0,8.9,0.0,0,0,0.3,0.3,0.11,-0.3,-0.3,Harry PickeringBlackburn Rovers
EFL Championship,Blackburn Rovers,John Buckley,eng ENG,MF,24.0,9.5,0,9,2,22.2,0.95,0.21,0.0,0.0,28.8,2.0,0,0,0.2,0.2,0.02,-0.2,-0.2,John BuckleyBlackburn Rovers
EFL Championship,Blackburn Rovers,Lewis Baker,eng ENG,"MF,FW",29.0,6.6,1,12,3,25.0,1.81,0.45,0.08,0.33,17.7,0.0,0,0,0.9,0.9,0.08,0.1,0.1,Lewis BakerBlackburn Rovers
EFL Championship,Blackburn Rovers,Amario Duberry,eng ENG,"FW,MF",19.0,8.0,1,16,4,25.0,1.99,0.5,0.06,0.25,18.0,0.0,0,0,1.0,1.0,0.06,0.0,0.0,Amario DuberryBlackburn Rovers
EFL Championship,Blackburn Rovers,Balazs Toth,hu HUN,GK,26.0,6.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Balazs TothBlackburn Rovers
EFL Championship,Blackburn Rovers,Adam Forshaw,eng ENG,MF,32.0,6.3,1,6,2,33.3,0.96,0.32,0.17,0.5,20.6,0.0,0,0,0.3,0.3,0.05,0.7,0.7,Adam ForshawBlackburn Rovers
EFL Championship,Blackburn Rovers,Dion Sanderson,eng ENG,DF,24.0,6.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Dion SandersonBlackburn Rovers
EFL Championship,Blackburn Rovers,Cauley Woodrow,eng ENG,"MF,FW",29.0,2.5,0,3,1,33.3,1.22,0.41,0.0,0.0,28.4,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Cauley WoodrowBlackburn Rovers
EFL Championship,Blackburn Rovers,Augustus Kargbo,sl SLE,FW,24.0,2.1,0,4,0,0.0,1.94,0.0,0.0,,15.0,0.0,0,0,0.4,0.4,0.11,-0.4,-0.4,Augustus KargboBlackburn Rovers
EFL Championship,Blackburn Rovers,Emmanuel Dennis,ng NGA,"FW,MF",26.0,1.8,0,3,0,0.0,1.69,0.0,0.0,,16.5,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Emmanuel DennisBlackburn Rovers
EFL Championship,Blackburn Rovers,Kristi Montgomery,sct SCO,DF,20.0,1.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Kristi MontgomeryBlackburn Rovers
EFL Championship,Blackburn Rovers,Harry Leonard,eng ENG,"FW,MF",20.0,1.7,1,7,4,57.1,4.23,2.42,0.14,0.25,9.9,0.0,0,0,1.7,1.7,0.25,-0.7,-0.7,Harry LeonardBlackburn Rovers
EFL Championship,Blackburn Rovers,Arnor Sigurdsson,is ISL,"FW,MF",25.0,0.7,1,2,1,50.0,2.9,1.45,0.5,1.0,15.0,0.0,0,0,0.1,0.1,0.07,0.9,0.9,Arnor SigurdssonBlackburn Rovers
EFL Championship,Blackburn Rovers,Sammie Szmodics,ie IRL,MF,28.0,0.3,1,1,1,100.0,3.46,3.46,1.0,1.0,12.9,0.0,0,0,0.1,0.1,0.1,0.9,0.9,Sammie SzmodicsBlackburn Rovers
EFL Championship,Blackburn Rovers,Igor Tyjon,eng ENG,FW,16.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Igor TyjonBlackburn Rovers
EFL Championship,Blackburn Rovers,Leonard Duru,eng ENG,DF,19.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Leonard DuruBlackburn Rovers
EFL Championship,Blackburn Rovers,Kyle McFadzean,sct SCO,FW,37.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Kyle McFadzeanBlackburn Rovers
EFL Championship,Blackburn Rovers,Opponent Total,,,25.7,46.0,48,560,170,30.4,12.17,3.7,0.08,0.26,17.3,21.0,3,4,53.8,50.5,0.09,-5.8,-5.5,Opponent TotalBlackburn Rovers
EFL Championship,Millwall,Casper de Norre,be BEL,MF,27.0,40.1,3,30,6,20.0,0.75,0.15,0.1,0.5,19.4,0.0,0,0,2.2,2.2,0.07,0.8,0.8,Casper de NorreMillwall
EFL Championship,Millwall,Lukas Jensen,dk DEN,GK,25.0,41.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Lukas JensenMillwall
EFL Championship,Millwall,Japhet Tanganga,eng ENG,DF,25.0,39.5,2,44,9,20.5,1.11,0.23,0.05,0.22,12.5,0.0,0,0,2.5,2.5,0.06,-0.5,-0.5,Japhet TangangaMillwall
EFL Championship,Millwall,Joe Bryan,eng ENG,DF,30.0,36.4,1,24,6,25.0,0.66,0.16,0.04,0.17,23.8,7.0,0,0,1.3,1.3,0.06,-0.3,-0.3,Joe BryanMillwall
EFL Championship,Millwall,George Saville,nir NIR,MF,31.0,36.7,1,36,5,13.9,0.98,0.14,0.03,0.2,18.0,3.0,0,0,2.8,2.8,0.08,-1.8,-1.8,George SavilleMillwall
EFL Championship,Millwall,Jake Cooper,eng ENG,DF,29.0,35.5,3,43,12,27.9,1.21,0.34,0.07,0.25,11.0,0.0,0,0,2.7,2.7,0.06,0.3,0.3,Jake CooperMillwall
EFL Championship,Millwall,Ryan Leonard,eng ENG,DF,32.0,29.2,0,12,0,0.0,0.41,0.0,0.0,,16.5,0.0,0,0,0.9,0.9,0.07,-0.9,-0.9,Ryan LeonardMillwall
EFL Championship,Millwall,George Honeyman,eng ENG,"MF,FW",29.0,26.9,2,20,7,35.0,0.74,0.26,0.1,0.29,16.8,3.0,0,0,3.7,3.7,0.19,-1.7,-1.7,George HoneymanMillwall
EFL Championship,Millwall,Romain Esse,eng ENG,"FW,MF",19.0,22.4,4,30,11,36.7,1.34,0.49,0.13,0.36,16.5,0.0,0,0,2.2,2.2,0.07,1.8,1.8,Romain EsseMillwall
EFL Championship,Millwall,Mihailo Ivanovic,rs SRB,"FW,MF",19.0,24.2,12,51,25,49.0,2.11,1.03,0.22,0.44,13.7,1.0,1,1,8.5,7.7,0.15,3.5,3.3,Mihailo IvanovicMillwall
EFL Championship,Millwall,Femi Azeez,eng ENG,FW,23.0,21.2,2,53,18,34.0,2.5,0.85,0.04,0.11,16.5,1.0,0,0,4.8,4.8,0.09,-2.8,-2.8,Femi AzeezMillwall
EFL Championship,Millwall,Duncan Watmore,eng ENG,"FW,MF",30.0,17.5,5,26,12,46.2,1.48,0.68,0.19,0.42,13.0,0.0,0,0,3.6,3.6,0.14,1.4,1.4,Duncan WatmoreMillwall
EFL Championship,Millwall,Tristan Crama,fr FRA,DF,22.0,18.2,0,10,1,10.0,0.55,0.06,0.0,0.0,13.7,0.0,0,0,0.9,0.9,0.09,-0.9,-0.9,Tristan CramaMillwall
EFL Championship,Millwall,Macaulay Langstaff,eng ENG,FW,27.0,15.4,1,25,9,36.0,1.62,0.58,0.04,0.11,13.5,0.0,0,0,3.9,3.9,0.16,-2.9,-2.9,Macaulay LangstaffMillwall
EFL Championship,Millwall,Josh Coburn,eng ENG,FW,21.0,13.5,5,27,11,40.7,2.0,0.81,0.19,0.45,12.5,0.0,0,1,6.2,5.4,0.2,-1.2,-0.4,Josh CoburnMillwall
EFL Championship,Millwall,Luke Cundle,eng ENG,"MF,FW",22.0,10.9,1,6,3,50.0,0.55,0.27,0.17,0.33,13.5,0.0,0,0,0.8,0.8,0.13,0.2,0.2,Luke CundleMillwall
EFL Championship,Millwall,Billy Mitchell,eng ENG,MF,24.0,9.9,0,4,0,0.0,0.4,0.0,0.0,,24.0,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Billy MitchellMillwall
EFL Championship,Millwall,Murray Wallace,sct SCO,DF,31.0,8.1,0,5,1,20.0,0.61,0.12,0.0,0.0,15.4,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,Murray WallaceMillwall
EFL Championship,Millwall,Dan McNamara,ie IRL,DF,25.0,7.6,0,1,1,100.0,0.13,0.13,0.0,0.0,31.4,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Dan McNamaraMillwall
EFL Championship,Millwall,Raees Bangura-Williams,,"FW,MF",,6.8,0,8,2,25.0,1.18,0.3,0.0,0.0,19.4,0.0,0,0,1.1,1.1,0.13,-1.1,-1.1,Raees Bangura-WilliamsMillwall
EFL Championship,Millwall,Aidomo Emakhu,ie IRL,"FW,MF",20.0,7.7,0,16,1,6.3,2.07,0.13,0.0,0.0,16.8,1.0,0,0,0.9,0.9,0.06,-0.9,-0.9,Aidomo EmakhuMillwall
EFL Championship,Millwall,Aaron Connolly,ie IRL,"FW,MF",24.0,7.3,1,13,5,38.5,1.78,0.68,0.08,0.2,21.4,2.0,0,1,1.6,0.8,0.06,-0.6,0.2,Aaron ConnollyMillwall
EFL Championship,Millwall,Tom Bradshaw,wls WAL,FW,32.0,5.0,1,14,2,14.3,2.8,0.4,0.0,0.0,12.3,0.0,1,1,2.4,1.6,0.12,-1.4,-1.6,Tom BradshawMillwall
EFL Championship,Millwall,Shaun Hutchinson,eng ENG,DF,33.0,4.4,0,2,1,50.0,0.45,0.23,0.0,0.0,12.9,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Shaun HutchinsonMillwall
EFL Championship,Millwall,George Evans,eng ENG,GK,19.0,4.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,George EvansMillwall
EFL Championship,Millwall,Ryan Wintle,eng ENG,MF,27.0,5.7,1,8,2,25.0,1.4,0.35,0.13,0.5,24.4,2.0,0,0,0.3,0.3,0.04,0.7,0.7,Ryan WintleMillwall
EFL Championship,Millwall,Zak Sturge,eng ENG,DF,20.0,3.4,0,1,0,0.0,0.3,0.0,0.0,,28.8,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Zak SturgeMillwall
EFL Championship,Millwall,Calum Scanlon,eng ENG,"FW,DF",19.0,1.9,1,3,1,33.3,1.62,0.54,0.33,1.0,16.4,0.0,0,0,0.2,0.2,0.08,0.8,0.8,Calum ScanlonMillwall
EFL Championship,Millwall,Wes Harding,jm JAM,DF,27.0,2.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Wes HardingMillwall
