Squad,Player,PlSqu,Rk,Nation,Pos,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90
Bologna,Michel Aebischer,Michel AebischerBologna,37,ch SUI,MF,it Serie A,27,1997,14,9,724,8.0,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.8,8,33,17,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09
St. Pauli,Oladapo Afolayan,Oladapo AfolayanSt. Pauli,38,eng ENG,"FW,MF",de Bundesliga,26,1998,32,17,1639,18.2,3,1,4,3,0,0,3,0,3.1,3.1,3.8,7.0,53,32,108,0.16,0.05,0.22,0.16,0.22,0.17,0.21,0.38,0.17,0.38
Wolves,Emmanuel Agbadou,Emmanuel AgbadouWolves,39,ci CIV,DF,eng Premier League,27,1997,16,16,1410,15.7,1,0,1,1,0,0,3,0,0.8,0.8,0.2,1.1,6,31,2,0.06,0.00,0.06,0.06,0.06,0.05,0.02,0.07,0.05,0.07
Reims,Emmanuel Agbadou,Emmanuel AgbadouReims,40,ci CIV,DF,fr Ligue 1,27,1997,14,14,1260,14.0,0,0,0,0,0,0,3,0,0.5,0.5,0.3,0.8,10,77,0,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06
Crystal Palace,Asher Agbinone,Asher AgbinoneCrystal Palace,41,eng ENG,MF,eng Premier League,18,2005,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,0,1,0.00,0.00,0.00,0.00,0.00,0.29,0.50,0.79,0.29,0.79
Lens,Jeremy Agbonifo,Jeremy AgbonifoLens,42,se SWE,"FW,MF",fr Ligue 1,18,2005,8,1,300,3.3,1,0,1,1,0,0,1,0,0.7,0.7,0.2,0.9,13,6,36,0.30,0.00,0.30,0.30,0.30,0.21,0.06,0.26,0.21,0.26
Athletic Club,Julen Agirrezabala,Julen AgirrezabalaAthletic Club,43,es ESP,GK,es La Liga,23,2000,14,14,1206,13.4,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sevilla,Lucien Agoume,Lucien AgoumeSevilla,44,fr FRA,MF,es La Liga,22,2002,35,24,2114,23.5,1,3,4,1,0,0,5,1,0.9,0.9,2.5,3.3,29,135,23,0.04,0.13,0.17,0.04,0.17,0.04,0.11,0.14,0.04,0.14
Werder Bremen,Felix Agu,Felix AguWerder Bremen,45,ng NGA,DF,de Bundesliga,24,1999,22,21,1751,19.5,3,0,3,3,0,0,1,0,1.4,1.4,1.8,3.2,33,43,105,0.15,0.00,0.15,0.15,0.15,0.07,0.09,0.17,0.07,0.17
Espanyol,Alvaro Aguado,Alvaro AguadoEspanyol,46,es ESP,MF,es La Liga,28,1996,16,4,443,4.9,0,1,1,0,0,0,3,0,0.6,0.6,0.6,1.2,15,37,4,0.00,0.20,0.20,0.00,0.20,0.12,0.12,0.24,0.12,0.24
Real Madrid,Lorenzo Aguado,Lorenzo AguadoReal Madrid,47,es ESP,DF,es La Liga,21,2002,2,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Real Sociedad,Nayef Aguerd,Nayef AguerdReal Sociedad,48,ma MAR,DF,es La Liga,28,1996,21,21,1760,19.6,0,0,0,0,0,0,5,0,2.4,2.4,0.1,2.5,26,75,1,0.00,0.00,0.00,0.00,0.00,0.12,0.01,0.13,0.12,0.13
Lens,Ruben Aguilar,Ruben AguilarLens,49,fr FRA,"DF,MF",fr Ligue 1,31,1993,16,13,1124,12.5,1,2,3,1,0,0,4,0,0.8,0.8,1.9,2.7,32,74,101,0.08,0.16,0.24,0.08,0.24,0.06,0.15,0.21,0.06,0.21
Rennes,Naouirou Ahamada,Naouirou AhamadaRennes,50,fr FRA,"MF,FW",fr Ligue 1,22,2002,3,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Genoa,Honest Ahanor,Honest AhanorGenoa,51,it ITA,"DF,MF",it Serie A,16,2008,6,3,270,3.0,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,3,3,7,0.00,0.00,0.00,0.00,0.00,0.17,0.04,0.21,0.17,0.21
St. Pauli,Erik Ahlstrand,Erik AhlstrandSt. Pauli,52,se SWE,"FW,MF",de Bundesliga,22,2001,5,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Angers,Jean-Eudes Aholou,Jean-Eudes AholouAngers,53,ci CIV,MF,fr Ligue 1,30,1994,26,26,1959,21.8,2,0,2,2,0,0,7,0,1.8,1.8,1.0,2.8,15,68,16,0.09,0.00,0.09,0.09,0.09,0.08,0.05,0.13,0.08,0.13
Valladolid,Joseph Aidoo,Joseph AidooValladolid,54,gh GHA,DF,es La Liga,28,1995,8,6,583,6.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,14,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Celta Vigo,Joseph Aidoo,Joseph AidooCelta Vigo,55,gh GHA,DF,es La Liga,28,1995,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Saint-Etienne,Ayman Aiki,Ayman AikiSaint-Etienne,56,fr FRA,"FW,MF",fr Ligue 1,19,2005,5,1,127,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,5,8,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09
Nott'ham Forest,Ola Aina,Ola AinaNott'ham Forest,57,ng NGA,DF,eng Premier League,27,1996,35,35,2995,33.3,2,1,3,2,0,0,5,0,0.6,0.6,1.4,2.1,67,107,67,0.06,0.03,0.09,0.06,0.09,0.02,0.04,0.06,0.02,0.06
Wolves,Rayan Ait-Nouri,Rayan Ait-NouriWolves,58,dz ALG,DF,eng Premier League,23,2001,37,37,3109,34.5,4,7,11,4,0,0,7,1,2.7,2.7,5.5,8.2,89,108,176,0.12,0.20,0.32,0.12,0.32,0.08,0.16,0.24,0.08,0.24
Hellas Verona,Junior Ajayi,Junior AjayiHellas Verona,59,ci CIV,FW,it Serie A,19,2004,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Brentford,Kristoffer Ajer,Kristoffer AjerBrentford,60,no NOR,DF,eng Premier League,26,1998,24,17,1438,16.0,0,0,0,0,0,0,5,0,1.0,1.0,1.2,2.2,27,56,44,0.00,0.00,0.00,0.00,0.00,0.06,0.08,0.14,0.06,0.14
Brest,Ludovic Ajorque,Ludovic AjorqueBrest,61,fr FRA,FW,fr Ligue 1,30,1994,31,29,2495,27.7,13,2,15,13,0,1,5,0,10.4,9.6,3.1,12.7,10,41,124,0.47,0.07,0.54,0.47,0.54,0.38,0.11,0.49,0.35,0.46
Manchester City,Manuel Akanji,Manuel AkanjiManchester City,62,ch SUI,DF,eng Premier League,29,1995,26,23,2014,22.4,0,0,0,0,0,0,3,0,1.6,1.6,0.4,1.9,46,158,7,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09
Toulouse,Umit Akdag,Umit AkdagToulouse,63,ro ROU,DF,fr Ligue 1,20,2003,9,6,500,5.6,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,4,29,9,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.01,0.03
Manchester City,Nathan Ake,Nathan AkeManchester City,64,nl NED,DF,eng Premier League,29,1995,10,8,678,7.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,12,50,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Villarreal,Ilias Akhomach,Ilias AkhomachVillarreal,65,ma MAR,"MF,FW",es La Liga,20,2004,11,7,584,6.5,1,0,1,1,0,0,1,0,0.6,0.6,1.0,1.6,30,12,64,0.15,0.00,0.15,0.15,0.15,0.09,0.15,0.23,0.09,0.23
Reims,Sergio Akieme,Sergio AkiemeReims,66,es ESP,DF,fr Ligue 1,26,1997,30,29,2523,28.0,2,3,5,2,0,0,5,0,1.5,1.5,2.5,4.0,55,86,97,0.07,0.11,0.18,0.07,0.18,0.05,0.09,0.14,0.05,0.14
Monaco,Maghnes Akliouche,Maghnes AklioucheMonaco,67,fr FRA,"FW,MF",fr Ligue 1,22,2002,32,27,2406,26.7,5,10,15,4,1,1,2,0,9.2,8.4,7.3,15.7,127,173,226,0.19,0.37,0.56,0.15,0.52,0.35,0.27,0.62,0.32,0.59
Lyon,Paul Akouokou,Paul AkouokouLyon,68,ci CIV,MF,fr Ligue 1,26,1997,2,0,19,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Auxerre,Clement Akpa,Clement AkpaAuxerre,69,ci CIV,DF,fr Ligue 1,22,2001,31,29,2486,27.6,0,1,1,0,0,0,7,0,0.3,0.3,0.9,1.2,27,74,24,0.00,0.04,0.04,0.00,0.04,0.01,0.03,0.04,0.01,0.04
Monza,Jean-Daniel Akpa-Akpro,Jean-Daniel Akpa-AkproMonza,70,ci CIV,MF,it Serie A,31,1992,14,12,966,10.7,0,0,0,0,0,0,4,0,0.3,0.3,0.2,0.6,21,19,22,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
Genoa,David Akpan Ankeye,David Akpan AnkeyeGenoa,71,ng NGA,"FW,MF",it Serie A,22,2002,4,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hoffenheim,Kevin Akpoguma,Kevin AkpogumaHoffenheim,72,ng NGA,DF,de Bundesliga,29,1995,32,23,2220,24.7,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.4,14,98,16,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.02
Lille,Chuba Akpom,Chuba AkpomLille,73,eng ENG,FW,fr Ligue 1,28,1995,14,6,639,7.1,3,1,4,2,1,2,0,0,5.0,3.4,0.5,3.9,6,7,38,0.42,0.14,0.56,0.28,0.42,0.70,0.08,0.78,0.48,0.56
Real Madrid,David Alaba,David AlabaReal Madrid,74,at AUT,DF,es La Liga,32,1992,7,4,317,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,7,4,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Valladolid,Ibrahim Alani,Ibrahim AlaniValladolid,75,ng NGA,MF,es La Liga,18,2006,3,1,160,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
St. Pauli,Andreas Albers,Andreas AlbersSt. Pauli,76,dk DEN,FW,de Bundesliga,34,1990,14,0,62,0.7,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.7,1,3,6,1.45,0.00,1.45,1.45,1.45,0.90,0.14,1.04,0.90,1.04
Villarreal,Raul Albiol,Raul AlbiolVillarreal,77,es ESP,DF,es La Liga,38,1985,15,14,1188,13.2,0,0,0,0,0,0,5,0,0.1,0.1,0.0,0.1,3,34,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Southampton,Carlos Alcaraz,Carlos AlcarazSouthampton,78,ar ARG,MF,eng Premier League,21,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,6,1,0.00,0.00,0.00,0.00,0.00,0.62,0.86,1.48,0.62,1.48
Everton,Carlos Alcaraz,Carlos AlcarazEverton,79,ar ARG,"FW,MF",eng Premier League,21,2002,15,7,764,8.5,2,3,5,2,0,0,4,0,1.7,1.7,1.6,3.4,19,42,21,0.24,0.35,0.59,0.24,0.59,0.20,0.19,0.40,0.20,0.40
Getafe,Omar Alderete,Omar AldereteGetafe,80,py PAR,DF,es La Liga,27,1996,34,34,2971,33.0,1,0,1,1,0,0,8,0,1.7,1.7,0.9,2.6,25,112,7,0.03,0.00,0.03,0.03,0.03,0.05,0.03,0.08,0.05,0.08
Getafe,Carles Alena,Carles AlenaGetafe,81,es ESP,"MF,FW",es La Liga,26,1998,10,5,452,5.0,0,0,0,0,0,0,1,0,0.9,0.9,0.1,1.0,3,12,10,0.00,0.00,0.00,0.00,0.00,0.18,0.02,0.20,0.18,0.20
Alaves,Carles Alena,Carles AlenaAlaves,82,es ESP,"MF,FW",es La Liga,26,1998,14,13,1090,12.1,0,2,2,0,0,0,1,0,0.7,0.7,1.3,2.0,18,58,43,0.00,0.17,0.17,0.00,0.17,0.06,0.11,0.17,0.06,0.17
St. Pauli,Ben Alexander Voll,Ben Alexander VollSt. Pauli,83,de GER,GK,de Bundesliga,23,2000,2,1,91,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10
Liverpool,Trent Alexander-Arnold,Trent Alexander-ArnoldLiverpool,84,eng ENG,DF,eng Premier League,25,1998,33,28,2365,26.3,3,6,9,3,0,0,5,0,1.9,1.9,7.3,9.2,51,232,94,0.11,0.23,0.34,0.11,0.34,0.07,0.28,0.35,0.07,0.35
Celta Vigo,Alfon,AlfonCelta Vigo,85,es ESP,"FW,MF",es La Liga,25,1999,26,14,1371,15.2,5,2,7,5,0,0,1,1,4.6,4.6,2.6,7.2,89,22,170,0.33,0.13,0.46,0.33,0.46,0.30,0.17,0.47,0.30,0.47
Nice,Mohamed Ali Cho,Mohamed Ali ChoNice,86,fr FRA,"FW,MF",fr Ligue 1,20,2004,27,21,1621,18.0,3,4,7,3,0,0,2,0,4.0,4.0,4.0,7.9,81,59,133,0.17,0.22,0.39,0.17,0.39,0.22,0.22,0.44,0.22,0.44
Hellas Verona,Faride Alidou,Faride AlidouHellas Verona,87,de GER,"FW,MF",it Serie A,23,2001,3,0,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
Liverpool,Alisson,AlissonLiverpool,88,br BRA,GK,eng Premier League,31,1992,28,28,2508,27.9,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Celta Vigo,Tadeo Allende,Tadeo AllendeCelta Vigo,89,ar ARG,FW,es La Liga,25,1999,1,0,2,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Angers,Jim Allevinah,Jim AllevinahAngers,90,ga GAB,FW,fr Ligue 1,29,1995,28,23,1750,19.4,1,3,4,1,0,0,3,0,4.2,4.2,2.5,6.7,57,48,99,0.05,0.15,0.21,0.05,0.21,0.22,0.13,0.35,0.22,0.35
Como,Dele Alli,Dele AlliComo,91,eng ENG,MF,it Serie A,28,1996,1,0,9,0.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lyon,Thiago Almada,Thiago AlmadaLyon,92,ar ARG,"MF,FW",fr Ligue 1,23,2001,16,9,951,10.6,1,4,5,1,0,0,3,0,2.0,2.0,2.6,4.6,38,97,50,0.09,0.38,0.47,0.09,0.47,0.19,0.25,0.44,0.19,0.44
Valencia,Domingos Andre Ribeiro Almeida,Domingos Andre Ribeiro AlmeidaValencia,93,pt POR,"MF,FW",es La Liga,24,2000,34,24,1977,22.0,0,4,4,0,0,0,2,0,1.2,1.2,3.2,4.4,45,142,77,0.00,0.18,0.18,0.00,0.18,0.05,0.14,0.20,0.05,0.20
Girona,Iker Almena,Iker AlmenaGirona,94,es ESP,"FW,DF",es La Liga,20,2004,2,0,48,0.5,0,1,1,0,0,0,0,0,0.0,0.0,0.7,0.7,6,2,10,0.00,1.87,1.87,0.00,1.87,0.06,1.27,1.33,0.06,1.33
Newcastle Utd,Miguel Almiron,Miguel AlmironNewcastle Utd,95,py PAR,FW,eng Premier League,30,1994,9,1,157,1.7,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,3,6,18,0.00,0.00,0.00,0.00,0.00,0.30,0.15,0.45,0.30,0.45
Parma,Pontus Almqvist,Pontus AlmqvistParma,96,se SWE,"FW,MF",it Serie A,25,1999,29,10,1112,12.4,1,1,2,1,0,0,5,0,2.1,2.1,1.3,3.5,42,12,85,0.08,0.08,0.16,0.08,0.16,0.17,0.11,0.28,0.17,0.28
Celta Vigo,Marcos Alonso,Marcos AlonsoCelta Vigo,97,es ESP,DF,es La Liga,33,1990,31,29,2647,29.4,3,0,3,0,3,3,10,2,4.0,1.6,1.3,2.9,64,215,49,0.10,0.00,0.10,0.00,0.00,0.14,0.04,0.18,0.05,0.10
Venezia,Giorgio Altare,Giorgio AltareVenezia,98,it ITA,DF,it Serie A,25,1998,12,8,753,8.4,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,4,20,5,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
Leganes,Adria Altimira,Adria AltimiraLeganes,99,es ESP,"DF,FW",es La Liga,23,2001,22,19,1630,18.1,0,0,0,0,0,0,6,0,0.3,0.3,0.5,0.8,23,42,69,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.04,0.02,0.04
Betis,Sergi Altimira,Sergi AltimiraBetis,100,es ESP,MF,es La Liga,22,2001,32,22,1972,21.9,0,1,1,0,0,0,4,0,1.7,1.6,1.7,3.3,25,99,30,0.00,0.05,0.05,0.00,0.05,0.08,0.08,0.16,0.07,0.15
Leicester City,Olabade Aluko,Olabade AlukoLeicester City,101,,DF,eng Premier League,,,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
West Ham,Edson Alvarez,Edson AlvarezWest Ham,102,mx MEX,MF,eng Premier League,26,1997,28,20,1772,19.7,0,1,1,0,0,0,9,1,0.4,0.4,0.8,1.2,24,85,18,0.00,0.05,0.05,0.00,0.05,0.02,0.04,0.06,0.02,0.06
Celta Vigo,Hugo Alvarez,Hugo AlvarezCelta Vigo,103,es ESP,"MF,DF",es La Liga,21,2003,26,16,1572,17.5,4,3,7,4,0,0,6,0,2.5,2.5,1.1,3.6,74,60,171,0.23,0.17,0.40,0.23,0.40,0.14,0.07,0.21,0.14,0.21
Atletico Madrid,Julian Alvarez,Julian AlvarezAtletico Madrid,104,ar ARG,FW,es La Liga,24,2000,37,30,2509,27.9,17,4,21,13,4,4,5,0,14.1,11.0,5.3,16.3,79,92,162,0.61,0.14,0.75,0.47,0.61,0.51,0.19,0.70,0.39,0.59
Athletic Club,Yeray Alvarez,Yeray AlvarezAthletic Club,105,es ESP,DF,es La Liga,29,1995,21,20,1781,19.8,1,0,1,1,0,0,4,0,0.5,0.5,0.2,0.7,19,105,0,0.05,0.00,0.05,0.05,0.05,0.02,0.01,0.04,0.02,0.04
Werder Bremen,Skelly Alvero,Skelly AlveroWerder Bremen,106,fr FRA,MF,de Bundesliga,22,2002,12,1,236,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,8,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Leicester City,Will Alves,Will AlvesLeicester City,107,eng ENG,FW,eng Premier League,19,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Valladolid,Selim Amallah,Selim AmallahValladolid,108,ma MAR,MF,es La Liga,27,1996,24,18,1376,15.3,3,1,4,2,1,1,6,0,3.5,2.7,1.1,3.8,24,57,27,0.20,0.07,0.26,0.13,0.20,0.23,0.07,0.30,0.18,0.25
Manchester Utd,Harry Amass,Harry AmassManchester Utd,109,eng ENG,DF,eng Premier League,17,2007,5,4,346,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,9,7,23,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02
Valladolid,Amath,AmathValladolid,110,sn SEN,"FW,DF",es La Liga,28,1996,13,5,375,4.2,0,1,1,0,0,0,1,0,0.4,0.4,0.5,0.9,10,12,29,0.00,0.24,0.24,0.00,0.24,0.09,0.13,0.21,0.09,0.21
Brest,Jordan Amavi,Jordan AmaviBrest,111,fr FRA,DF,fr Ligue 1,30,1994,11,8,790,8.8,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.4,22,36,21,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
Eint Frankfurt,Aurele Amenda,Aurele AmendaEint Frankfurt,112,ch SUI,DF,de Bundesliga,21,2003,8,1,96,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.23,0.00,0.23
Nantes,Kelvin Amian,Kelvin AmianNantes,113,fr FRA,DF,fr Ligue 1,26,1998,30,23,2165,24.1,1,0,1,1,0,0,5,0,1.0,1.0,0.8,1.8,32,73,77,0.04,0.00,0.04,0.04,0.04,0.04,0.03,0.08,0.04,0.08
Marseille,Michael Amir Murillo,Michael Amir MurilloMarseille,114,pa PAN,DF,fr Ligue 1,28,1996,30,27,2437,27.1,1,3,4,1,0,0,3,0,1.5,1.5,3.3,4.8,43,140,100,0.04,0.11,0.15,0.04,0.15,0.06,0.12,0.18,0.06,0.18
Mainz 05,Nadiem Amiri,Nadiem AmiriMainz 05,115,de GER,MF,de Bundesliga,27,1996,30,30,2473,27.5,7,5,12,5,2,2,9,2,5.5,3.9,6.6,10.5,50,204,64,0.25,0.18,0.44,0.18,0.36,0.20,0.24,0.44,0.14,0.38
Southampton,Samuel Amo-Ameyaw,Samuel Amo-AmeyawSouthampton,116,eng ENG,"FW,DF",eng Premier League,18,2006,2,0,28,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,0,3,0.00,0.00,0.00,0.00,0.00,0.07,0.22,0.29,0.07,0.29
Strasbourg,Samuel Amo-Ameyaw,Samuel Amo-AmeyawStrasbourg,117,eng ENG,"DF,MF",fr Ligue 1,18,2006,9,3,320,3.6,2,0,2,2,0,0,0,0,0.7,0.7,0.6,1.3,11,12,18,0.56,0.00,0.56,0.56,0.56,0.20,0.16,0.35,0.20,0.35
Chelsea,Mathis Amougou,Mathis AmougouChelsea,118,fr FRA,MF,eng Premier League,18,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Saint-Etienne,Mathis Amougou,Mathis AmougouSaint-Etienne,119,fr FRA,MF,fr Ligue 1,18,2006,17,9,859,9.5,0,0,0,0,0,0,2,0,0.5,0.5,0.4,0.8,8,36,17,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09
Wolfsburg,Mohamed Amoura,Mohamed AmouraWolfsburg,120,dz ALG,FW,de Bundesliga,24,2000,31,29,2467,27.4,10,9,19,8,2,2,6,0,8.7,7.2,4.0,11.2,81,61,244,0.36,0.33,0.69,0.29,0.62,0.32,0.15,0.46,0.26,0.41
Fiorentina,Sofyan Amrabat,Sofyan AmrabatFiorentina,121,ma MAR,MF,it Serie A,27,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,14,1,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Crystal Palace,Joachim Andersen,Joachim AndersenCrystal Palace,122,dk DEN,DF,eng Premier League,28,1996,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,4,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Fulham,Joachim Andersen,Joachim AndersenFulham,123,dk DEN,DF,eng Premier League,28,1996,29,29,2583,28.7,0,0,0,0,0,0,6,1,1.0,1.0,0.5,1.5,16,112,2,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.05,0.04,0.05
Nott'ham Forest,Elliot Anderson,Elliot AndersonNott'ham Forest,124,eng ENG,MF,eng Premier League,21,2002,37,33,2728,30.3,2,6,8,2,0,0,10,0,2.1,2.1,3.3,5.4,52,143,94,0.07,0.20,0.26,0.07,0.26,0.07,0.11,0.18,0.07,0.18
Wolves,Andre,AndreWolves,125,br BRA,MF,eng Premier League,23,2001,33,31,2472,27.5,0,0,0,0,0,0,7,0,0.4,0.4,0.8,1.3,10,109,11,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
Lille,Benjamin Andre,Benjamin AndreLille,126,fr FRA,MF,fr Ligue 1,33,1990,30,30,2692,29.9,0,3,3,0,0,0,12,0,1.4,1.4,1.9,3.3,29,209,72,0.00,0.10,0.10,0.00,0.10,0.05,0.06,0.11,0.05,0.11
Valladolid,Marcos Andre,Marcos AndreValladolid,127,br BRA,FW,es La Liga,27,1996,22,14,1188,13.2,1,2,3,1,0,0,5,0,2.7,2.7,0.8,3.5,11,16,39,0.08,0.15,0.23,0.08,0.23,0.20,0.06,0.27,0.20,0.27
Leverkusen,Robert Andrich,Robert AndrichLeverkusen,128,de GER,"MF,DF",de Bundesliga,29,1994,23,19,1598,17.8,2,2,4,2,0,0,7,0,1.3,1.3,0.3,1.6,8,65,17,0.11,0.11,0.23,0.11,0.23,0.07,0.02,0.09,0.07,0.09
Roma,Angelino,AngelinoRoma,129,es ESP,DF,it Serie A,27,1997,38,36,3177,35.3,2,1,3,2,0,0,1,0,1.4,1.4,3.7,5.1,66,172,172,0.06,0.03,0.08,0.06,0.08,0.04,0.10,0.15,0.04,0.15
Juventus,Lorenzo Anghele,Lorenzo AngheleJuventus,130,it ITA,FW,it Serie A,19,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Empoli,Faustino Anjorin,Faustino AnjorinEmpoli,131,eng ENG,MF,it Serie A,22,2001,22,14,1114,12.4,2,3,5,2,0,0,3,0,0.9,0.9,1.7,2.5,28,55,35,0.16,0.24,0.40,0.16,0.40,0.07,0.13,0.21,0.07,0.21
Dortmund,Waldemar Anton,Waldemar AntonDortmund,132,de GER,DF,de Bundesliga,28,1996,26,22,1949,21.7,2,2,4,2,0,0,4,0,1.7,1.7,0.8,2.5,32,117,28,0.09,0.09,0.18,0.09,0.18,0.08,0.04,0.11,0.08,0.11
Sevilla,Leandro Antonetti,Leandro AntonettiSevilla,133,pr PUR,FW,es La Liga,21,2003,2,0,28,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,1,0,3,0.00,0.00,0.00,0.00,0.00,0.45,0.09,0.54,0.45,0.54
