Squad,Player,Rk,Nation,Pos,Comp,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,PlSqu
Monaco,Caio Henrique Oliveira Silva,2417,br BRA,DF,fr Ligue 1,27,1997,21.4,37,26,16,19,2,23,44,52.3,21,26,8,18,22,59,59,0,Caio Henrique Oliveira SilvaMonaco
Las Palmas,Fabio Silva,2418,pt POR,FW,es La Liga,22,2002,20.7,12,7,4,5,3,4,14,28.6,10,12,0,12,4,16,27,0,Fabio SilvaLas Palmas
Nott'ham Forest,Jota Silva,2419,pt POR,"FW,MF",eng Premier League,24,1999,9.5,27,14,12,13,2,6,27,22.2,21,9,1,8,12,39,17,0,Jota SilvaNott'ham Forest
Nott'ham Forest,Eric da Silva Moreira,2420,de GER,"MF,DF",eng Premier League,18,2006,0.3,2,2,2,0,0,2,6,33.3,4,0,0,0,1,3,0,0,Eric da Silva MoreiraNott'ham Forest
Betis,Rui Silva,2421,pt POR,GK,es La Liga,30,1994,15.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,7,0,Rui SilvaBetis
Empoli,Marco Silvestri,2422,it ITA,GK,it Serie A,33,1991,5.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,3,1,Marco SilvestriEmpoli
Brest,Abdallah Sima,2423,sn SEN,"FW,MF",fr Ligue 1,23,2001,13.8,15,11,2,5,8,4,11,36.4,7,9,1,8,1,16,9,0,Abdallah SimaBrest
RB Leipzig,Mohamed Simakan,2424,fr FRA,DF,de Bundesliga,24,2000,0.6,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,Mohamed SimakanRB Leipzig
Napoli,Giovanni Simeone,2425,ar ARG,FW,it Serie A,29,1995,4.7,2,0,0,1,1,1,6,16.7,5,9,2,7,1,3,6,0,Giovanni SimeoneNapoli
Atletico Madrid,Giuliano Simeone,2426,ar ARG,MF,es La Liga,21,2002,21.4,27,13,6,11,10,15,30,50.0,15,22,3,19,14,41,22,1,Giuliano SimeoneAtletico Madrid
Nantes,Moses Simon,2427,ng NGA,"FW,MF",fr Ligue 1,29,1995,29.0,20,14,4,7,9,7,22,31.8,15,11,0,11,12,32,13,0,Moses SimonNantes
Athletic Club,Unai Simon,2428,es ESP,GK,es La Liga,27,1997,21.0,0,0,0,0,0,0,0,,0,1,0,1,1,1,14,4,Unai SimonAthletic Club
RB Leipzig,Xavi Simons,2429,nl NED,MF,de Bundesliga,21,2003,23.9,28,21,5,15,8,12,26,46.2,14,19,3,16,12,40,19,1,Xavi SimonsRB Leipzig
Manchester City,Jahmai Simpson-Pusey,2430,eng ENG,DF,eng Premier League,18,2005,1.1,1,0,1,0,0,0,1,0.0,1,1,1,0,0,1,2,0,Jahmai Simpson-PuseyManchester City
St. Pauli,Danel Sinani,2431,lu LUX,"FW,MF",de Bundesliga,27,1997,13.9,14,11,2,7,5,6,14,42.9,8,12,1,11,1,15,13,0,Danel SinaniSt. Pauli
Auxerre,Lassine Sinayoko,2432,ml MLI,"FW,MF",fr Ligue 1,24,1999,25.5,33,20,10,14,9,11,23,47.8,12,16,2,14,13,46,38,0,Lassine SinayokoAuxerre
Monaco,Wilfried Singo,2433,ci CIV,DF,fr Ligue 1,23,2000,23.3,37,23,24,10,3,20,28,71.4,8,17,9,8,43,80,110,2,Wilfried SingoMonaco
Bournemouth,Luis Sinisterra,2434,co COL,"FW,MF",eng Premier League,25,1999,2.6,7,2,3,2,2,0,4,0.0,4,3,0,3,1,8,8,0,Luis SinisterraBournemouth
Las Palmas,Daley Sinkgraven,2435,nl NED,DF,es La Liga,29,1995,1.0,5,1,3,2,0,1,3,33.3,2,1,0,1,1,6,2,0,Daley SinkgravenLas Palmas
Gladbach,Tobias Sippel,2436,de GER,GK,de Bundesliga,36,1988,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Tobias SippelGladbach
Celta Vigo,Jailson Siqueira,2437,br BRA,"DF,MF",es La Liga,28,1995,6.8,13,11,9,3,1,9,11,81.8,2,6,4,2,9,22,28,1,Jailson SiqueiraCelta Vigo
Rennes,Ayanda Sishuba,2438,be BEL,FW,fr Ligue 1,19,2005,0.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Ayanda SishubaRennes
Saint-Etienne,Ibrahim Sissoko,2439,ml MLI,FW,fr Ligue 1,28,1995,9.1,11,9,5,3,3,2,5,40.0,3,10,2,8,2,13,13,0,Ibrahim SissokoSaint-Etienne
Bochum,Ibrahima Sissoko,2440,ml MLI,MF,de Bundesliga,26,1997,29.0,66,44,30,31,5,24,45,53.3,21,39,11,28,36,102,61,0,Ibrahima SissokoBochum
Reims,Niama Sissoko,2441,ml MLI,"FW,MF",fr Ligue 1,18,2005,0.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Niama SissokoReims
Alaves,Antonio Sivera,2442,es ESP,GK,es La Liga,27,1996,31.2,2,1,2,0,0,2,2,100.0,0,1,0,1,0,2,20,0,Antonio SiveraAlaves
Union Berlin,Tim Skarke,2443,de GER,"FW,MF",de Bundesliga,27,1996,12.9,14,11,5,8,1,10,19,52.6,9,7,0,7,5,19,17,0,Tim SkarkeUnion Berlin
Eint Frankfurt,Ellyes Skhiri,2444,tn TUN,MF,de Bundesliga,29,1995,24.8,40,22,15,21,4,18,44,40.9,26,30,7,23,31,71,45,4,Ellyes SkhiriEint Frankfurt
Leicester City,Oliver Skipp,2445,eng ENG,MF,eng Premier League,23,2000,12.5,21,4,6,12,3,9,15,60.0,6,23,7,16,11,32,11,2,Oliver SkippLeicester City
Rennes,Leo Skiri Ostigard,2446,no NOR,DF,fr Ligue 1,24,1999,13.6,20,18,16,4,0,15,22,68.2,7,12,10,2,15,35,81,1,Leo Skiri OstigardRennes
Hoffenheim,Leo Skiri Ostigard,2447,no NOR,DF,de Bundesliga,24,1999,10.3,9,7,5,4,0,4,6,66.7,2,17,9,8,9,18,111,0,Leo Skiri OstigardHoffenheim
Bologna,Lukasz Skorupski,2448,pl POL,GK,it Serie A,33,1991,26.3,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,13,2,Lukasz SkorupskiBologna
Wolfsburg,Andreas Skov Olsen,2449,dk DEN,"FW,MF",de Bundesliga,24,1999,5.9,8,6,5,3,0,4,4,100.0,0,4,0,4,2,10,12,0,Andreas Skov OlsenWolfsburg
Union Berlin,Robert Skov,2450,dk DEN,"DF,MF",de Bundesliga,28,1996,9.5,15,11,8,7,0,10,20,50.0,10,8,1,7,8,23,9,0,Robert SkovUnion Berlin
Paris S-G,Milan Skriniar,2451,sk SVK,DF,fr Ligue 1,29,1995,4.2,7,5,3,4,0,3,3,100.0,0,7,6,1,3,10,16,0,Milan SkriniarParis S-G
Holstein Kiel,Steven Skrzybski,2452,de GER,"MF,FW",de Bundesliga,31,1992,14.7,19,6,7,6,6,7,24,29.2,17,16,0,16,11,30,11,0,Steven SkrzybskiHolstein Kiel
Toulouse,Naatan Skytta,2453,fi FIN,FW,fr Ligue 1,22,2002,0.1,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,Naatan SkyttaToulouse
Southampton,William Smallbone,2454,ie IRL,MF,eng Premier League,24,2000,7.7,20,13,9,9,2,7,22,31.8,15,8,0,8,2,22,14,2,William SmallboneSouthampton
Bournemouth,Adam Smith,2455,eng ENG,DF,eng Premier League,33,1991,17.7,24,12,11,7,6,14,27,51.9,13,13,5,8,15,39,49,1,Adam SmithBournemouth
St. Pauli,Eric Smith,2456,se SWE,"DF,MF",de Bundesliga,27,1997,31.4,46,29,26,17,3,23,40,57.5,17,37,10,27,37,83,104,4,Eric SmithSt. Pauli
Espanyol,Justin Smith,2457,ca CAN,MF,es La Liga,21,2003,2.3,9,3,3,6,0,4,6,66.7,2,5,1,4,4,13,3,0,Justin SmithEspanyol
Fulham,Emile Smith Rowe,2458,eng ENG,MF,eng Premier League,24,2000,22.7,31,18,7,14,10,8,24,33.3,16,22,2,20,11,42,16,0,Emile Smith RoweFulham
Como,Ivan Smolcic,2459,hr CRO,DF,it Serie A,23,2000,7.0,16,9,8,7,1,9,13,69.2,4,8,2,6,10,26,24,0,Ivan SmolcicComo
Strasbourg,Eduard Sobol,2460,ua UKR,DF,fr Ligue 1,29,1995,1.1,0,0,0,0,0,0,2,0.0,2,2,1,1,2,2,14,0,Eduard SobolStrasbourg
Parma,Simon Sohm,2461,ch SUI,MF,it Serie A,23,2001,33.2,28,17,11,13,4,16,35,45.7,19,11,3,8,26,54,36,0,Simon SohmParma
Getafe,Alex Sola,2462,es ESP,"MF,FW",es La Liga,25,1999,11.4,21,14,9,12,0,9,25,36.0,16,8,0,8,7,28,11,1,Alex SolaGetafe
Villarreal,Arnau Sola,2463,es ESP,MF,es La Liga,21,2003,0.1,0,0,0,0,0,0,2,0.0,2,1,1,0,0,0,0,0,Arnau SolaVillarreal
Tottenham,Dominic Solanke,2464,eng ENG,FW,eng Premier League,26,1997,24.5,18,11,1,12,5,4,16,25.0,12,20,9,11,1,19,23,0,Dominic SolankeTottenham
Empoli,Ola Solbakken,2465,no NOR,"MF,FW",it Serie A,25,1998,8.4,7,4,0,6,1,3,6,50.0,3,0,0,0,2,9,8,0,Ola SolbakkenEmpoli
West Ham,Carlos Soler,2466,es ESP,"MF,FW",eng Premier League,27,1997,15.7,16,11,9,6,1,7,23,30.4,16,19,6,13,8,24,21,2,Carlos SolerWest Ham
Bournemouth,Julio Soler,2467,ar ARG,"DF,FW",eng Premier League,19,2005,0.1,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,0,0,Julio SolerBournemouth
Udinese,Oumar Solet,2468,fr FRA,DF,it Serie A,24,2000,18.6,33,19,18,13,2,21,30,70.0,9,32,19,13,17,50,78,4,Oumar SoletUdinese
Girona,Jhon Solis,2469,co COL,MF,es La Liga,19,2004,5.9,13,7,3,9,1,6,14,42.9,8,13,1,12,4,17,6,1,Jhon SolisGirona
Genoa,Daniele Sommariva,2470,it ITA,GK,it Serie A,27,1997,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Daniele SommarivaGenoa
Inter,Yann Sommer,2471,ch SUI,GK,it Serie A,35,1988,32.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,13,1,Yann SommerInter
Getafe,David Soria,2472,es ESP,GK,es La Liga,31,1993,38.0,4,4,4,0,0,4,5,80.0,1,0,0,0,1,5,21,3,David SoriaGetafe
Leganes,Juan Soriano,2473,es ESP,GK,es La Liga,26,1997,6.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0,Juan SorianoLeganes
Torino,Borna Sosa,2474,hr CRO,DF,it Serie A,26,1998,13.1,26,19,14,7,5,16,25,64.0,9,13,6,7,14,40,33,0,Borna SosaTorino
Nott'ham Forest,Ramon Sosa,2475,py PAR,"FW,MF",eng Premier League,24,1999,3.3,5,3,3,0,2,1,5,20.0,4,9,0,9,4,9,5,0,Ramon SosaNott'ham Forest
Celta Vigo,Hugo Sotelo,2476,es ESP,MF,es La Liga,20,2003,13.9,28,17,8,10,10,13,31,41.9,18,9,1,8,5,33,9,1,Hugo SoteloCelta Vigo
Lens,Florian Sotoca,2477,fr FRA,"FW,MF",fr Ligue 1,33,1990,19.9,22,13,3,8,11,12,22,54.5,10,12,2,10,14,36,25,0,Florian SotocaLens
Fiorentina,Riccardo Sottil,2478,it ITA,"FW,MF",it Serie A,25,1999,9.3,5,4,3,1,1,3,4,75.0,1,1,0,1,4,9,3,0,Riccardo SottilFiorentina
Milan,Riccardo Sottil,2479,it ITA,"FW,MF",it Serie A,25,1999,1.4,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,Riccardo SottilMilan
West Ham,Tomas Soucek,2480,cz CZE,MF,eng Premier League,29,1995,28.5,46,21,20,23,3,26,44,59.1,18,41,21,20,20,66,85,1,Tomas SoucekWest Ham
Roma,Matias Soule,2481,ar ARG,"MF,DF",it Serie A,21,2003,19.8,26,16,12,7,7,10,23,43.5,13,25,3,22,9,35,25,0,Matias SouleRoma
Leicester City,Boubakary Soumare,2482,fr FRA,MF,eng Premier League,25,1999,24.1,37,20,24,12,1,21,33,63.6,12,22,10,12,27,64,34,4,Boubakary SoumareLeicester City
Le Havre,Issa Soumare,2483,sn SEN,"FW,MF",fr Ligue 1,23,2000,21.1,25,14,8,10,7,13,49,26.5,36,19,4,15,16,41,32,0,Issa SoumareLe Havre
Sevilla,Djibril Sow,2484,ch SUI,MF,es La Liga,27,1997,22.9,25,14,13,10,2,8,17,47.1,9,18,3,15,28,53,26,1,Djibril SowSevilla
Strasbourg,Saidou Sow,2485,gn GUI,DF,fr Ligue 1,22,2002,11.3,9,5,6,3,0,6,12,50.0,6,15,9,6,15,24,37,2,Saidou SowStrasbourg
Nantes,Saidou Sow,2486,gn GUI,DF,fr Ligue 1,22,2002,8.9,17,11,13,4,0,6,10,60.0,4,19,12,7,13,30,46,1,Saidou SowNantes
Tottenham,Djed Spence,2487,eng ENG,DF,eng Premier League,23,2000,19.9,47,34,25,15,7,23,30,76.7,7,28,9,19,21,68,74,2,Djed SpenceTottenham
Napoli,Leonardo Spinazzola,2488,it ITA,"DF,FW",it Serie A,31,1993,16.9,17,10,6,9,2,10,23,43.5,13,12,1,11,9,26,31,1,Leonardo SpinazzolaNapoli
Milan,Marco Sportiello,2489,it ITA,GK,it Serie A,32,1992,1.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Marco SportielloMilan
Hoffenheim,Anton Stach,2490,de GER,"MF,DF",de Bundesliga,25,1998,28.7,66,46,25,37,4,32,47,68.1,15,47,13,34,46,112,101,2,Anton StachHoffenheim
Werder Bremen,Jens Stage,2491,dk DEN,MF,de Bundesliga,27,1996,24.5,49,30,22,24,3,25,46,54.3,21,44,10,34,18,67,42,2,Jens StageWerder Bremen
Bayern Munich,Josip Stanisic,2492,hr CRO,DF,de Bundesliga,24,2000,9.7,13,11,6,4,3,7,15,46.7,8,10,6,4,6,19,29,1,Josip StanisicBayern Munich
Venezia,Filip Stankovic,2493,rs SRB,GK,it Serie A,22,2002,15.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,2,Filip StankovicVenezia
Fulham,Jay Stansfield,2494,eng ENG,MF,eng Premier League,21,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Jay StansfieldFulham
Celta Vigo,Carl Starfelt,2495,se SWE,DF,es La Liga,29,1995,25.2,40,20,25,14,1,18,27,66.7,9,29,21,8,31,71,129,3,Carl StarfeltCelta Vigo
Werder Bremen,Niklas Stark,2496,de GER,DF,de Bundesliga,29,1995,23.4,33,21,20,11,2,14,21,66.7,7,41,27,14,36,69,129,1,Niklas StarkWerder Bremen
Saint-Etienne,Lucas Stassin,2497,be BEL,FW,fr Ligue 1,19,2004,21.0,16,11,3,5,8,6,20,30.0,14,10,0,10,3,19,8,0,Lucas StassinSaint-Etienne
Brighton,Jason Steele,2498,eng ENG,GK,eng Premier League,33,1990,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Jason SteeleBrighton
Real Sociedad,Orri Steinn Oskarsson,2499,is ISL,FW,es La Liga,19,2004,10.5,6,6,2,1,3,2,8,25.0,6,10,1,9,2,8,11,0,Orri Steinn OskarssonReal Sociedad
Stuttgart,Pascal Stenzel,2500,de GER,DF,de Bundesliga,28,1996,3.2,3,2,1,0,2,2,5,40.0,3,5,1,4,2,5,6,0,Pascal StenzelStuttgart
Southampton,Jack Stephens,2501,eng ENG,DF,eng Premier League,30,1994,15.4,34,20,25,9,0,17,30,56.7,13,20,13,7,13,47,53,2,Jack StephensSouthampton
Stuttgart,Leonidas Stergiou,2502,ch SUI,DF,de Bundesliga,22,2002,9.5,24,13,9,11,4,16,19,84.2,3,16,5,11,14,38,39,0,Leonidas StergiouStuttgart
Arsenal,Raheem Sterling,2503,eng ENG,"FW,MF",eng Premier League,29,1994,5.5,9,4,1,3,5,5,10,50.0,5,3,0,3,1,10,4,0,Raheem SterlingArsenal
Marseille,Enzo Sternal,2504,fr FRA,"FW,MF",fr Ligue 1,17,2007,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Enzo SternalMarseille
St. Pauli,Finley Stevens,2505,wls WAL,DF,de Bundesliga,21,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Finley StevensSt. Pauli
Southampton,Ross Stewart,2506,sct SCO,FW,eng Premier League,28,1996,4.3,6,4,1,1,4,3,8,37.5,5,3,0,3,1,7,7,0,Ross StewartSouthampton
Stuttgart,Angelo Stiller,2507,de GER,MF,de Bundesliga,23,2001,30.5,49,27,18,25,6,14,30,46.7,16,29,9,20,26,75,50,4,Angelo StillerStuttgart
Gladbach,Kevin Stoger,2508,at AUT,MF,de Bundesliga,30,1993,17.2,37,21,23,10,4,16,39,41.0,23,24,3,21,16,53,26,3,Kevin StogerGladbach
Alaves,Stoichkov,2509,es ESP,"MF,FW",es La Liga,30,1993,7.8,14,9,6,7,1,6,11,54.5,5,2,0,2,1,15,7,0,StoichkovAlaves
Empoli,Petar Stojanovic,2510,si SVN,MF,it Serie A,28,1995,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Petar StojanovicEmpoli
Leicester City,Jakub Stolarczyk,2511,pl POL,GK,eng Premier League,23,2000,10.0,2,1,2,0,0,1,2,50.0,1,0,0,0,0,2,6,1,Jakub StolarczykLeicester City
Manchester City,John Stones,2512,eng ENG,"DF,MF",eng Premier League,30,1994,6.1,6,2,3,2,1,5,5,100.0,0,5,3,2,4,10,19,1,John StonesManchester City
Wolves,Jorgen Strand Larsen,2513,no NOR,FW,eng Premier League,24,2000,28.7,10,6,2,3,5,4,27,14.8,23,19,4,15,6,16,29,0,Jorgen Strand LarsenWolves
Como,Gabriel Strefezza,2514,br BRA,"FW,MF",it Serie A,27,1997,29.1,57,39,20,20,17,21,55,38.2,34,24,2,22,13,70,26,0,Gabriel StrefezzaComo
Girona,Cristhian Stuani,2515,uy URU,FW,es La Liga,37,1986,12.0,9,7,1,7,1,5,8,62.5,3,4,1,3,7,16,11,0,Cristhian StuaniGirona
Las Palmas,Alex Suarez,2516,es ESP,DF,es La Liga,31,1993,27.3,40,23,30,9,1,20,27,74.1,7,39,24,15,13,53,107,2,Alex SuarezLas Palmas
Villarreal,Denis Suarez,2517,es ESP,MF,es La Liga,30,1994,6.8,12,8,7,2,3,4,10,40.0,6,4,1,3,3,15,3,0,Denis SuarezVillarreal
Toulouse,Gabriel Suazo,2518,cl CHI,DF,fr Ligue 1,26,1997,24.0,59,39,25,22,12,30,72,41.7,42,27,3,24,36,95,40,1,Gabriel SuazoToulouse
Real Sociedad,Luka Sucic,2519,hr CRO,MF,es La Liga,21,2002,19.9,25,18,8,12,5,10,26,38.5,16,30,2,28,15,40,16,1,Luka SucicReal Sociedad
Southampton,Yukinari Sugawara,2520,jp JPN,"DF,MF",eng Premier League,24,2000,17.3,31,18,16,14,1,19,31,61.3,12,21,10,11,11,42,53,3,Yukinari SugawaraSouthampton
Dortmund,Niklas Sule,2521,de GER,DF,de Bundesliga,28,1995,11.7,14,12,9,5,0,10,14,71.4,4,11,6,5,4,18,46,1,Niklas SuleDortmund
Atalanta,Ibrahim Sulemana,2522,gh GHA,MF,it Serie A,21,2003,3.1,9,4,4,5,0,2,8,25.0,6,2,0,2,0,9,1,0,Ibrahim SulemanaAtalanta
Southampton,Kamaldeen Sulemana,2523,gh GHA,"FW,MF",eng Premier League,22,2002,15.6,22,17,9,5,8,10,15,66.7,5,16,4,12,6,28,9,0,Kamaldeen SulemanaSouthampton
West Ham,Crysencio Summerville,2524,nl NED,"FW,MF",eng Premier League,22,2001,8.7,13,7,2,8,3,3,9,33.3,6,13,4,9,0,13,7,0,Crysencio SummervilleWest Ham
Hellas Verona,Tomas Suslov,2525,sk SVK,"MF,FW",it Serie A,22,2002,23.1,54,38,23,24,7,23,72,31.9,49,30,2,28,18,72,17,1,Tomas SuslovHellas Verona
Sevilla,Suso,2526,es ESP,"FW,MF",es La Liga,30,1993,6.7,10,7,3,6,1,4,11,36.4,7,4,0,4,4,14,2,0,SusoSevilla
Parma,Zion Suzuki,2527,jp JPN,GK,it Serie A,21,2002,36.8,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,35,4,Zion SuzukiParma
Wolfsburg,Mattias Svanberg,2528,se SWE,MF,de Bundesliga,25,1999,13.5,20,10,6,11,3,9,19,47.4,10,11,4,7,15,35,26,0,Mattias SvanbergWolfsburg
Dortmund,Daniel Svensson,2529,se SWE,"DF,FW",de Bundesliga,22,2002,8.7,15,11,5,6,4,7,11,63.6,4,10,4,6,5,20,30,0,Daniel SvenssonDortmund
Venezia,Marin Sverko,2530,hr CRO,DF,it Serie A,26,1998,12.4,20,9,14,6,0,10,12,83.3,2,10,5,5,16,36,45,3,Marin SverkoVenezia
Roma,Mile Svilar,2531,rs SRB,GK,it Serie A,24,1999,38.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,12,2,Mile SvilarRoma
Venezia,Michael Svoboda,2532,at AUT,DF,it Serie A,25,1998,14.6,26,14,19,6,1,8,19,42.1,11,19,11,8,22,48,66,2,Michael SvobodaVenezia
Celta Vigo,Williot Swedberg,2533,se SWE,"FW,MF",es La Liga,20,2004,15.0,23,16,9,10,4,13,20,65.0,7,12,1,11,3,26,10,1,Williot SwedbergCelta Vigo
Strasbourg,Abakar Sylla,2534,ci CIV,DF,fr Ligue 1,21,2002,10.6,27,15,14,11,2,15,17,88.2,2,18,10,8,11,38,63,0,Abakar SyllaStrasbourg
Montpellier,Issiaga Sylla,2535,gn GUI,DF,fr Ligue 1,30,1994,12.8,25,10,17,7,1,15,29,51.7,14,13,4,9,10,35,34,1,Issiaga SyllaMontpellier
Valladolid,Mamadou Sylla,2536,sn SEN,"FW,MF",es La Liga,30,1994,17.6,8,4,3,3,2,2,9,22.2,7,8,0,8,3,11,14,1,Mamadou SyllaValladolid
Barcelona,Wojciech Szczesny,2537,pl POL,GK,es La Liga,34,1990,15.0,1,1,1,0,0,0,0,,0,0,0,0,0,1,20,1,Wojciech SzczesnyBarcelona
Ipswich Town,Sammie Szmodics,2538,ie IRL,"FW,MF",eng Premier League,28,1995,11.0,16,10,4,10,2,7,26,26.9,19,10,2,8,6,22,14,0,Sammie SzmodicsIpswich Town
Liverpool,Dominik Szoboszlai,2539,hu HUN,MF,eng Premier League,23,2000,27.7,38,20,14,19,5,17,45,37.8,28,39,5,34,9,47,19,2,Dominik SzoboszlaiLiverpool
Atletico Madrid,Alexander Sorloth,2540,no NOR,FW,es La Liga,28,1995,17.4,9,5,2,5,2,3,6,50.0,3,6,1,5,1,10,28,0,Alexander SorlothAtletico Madrid
Montpellier,Musa Al-Taamari,2541,jo JOR,"FW,MF",fr Ligue 1,27,1997,12.4,14,10,4,5,5,8,15,53.3,7,2,0,2,3,17,3,2,Musa Al-TaamariMontpellier
Rennes,Musa Al-Taamari,2542,jo JOR,"FW,MF",fr Ligue 1,27,1997,6.3,4,1,1,1,2,0,4,0.0,4,5,0,5,2,6,2,0,Musa Al-TaamariRennes
Hoffenheim,Haris Tabakovic,2543,ba BIH,FW,de Bundesliga,30,1994,9.1,3,1,1,0,2,0,3,0.0,3,4,2,2,1,4,16,0,Haris TabakovicHoffenheim
Lyon,Nicolas Tagliafico,2544,ar ARG,DF,fr Ligue 1,31,1992,21.1,57,37,24,22,11,29,48,60.4,19,25,7,18,36,93,55,0,Nicolas TagliaficoLyon
Leverkusen,Jonathan Tah,2545,de GER,DF,de Bundesliga,28,1996,33.0,19,12,12,6,1,10,16,62.5,6,22,16,6,36,55,157,2,Jonathan TahLeverkusen
Torino,Adrien Tameze,2546,cm CMR,"MF,DF",it Serie A,30,1994,7.2,5,2,2,3,0,1,10,10.0,9,8,5,3,10,15,8,1,Adrien TamezeTorino
Paris S-G,Axel Tape,2547,fr FRA,"DF,MF",fr Ligue 1,16,2007,2.0,3,1,1,2,0,2,2,100.0,0,2,2,0,1,4,5,0,Axel TapeParis S-G
Leganes,Renato Tapia,2548,pe PER,"MF,DF",es La Liga,29,1995,26.9,61,35,30,27,4,24,50,48.0,26,58,23,35,27,88,86,2,Renato TapiaLeganes
Leverkusen,Edmond Tapsoba,2549,bf BFA,DF,de Bundesliga,25,1999,27.9,39,24,19,16,4,22,39,56.4,17,21,14,7,24,63,89,3,Edmond TapsobaLeverkusen
Saint-Etienne,Florian Tardieu,2550,fr FRA,MF,fr Ligue 1,32,1992,13.9,18,14,6,9,3,6,17,35.3,11,18,5,13,15,33,21,0,Florian TardieuSaint-Etienne
Inter,Mehdi Taremi,2551,ir IRN,FW,it Serie A,32,1992,9.0,7,1,2,2,3,1,4,25.0,3,11,2,9,0,7,11,0,Mehdi TaremiInter
Newcastle Utd,Matt Targett,2552,eng ENG,DF,eng Premier League,28,1995,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,Matt TargettNewcastle Utd
Le Havre,Oussama Targhalline,2553,ma MAR,MF,fr Ligue 1,22,2002,11.0,19,14,12,3,4,5,12,41.7,7,14,7,7,19,38,14,2,Oussama TarghallineLe Havre
Everton,James Tarkowski,2554,eng ENG,DF,eng Premier League,31,1992,32.5,64,40,39,22,3,24,39,61.5,15,57,42,15,41,105,213,4,James TarkowskiEverton
Valencia,Cesar Tarrega,2555,es ESP,DF,es La Liga,22,2002,33.6,49,37,33,13,3,19,31,61.3,12,41,20,21,22,71,222,2,Cesar TarregaValencia
Lazio,Nuno Tavares,2556,pt POR,DF,it Serie A,24,2000,18.7,28,21,15,8,5,14,34,41.2,20,21,3,18,21,49,44,2,Nuno TavaresLazio
Bournemouth,Marcus Tavernier,2557,eng ENG,"FW,MF",eng Premier League,25,1999,21.5,43,24,15,19,9,10,27,37.0,17,16,3,13,5,48,11,0,Marcus TavernierBournemouth
Southampton,Charlie Taylor,2558,eng ENG,DF,eng Premier League,30,1993,4.0,7,5,4,3,0,5,7,71.4,2,8,5,3,5,12,31,1,Charlie TaylorSouthampton
Ipswich Town,Jack Taylor,2559,ie IRL,MF,eng Premier League,26,1998,9.6,20,10,6,11,3,12,27,44.4,15,12,3,9,9,29,24,0,Jack TaylorIpswich Town
Lazio,Loum Tchaouna,2560,fr FRA,"FW,MF",it Serie A,20,2003,7.3,8,4,2,2,4,3,9,33.3,6,5,1,4,4,12,14,2,Loum TchaounaLazio
Hellas Verona,Jackson Tchatchoua,2561,cm CMR,"DF,MF",it Serie A,22,2001,35.2,50,31,34,13,3,28,43,65.1,15,21,9,12,14,64,75,2,Jackson TchatchouaHellas Verona
Montpellier,Enzo Tchato,2562,cm CMR,DF,fr Ligue 1,21,2002,21.1,48,26,26,18,4,26,44,59.1,18,30,10,20,22,70,59,0,Enzo TchatoMontpellier
Real Madrid,Aurelien Tchouameni,2563,fr FRA,"DF,MF",es La Liga,24,2000,29.9,47,23,25,19,3,21,41,51.2,20,34,25,9,46,93,92,1,Aurelien TchouameniReal Madrid
Espanyol,Alvaro Tejero,2564,es ESP,"MF,DF",es La Liga,28,1996,13.8,14,4,7,6,1,7,23,30.4,16,9,1,8,13,27,34,1,Alvaro TejeroEspanyol
Valencia,Martin Tejon,2565,es ESP,"MF,DF",es La Liga,20,2004,0.5,2,0,0,2,0,1,2,50.0,1,0,0,0,0,2,0,0,Martin TejonValencia
Tottenham,Mathys Tel,2566,fr FRA,FW,eng Premier League,19,2005,10.1,16,6,5,6,5,5,13,38.5,8,8,1,7,2,18,8,2,Mathys TelTottenham
