League,Squad,Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,PlSqu
Argentine Primera División,Independiente Rivadavia,Franco Amarfil,ar ARG,MF,24-090,14.5,6,0,0,34,18,2,4,13,21,0.0,0.0,0,80.0,21.0,21.0,50.0,Franco AmarfilIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Ivan Villalba,py PAR,DF,30-141,13.1,4,1,0,5,11,0,0,11,8,0.0,1.0,0,34.0,42.0,22.0,65.6,Ivan VillalbaIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Luis Sequeira,ar ARG,MF,22-152,11.8,3,0,0,14,23,0,19,3,16,1.0,0.0,0,74.0,6.0,9.0,40.0,Luis SequeiraIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Mauricio Cardillo,ar ARG,MF,22-090,9.0,3,1,0,17,8,0,6,7,14,0.0,0.0,0,28.0,12.0,14.0,46.2,Mauricio CardilloIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Luciano Gomez,ar ARG,"DF,MF",29-079,10.7,3,0,0,7,19,0,16,8,14,0.0,0.0,0,62.0,3.0,5.0,37.5,Luciano GomezIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Tomas Bottari,ar ARG,MF,24-044,8.3,3,0,0,18,8,0,0,14,16,0.0,0.0,0,44.0,17.0,17.0,50.0,Tomas BottariIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Victorio Ramis,ar ARG,FW,30-337,5.6,0,0,0,7,13,5,1,1,3,0.0,0.0,0,11.0,13.0,31.0,29.5,Victorio RamisIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Mauro Peinipil,ar ARG,DF,26-067,7.3,0,0,0,3,2,3,11,8,8,0.0,0.0,0,21.0,6.0,17.0,26.1,Mauro PeinipilIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Matias Fernandez,ar ARG,MF,23-351,5.6,3,0,0,5,10,1,10,7,6,0.0,0.0,0,31.0,4.0,12.0,25.0,Matias FernandezIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Alejo Osella,ar ARG,DF,24-252,4.9,1,0,0,4,4,0,1,6,4,0.0,0.0,0,16.0,12.0,5.0,70.6,Alejo OsellaIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Pedro Souto,ar ARG,DF,25-035,3.7,0,0,0,2,0,0,3,1,7,0.0,0.0,0,15.0,1.0,5.0,16.7,Pedro SoutoIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Kevin Retamar,ar ARG,"MF,FW",26-123,5.4,2,0,0,7,4,6,2,5,8,0.0,0.0,0,33.0,6.0,18.0,25.0,Kevin RetamarIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Thomas Ortega,ar ARG,"MF,DF",24-185,4.1,2,0,0,7,1,0,1,2,5,0.0,0.0,0,21.0,7.0,5.0,58.3,Thomas OrtegaIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Juan Barbieri,ar ARG,"FW,MF",28-265,4.9,1,0,0,9,4,3,0,0,7,0.0,0.0,0,10.0,12.0,29.0,29.3,Juan BarbieriIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Matias Valenti,ar ARG,DF,22-279,4.5,0,0,0,6,4,0,3,2,10,0.0,0.0,1,16.0,10.0,6.0,62.5,Matias ValentiIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Fabrizio Sartori,ar ARG,"FW,MF",22-329,4.5,0,0,0,3,5,4,3,1,2,0.0,0.0,0,13.0,12.0,23.0,34.3,Fabrizio SartoriIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Diego Tonetto,ar ARG,MF,36-186,3.2,1,0,0,8,6,0,2,4,3,0.0,0.0,0,14.0,5.0,3.0,62.5,Diego TonettoIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Leonard Costa,uy URU,DF,27-042,4.1,0,0,0,2,1,0,0,5,5,0.0,0.0,0,11.0,12.0,8.0,60.0,Leonard CostaIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Luciano Abecasis,ar ARG,DF,35-005,1.0,0,0,0,0,0,0,3,0,2,0.0,0.0,0,5.0,1.0,0.0,100.0,Luciano AbecasisIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Santiago Flores,ar ARG,DF,24-076,0.9,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,1.0,3.0,25.0,Santiago FloresIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Gonzalo Rios,ar ARG,"MF,FW",26-133,0.8,0,0,0,0,2,0,0,1,0,0.0,0.0,0,7.0,1.0,1.0,50.0,Gonzalo RiosIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Fabricio Amato,ar ARG,MF,21-005,0.3,0,0,0,1,0,0,0,1,1,0.0,1.0,0,1.0,0.0,0.0,,Fabricio AmatoIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Maximilano Juambeltz,uy URU,FW,23-000,0.3,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Maximilano JuambeltzIndependiente Rivadavia
Argentine Primera División,Independiente Rivadavia,Opponent Total,,,27.4,16.0,41,1,1,197,169,12,397,147,171,4.0,4.0,0,658.0,299.0,242.0,55.3,Opponent TotalIndependiente Rivadavia
Argentine Primera División,Barracas Central,Marcos Ignacio Ledesma,ar ARG,GK,28-267,16.0,2,0,0,0,3,0,0,0,1,0.0,0.0,0,2.0,4.0,1.0,80.0,Marcos Ignacio LedesmaBarracas Central
Argentine Primera División,Barracas Central,Rodrigo Insua,ar ARG,"DF,MF",27-175,16.0,4,0,0,16,13,3,67,7,15,0.0,0.0,0,52.0,23.0,17.0,57.5,Rodrigo InsuaBarracas Central
Argentine Primera División,Barracas Central,Dardo Miloc,ar ARG,MF,34-236,14.3,3,0,0,22,14,0,1,29,22,0.0,0.0,0,69.0,20.0,16.0,55.6,Dardo MilocBarracas Central
Argentine Primera División,Barracas Central,Kevin Jappert,ar ARG,DF,21-104,15.0,2,0,0,7,16,0,1,34,13,0.0,0.0,1,72.0,19.0,17.0,52.8,Kevin JappertBarracas Central
Argentine Primera División,Barracas Central,Fernando Tobio,ar ARG,DF,35-234,14.0,4,0,0,6,3,1,0,9,8,0.0,0.0,0,22.0,21.0,13.0,61.8,Fernando TobioBarracas Central
Argentine Primera División,Barracas Central,Ivan Tapia,ar ARG,MF,26-198,10.8,2,0,0,12,10,1,45,7,0,0.0,0.0,0,34.0,2.0,10.0,16.7,Ivan TapiaBarracas Central
Argentine Primera División,Barracas Central,Facundo Mater,sy SYR,"DF,MF",26-321,11.3,3,0,0,10,18,0,8,22,11,0.0,0.0,0,47.0,6.0,17.0,26.1,Facundo MaterBarracas Central
Argentine Primera División,Barracas Central,Jhonatan Candia,uy URU,"FW,MF",30-086,10.5,5,0,0,21,15,6,5,2,4,0.0,0.0,0,20.0,48.0,98.0,32.9,Jhonatan CandiaBarracas Central
Argentine Primera División,Barracas Central,Nicolas Demartini,ar ARG,DF,25-217,10.4,4,0,0,16,3,0,1,20,16,0.0,0.0,0,30.0,12.0,7.0,63.2,Nicolas DemartiniBarracas Central
Argentine Primera División,Barracas Central,Javier Ruiz,ar ARG,"MF,FW",20-258,8.3,0,0,0,14,23,2,12,1,5,0.0,0.0,0,54.0,4.0,8.0,33.3,Javier RuizBarracas Central
Argentine Primera División,Barracas Central,Nahuel Barrios,ar ARG,"MF,FW",27-033,7.4,0,0,0,5,21,0,10,5,4,0.0,0.0,0,33.0,2.0,4.0,33.3,Nahuel BarriosBarracas Central
Argentine Primera División,Barracas Central,Yonatthan Rak,uy URU,DF,31-295,8.0,1,0,0,3,4,0,3,8,10,0.0,0.0,0,29.0,14.0,7.0,66.7,Yonatthan RakBarracas Central
Argentine Primera División,Barracas Central,Gonzalo Morales,ar ARG,"FW,MF",22-097,6.2,0,0,0,5,11,3,8,0,2,2.0,0.0,0,10.0,7.0,17.0,29.2,Gonzalo MoralesBarracas Central
Argentine Primera División,Barracas Central,Manuel Agustin Duarte,ar ARG,"MF,FW",23-290,4.3,1,0,0,2,5,0,5,3,3,0.0,0.0,0,23.0,2.0,3.0,40.0,Manuel Agustin DuarteBarracas Central
Argentine Primera División,Barracas Central,Facundo Bruera,ar ARG,"FW,MF",26-259,7.1,1,0,0,19,8,4,2,2,3,0.0,0.0,1,21.0,48.0,47.0,50.5,Facundo BrueraBarracas Central
Argentine Primera División,Barracas Central,Siro Rosane,ar ARG,MF,25-002,7.5,2,0,0,8,9,0,1,7,9,0.0,0.0,0,44.0,14.0,12.0,53.8,Siro RosaneBarracas Central
Argentine Primera División,Barracas Central,Rafael Barrios,ar ARG,DF,32-017,4.0,3,0,0,8,4,0,20,3,2,0.0,0.0,0,18.0,9.0,3.0,75.0,Rafael BarriosBarracas Central
Argentine Primera División,Barracas Central,Tomas Porra,ar ARG,"MF,FW",21-151,2.9,0,0,0,4,10,0,10,1,2,0.0,0.0,0,15.0,4.0,11.0,26.7,Tomas PorraBarracas Central
Argentine Primera División,Barracas Central,Nicolas Capraro,ar ARG,DF,27-098,1.5,0,0,0,0,0,0,0,6,2,0.0,0.0,0,4.0,0.0,4.0,0.0,Nicolas CapraroBarracas Central
Argentine Primera División,Barracas Central,Maximiliano Puig,ar ARG,FW,24-264,0.2,0,0,0,0,0,0,0,1,2,0.0,0.0,0,3.0,0.0,1.0,0.0,Maximiliano PuigBarracas Central
Argentine Primera División,Barracas Central,Ignacio Tapia,ar ARG,FW,20-281,0.1,0,0,0,0,1,0,1,0,0,0.0,0.0,0,1.0,0.0,0.0,,Ignacio TapiaBarracas Central
Argentine Primera División,Barracas Central,Opponent Total,,,27.8,16.0,44,1,0,211,169,58,377,111,203,0.0,3.0,0,753.0,313.0,259.0,54.7,Opponent TotalBarracas Central
Argentine Primera División,Deportivo Riestra,Ignacio Arce,ar ARG,GK,33-062,16.0,2,0,0,0,8,0,0,0,1,0.0,0.0,0,10.0,10.0,0.0,100.0,Ignacio ArceDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Cristian Paz,ar ARG,DF,30-046,16.0,4,0,0,17,3,0,2,11,18,0.0,0.0,0,45.0,30.0,28.0,51.7,Cristian PazDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Milton Celiz,ar ARG,MF,32-319,14.8,8,0,0,37,32,1,13,20,23,0.0,0.0,0,77.0,35.0,39.0,47.3,Milton CelizDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Jonathan Herrera,ar ARG,FW,33-266,12.8,1,0,0,14,12,7,7,4,3,0.0,0.0,0,30.0,17.0,38.0,30.9,Jonathan HerreraDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Nicolas Sansotre,ar ARG,DF,31-274,12.8,0,0,0,3,2,0,19,7,13,0.0,0.0,0,40.0,15.0,11.0,57.7,Nicolas SansotreDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Jonatan Goitia,ar ARG,"MF,DF",30-311,12.5,1,0,0,17,5,1,10,18,15,0.0,1.0,0,35.0,11.0,11.0,50.0,Jonatan GoitiaDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Nicolas Benegas,ar ARG,FW,29-100,10.1,3,0,0,36,10,5,12,1,5,0.0,0.0,0,28.0,45.0,60.0,42.9,Nicolas BenegasDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Pedro Ramirez,ar ARG,DF,25-066,10.2,6,0,0,16,8,1,10,19,20,0.0,0.0,0,53.0,14.0,11.0,56.0,Pedro RamirezDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Facundo Mino,ar ARG,DF,25-236,7.5,6,1,1,14,6,0,1,10,11,0.0,0.0,0,12.0,15.0,8.0,65.2,Facundo MinoDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Antony Alonso,ar ARG,"MF,FW",27-029,6.3,1,0,0,6,4,3,5,2,4,1.0,0.0,0,22.0,8.0,12.0,40.0,Antony AlonsoDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Nicolas Caro,ar ARG,DF,30-036,8.2,1,0,0,9,4,0,1,6,6,0.0,0.0,0,19.0,19.0,27.0,41.3,Nicolas CaroDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Mariano Bracamonte,ar ARG,DF,26-046,6.5,4,1,1,12,6,0,30,9,15,0.0,0.0,0,25.0,10.0,3.0,76.9,Mariano BracamonteDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Pablo Monje,ar ARG,MF,28-123,6.6,0,0,0,10,1,0,4,11,12,0.0,0.0,0,30.0,18.0,11.0,62.1,Pablo MonjeDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Brian Sanchez,ar ARG,MF,31-363,5.5,2,0,0,8,9,0,4,8,11,0.0,0.0,0,31.0,3.0,9.0,25.0,Brian SanchezDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Juan Randazzo,ar ARG,DF,30-241,5.2,2,0,0,8,4,0,0,1,2,0.0,0.0,1,2.0,11.0,8.0,57.9,Juan RandazzoDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Mario Sanabria,ar ARG,MF,22-319,4.4,2,0,0,6,5,1,16,1,4,0.0,0.0,0,21.0,6.0,7.0,46.2,Mario SanabriaDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Rodrigo Sayavedra,ar ARG,"DF,MF",29-323,4.0,2,0,0,5,5,0,7,3,8,0.0,0.0,0,15.0,2.0,2.0,50.0,Rodrigo SayavedraDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Rodrigo Gallo,ar ARG,DF,24-217,4.0,2,0,0,2,0,0,12,7,5,0.0,0.0,0,10.0,3.0,9.0,25.0,Rodrigo GalloDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Alexander Diaz,ar ARG,"FW,MF",25-138,4.3,0,0,0,7,15,1,15,1,4,0.0,0.0,0,21.0,7.0,26.0,21.2,Alexander DiazDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Eric Joel Tovo,ar ARG,DF,33-095,2.2,0,0,0,1,0,1,0,4,1,0.0,0.0,0,6.0,10.0,4.0,71.4,Eric Joel TovoDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Gonzalo Bravo,ar ARG,"MF,FW",35-022,1.4,0,0,0,1,2,0,4,2,2,0.0,0.0,0,5.0,0.0,5.0,0.0,Gonzalo BravoDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Gustavo Fernandez,ar ARG,FW,34-309,0.8,1,0,0,2,0,2,0,0,0,0.0,0.0,0,4.0,4.0,7.0,36.4,Gustavo FernandezDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Gabriel Obredor,ar ARG,"MF,FW",28-154,1.6,1,0,0,6,1,1,4,0,2,0.0,1.0,0,3.0,9.0,11.0,45.0,Gabriel ObredorDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Braian Guille,ar ARG,"MF,FW",27-313,1.0,2,0,0,1,1,1,4,1,0,0.0,0.0,0,8.0,1.0,3.0,25.0,Braian GuilleDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Franco Fagundez,uy URU,FW,26-177,0.4,0,0,0,2,1,0,0,0,3,0.0,0.0,0,1.0,1.0,4.0,20.0,Franco FagundezDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Mateo Ramirez,ar ARG,"MF,DF",30-142,0.3,0,0,0,2,0,0,0,1,1,0.0,0.0,0,0.0,1.0,0.0,100.0,Mateo RamirezDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Yaison Murillo,co COL,MF,31-206,0.1,0,0,0,0,0,0,0,0,1,0.0,0.0,1,0.0,1.0,0.0,100.0,Yaison MurilloDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Sergio Ortiz,ar ARG,MF,24-106,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Sergio OrtizDeportivo Riestra
Argentine Primera División,Deportivo Riestra,Opponent Total,,,28.1,16.0,29,3,2,157,229,30,455,102,166,1.0,2.0,0,728.0,354.0,306.0,53.6,Opponent TotalDeportivo Riestra
Argentine Primera División,Platense,Juan Cozzani,ar ARG,GK,26-243,16.0,1,0,0,1,2,0,0,1,0,0.0,0.0,1,7.0,4.0,3.0,57.1,Juan CozzaniPlatense
Argentine Primera División,Platense,Ignacio Vazquez,ar ARG,DF,27-359,16.0,2,0,0,13,15,0,5,23,25,0.0,1.0,1,66.0,52.0,26.0,66.7,Ignacio VazquezPlatense
Argentine Primera División,Platense,Guido Mainero,ar ARG,"FW,MF",30-078,13.8,2,0,0,10,11,0,85,5,10,0.0,0.0,0,60.0,21.0,36.0,36.8,Guido MaineroPlatense
Argentine Primera División,Platense,Oscar Salomon,ar ARG,DF,26-079,15.0,1,0,0,6,12,0,0,31,25,0.0,1.0,0,43.0,33.0,25.0,56.9,Oscar SalomonPlatense
Argentine Primera División,Platense,Leonel Picco,ar ARG,MF,25-230,14.3,4,0,0,32,4,0,4,17,29,0.0,0.0,0,100.0,24.0,12.0,66.7,Leonel PiccoPlatense
Argentine Primera División,Platense,Vicente Taborda,ar ARG,"FW,MF",23-358,13.2,3,0,0,9,42,1,69,5,10,0.0,0.0,0,90.0,15.0,22.0,40.5,Vicente TabordaPlatense
Argentine Primera División,Platense,Juan Saborido,ar ARG,DF,27-045,11.5,4,0,0,16,13,1,31,11,23,0.0,0.0,0,45.0,12.0,16.0,42.9,Juan SaboridoPlatense
Argentine Primera División,Platense,Augusto Lotti,it ITA,FW,28-364,10.3,0,0,0,5,3,1,13,1,1,0.0,0.0,0,14.0,28.0,57.0,32.9,Augusto LottiPlatense
Argentine Primera División,Platense,Rodrigo Herrera,ar ARG,MF,24-311,10.1,6,1,1,28,9,0,6,18,26,1.0,0.0,0,63.0,31.0,28.0,52.5,Rodrigo HerreraPlatense
Argentine Primera División,Platense,Franco Zapiola,ar ARG,"MF,FW",24-110,8.1,1,0,0,6,5,1,44,12,11,0.0,0.0,0,38.0,2.0,8.0,20.0,Franco ZapiolaPlatense
Argentine Primera División,Platense,Tomas Silva,ar ARG,DF,22-093,8.8,1,0,0,8,6,1,36,14,7,0.0,0.0,0,43.0,15.0,9.0,62.5,Tomas SilvaPlatense
Argentine Primera División,Platense,Ronaldo Martinez,py PAR,"MF,FW",29-045,7.2,2,0,0,7,8,2,7,2,2,0.0,0.0,0,22.0,67.0,57.0,54.0,Ronaldo MartinezPlatense
Argentine Primera División,Platense,Jonathan Bay,ar ARG,DF,32-128,5.3,1,0,0,2,1,0,11,5,7,0.0,0.0,0,25.0,13.0,8.0,61.9,Jonathan BayPlatense
Argentine Primera División,Platense,Fernando Juarez,ar ARG,MF,26-290,5.8,3,0,0,8,9,0,4,12,7,0.0,0.0,0,31.0,11.0,10.0,52.4,Fernando JuarezPlatense
Argentine Primera División,Platense,Bautista Barros Schelotto,ar ARG,DF,25-147,4.5,1,0,0,5,0,0,11,6,8,0.0,0.0,0,11.0,3.0,7.0,30.0,Bautista Barros SchelottoPlatense
Argentine Primera División,Platense,Nicolas Orsini,ar ARG,FW,30-270,2.4,2,0,0,6,3,2,1,0,2,0.0,0.0,0,11.0,8.0,15.0,34.8,Nicolas OrsiniPlatense
Argentine Primera División,Platense,Maximiliano Rodriguez,cl CHI,FW,25-009,1.8,0,0,0,3,5,0,0,0,0,0.0,0.0,0,6.0,3.0,23.0,11.5,Maximiliano RodriguezPlatense
Argentine Primera División,Platense,Franco Baldassarra,ar ARG,MF,26-253,1.7,0,0,0,5,3,0,2,0,4,0.0,0.0,0,5.0,5.0,4.0,55.6,Franco BaldassarraPlatense
Argentine Primera División,Platense,Franco Minerva,ar ARG,"MF,FW",19-009,1.3,0,0,0,3,0,0,3,2,3,0.0,0.0,0,5.0,2.0,0.0,100.0,Franco MinervaPlatense
Argentine Primera División,Platense,Juan Pignani,ar ARG,DF,23-342,1.0,0,0,0,1,1,0,0,0,1,0.0,0.0,0,4.0,6.0,6.0,50.0,Juan PignaniPlatense
Argentine Primera División,Platense,Edgar Elizalde,uy URU,DF,25-102,0.9,0,0,0,1,0,0,4,2,2,0.0,0.0,0,4.0,0.0,0.0,,Edgar ElizaldePlatense
Argentine Primera División,Platense,Raul Lozano,ar ARG,DF,27-280,0.8,0,0,0,1,2,0,2,0,0,0.0,0.0,0,1.0,0.0,4.0,0.0,Raul LozanoPlatense
Argentine Primera División,Platense,Ignacio Schor,ar ARG,"FW,MF",24-309,3.5,2,0,0,3,7,1,12,2,6,0.0,0.0,0,25.0,3.0,6.0,33.3,Ignacio SchorPlatense
Argentine Primera División,Platense,Enzo Martin Roldan,ar ARG,MF,24-183,0.8,0,0,0,2,4,0,5,1,2,0.0,0.0,0,6.0,3.0,4.0,42.9,Enzo Martin RoldanPlatense
Argentine Primera División,Platense,Santiago Toloza,ar ARG,"FW,MF",22-224,0.6,0,0,0,2,1,0,1,0,0,0.0,0.0,0,6.0,0.0,0.0,,Santiago TolozaPlatense
Argentine Primera División,Platense,Tobias Cervera,sy SYR,"FW,MF",22-307,0.5,1,0,0,1,0,1,0,0,1,0.0,0.0,0,3.0,0.0,1.0,0.0,Tobias CerveraPlatense
Argentine Primera División,Platense,Rodrigo Marquez,ar ARG,"FW,MF",23-114,0.3,0,0,0,1,1,0,3,1,1,0.0,0.0,0,3.0,0.0,1.0,0.0,Rodrigo MarquezPlatense
Argentine Primera División,Platense,Gonzalo Goni,ar ARG,FW,26-297,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,Gonzalo GoniPlatense
Argentine Primera División,Platense,Opponent Total,,,28.2,16.0,39,0,0,176,174,35,324,154,183,1.0,1.0,2,718.0,388.0,361.0,51.8,Opponent TotalPlatense
Argentine Primera División,Estudiantes LP,Matias Mansilla,ar ARG,GK,29-114,16.0,2,0,0,1,2,0,0,0,0,0.0,0.0,0,16.0,2.0,0.0,100.0,Matias MansillaEstudiantes LP
Argentine Primera División,Estudiantes LP,Eric Meza,ar ARG,DF,26-062,14.3,3,0,0,18,8,0,82,10,14,0.0,0.0,0,77.0,6.0,6.0,50.0,Eric MezaEstudiantes LP
Argentine Primera División,Estudiantes LP,Tiago Palacios,uy URU,"FW,MF",24-073,13.1,3,0,0,19,24,5,37,7,12,0.0,0.0,0,50.0,9.0,19.0,32.1,Tiago PalaciosEstudiantes LP
Argentine Primera División,Estudiantes LP,Santiago Ascacibar,ar ARG,MF,28-104,13.0,6,0,0,24,20,1,8,9,25,0.0,0.0,0,85.0,22.0,19.0,53.7,Santiago AscacibarEstudiantes LP
Argentine Primera División,Estudiantes LP,Santiago Nunez,ar ARG,DF,25-041,12.1,7,0,0,20,11,0,1,33,17,0.0,0.0,0,35.0,40.0,29.0,58.0,Santiago NunezEstudiantes LP
Argentine Primera División,Estudiantes LP,Gabriel Neves,uy URU,MF,27-302,11.5,2,0,0,13,5,0,6,15,15,0.0,0.0,0,82.0,14.0,6.0,70.0,Gabriel NevesEstudiantes LP
Argentine Primera División,Estudiantes LP,Sebastian Boselli,uy URU,DF,21-187,11.6,3,0,0,12,4,0,4,17,13,0.0,2.0,0,40.0,37.0,16.0,69.8,Sebastian BoselliEstudiantes LP
Argentine Primera División,Estudiantes LP,Santiago Arzamendia,py PAR,DF,27-035,9.8,6,1,0,19,5,1,26,14,17,0.0,0.0,0,59.0,18.0,9.0,66.7,Santiago ArzamendiaEstudiantes LP
Argentine Primera División,Estudiantes LP,Guido Carrillo,ar ARG,FW,34-015,8.2,1,1,0,7,7,2,0,2,1,0.0,0.0,0,18.0,58.0,42.0,58.0,Guido CarrilloEstudiantes LP
Argentine Primera División,Estudiantes LP,Cristian Medina,ar ARG,"MF,FW",23-008,7.3,3,0,0,11,22,1,6,10,9,0.0,0.0,0,25.0,6.0,5.0,54.5,Cristian MedinaEstudiantes LP
Argentine Primera División,Estudiantes LP,Lucas Alario,ar ARG,FW,32-244,6.7,2,0,0,14,10,1,0,2,5,0.0,0.0,0,7.0,20.0,34.0,37.0,Lucas AlarioEstudiantes LP
Argentine Primera División,Estudiantes LP,Jose Sosa,ar ARG,"MF,FW",39-355,5.7,1,0,0,4,13,0,34,2,6,0.0,0.0,0,38.0,4.0,10.0,28.6,Jose SosaEstudiantes LP
Argentine Primera División,Estudiantes LP,Gaston Benedetti,ar ARG,DF,24-072,6.0,5,1,1,9,3,0,16,2,11,0.0,0.0,0,19.0,3.0,6.0,33.3,Gaston BenedettiEstudiantes LP
Argentine Primera División,Estudiantes LP,Joaquin Burgos,ar ARG,"FW,MF",20-177,5.3,1,0,0,3,7,0,45,2,6,0.0,0.0,0,28.0,2.0,7.0,22.2,Joaquin BurgosEstudiantes LP
Argentine Primera División,Estudiantes LP,Facundo Rodriguez,ar ARG,DF,25-103,5.9,2,0,0,8,2,0,2,8,3,0.0,0.0,0,19.0,5.0,7.0,41.7,Facundo RodriguezEstudiantes LP
Argentine Primera División,Estudiantes LP,Ramiro Funes Mori,ar ARG,DF,34-096,4.0,2,0,0,5,1,1,1,10,6,0.0,0.0,0,17.0,11.0,9.0,55.0,Ramiro Funes MoriEstudiantes LP
Argentine Primera División,Estudiantes LP,Edwuin Cetre,co COL,"FW,MF",27-159,5.6,3,0,0,7,18,3,51,4,4,0.0,0.0,0,14.0,5.0,8.0,38.5,Edwuin CetreEstudiantes LP
Argentine Primera División,Estudiantes LP,Lucas Piovi,ar ARG,MF,32-293,3.9,1,0,0,5,5,0,1,6,5,0.0,0.0,0,23.0,4.0,9.0,30.8,Lucas PioviEstudiantes LP
Argentine Primera División,Estudiantes LP,Alexis Castro,ar ARG,"FW,MF",30-234,3.4,1,0,0,5,4,0,1,6,4,0.0,0.0,0,14.0,2.0,3.0,40.0,Alexis CastroEstudiantes LP
Argentine Primera División,Estudiantes LP,Alexis Manyoma,co COL,"MF,FW",22-157,4.2,1,0,0,8,7,0,5,5,10,0.0,0.0,0,23.0,5.0,10.0,33.3,Alexis ManyomaEstudiantes LP
Argentine Primera División,Estudiantes LP,Bautista Kociubinski,ar ARG,"MF,FW",24-044,2.0,1,0,0,5,1,0,0,6,7,0.0,0.0,0,15.0,5.0,1.0,83.3,Bautista KociubinskiEstudiantes LP
Argentine Primera División,Estudiantes LP,Facundo Farias,ar ARG,"MF,FW",22-285,1.9,0,0,0,5,6,0,4,0,0,0.0,0.0,0,7.0,1.0,8.0,11.1,Facundo FariasEstudiantes LP
Argentine Primera División,Estudiantes LP,Luciano Gimenez,ar ARG,"FW,MF",25-111,2.3,0,0,0,10,3,6,3,1,2,0.0,0.0,0,5.0,11.0,11.0,50.0,Luciano GimenezEstudiantes LP
Argentine Primera División,Estudiantes LP,Roman Gomez,ar ARG,DF,20-330,1.0,0,0,0,0,3,0,6,4,1,0.0,0.0,0,5.0,4.0,0.0,100.0,Roman GomezEstudiantes LP
Argentine Primera División,Estudiantes LP,Fabricio Perez,ar ARG,"MF,FW",19-184,0.7,1,0,0,1,0,0,1,1,1,0.0,0.0,0,2.0,1.0,1.0,50.0,Fabricio PerezEstudiantes LP
Argentine Primera División,Estudiantes LP,Opponent Total,,,28.1,16.0,49,2,1,207,222,17,298,173,164,1.0,1.0,0,705.0,275.0,295.0,48.2,Opponent TotalEstudiantes LP
Argentine Primera División,Lanus,Sasha Marcich,ar ARG,DF,27-011,15.2,3,0,0,18,9,0,39,20,31,0.0,0.0,0,42.0,27.0,19.0,58.7,Sasha MarcichLanus
Argentine Primera División,Lanus,Nahuel Losada,ar ARG,GK,32-053,15.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,12.0,6.0,1.0,85.7,Nahuel LosadaLanus
