Squad,Player,Rk,Nation,Pos,Comp,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,PlSqu
Lens,Ruben Aguilar,49,fr FRA,"DF,MF",fr Ligue 1,31,1993,12.5,677,843,80.3,9523,4115,430,487,88.3,184,238,77.3,34,54,63.0,2,1.9,1.4,+0.1,11,44,21,6,74,Ruben AguilarLens
Rennes,Naouirou Ahamada,50,fr FRA,"MF,FW",fr Ligue 1,22,2002,0.6,17,22,77.3,266,33,8,11,72.7,9,9,100.0,0,2,0.0,0,0.0,0.0,0.0,0,2,0,0,1,Naouirou AhamadaRennes
Genoa,Honest Ahanor,51,it ITA,"DF,MF",it Serie A,16,2008,3.0,51,76,67.1,868,299,24,32,75.0,24,34,70.6,3,7,42.9,0,0.1,0.1,-0.1,2,0,0,0,3,Honest AhanorGenoa
St. Pauli,Erik Ahlstrand,52,se SWE,"FW,MF",de Bundesliga,22,2001,0.5,10,13,76.9,125,21,7,7,100.0,2,4,50.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Erik AhlstrandSt. Pauli
Angers,Jean-Eudes Aholou,53,ci CIV,MF,fr Ligue 1,30,1994,21.8,644,764,84.3,10183,2687,320,361,88.6,287,322,89.1,21,47,44.7,0,1.0,0.7,-1.0,10,46,7,0,68,Jean-Eudes AholouAngers
Valladolid,Joseph Aidoo,54,gh GHA,DF,es La Liga,28,1995,6.5,337,378,89.2,7044,2518,80,87,92.0,215,226,95.1,41,63,65.1,0,0.0,0.1,0.0,0,9,2,0,14,Joseph AidooValladolid
Celta Vigo,Joseph Aidoo,55,gh GHA,DF,es La Liga,28,1995,0.0,6,7,85.7,126,81,1,1,100.0,5,5,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Joseph AidooCelta Vigo
Saint-Etienne,Ayman Aiki,56,fr FRA,"FW,MF",fr Ligue 1,19,2005,1.4,17,29,58.6,234,93,12,17,70.6,4,7,57.1,1,3,33.3,0,0.0,0.0,0.0,1,2,1,0,5,Ayman AikiSaint-Etienne
Nott'ham Forest,Ola Aina,57,ng NGA,DF,eng Premier League,27,1996,33.3,994,1352,73.5,15371,6297,530,598,88.6,374,502,74.5,57,166,34.3,1,1.4,2.2,-0.4,16,85,23,11,107,Ola AinaNott'ham Forest
Wolves,Rayan Ait-Nouri,58,dz ALG,DF,eng Premier League,23,2001,34.5,1449,1721,84.2,19837,5926,897,959,93.5,435,499,87.2,48,118,40.7,7,5.5,4.0,+1.5,46,77,30,10,108,Rayan Ait-NouriWolves
Hellas Verona,Junior Ajayi,59,ci CIV,FW,it Serie A,19,2004,0.1,4,4,100.0,74,18,1,1,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Junior AjayiHellas Verona
Brentford,Kristoffer Ajer,60,no NOR,DF,eng Premier League,26,1998,16.0,504,644,78.3,7868,2831,260,299,87.0,199,248,80.2,27,54,50.0,0,1.2,0.5,-1.2,8,44,7,4,56,Kristoffer AjerBrentford
Brest,Ludovic Ajorque,61,fr FRA,FW,fr Ligue 1,30,1994,27.7,462,671,68.9,6965,969,254,354,71.8,147,198,74.2,35,48,72.9,2,3.1,1.8,-1.1,35,29,11,1,41,Ludovic AjorqueBrest
Manchester City,Manuel Akanji,62,ch SUI,DF,eng Premier League,29,1995,22.4,1632,1744,93.6,27046,7578,776,812,95.6,757,795,95.2,84,113,74.3,0,0.4,1.3,-0.4,9,177,11,2,158,Manuel AkanjiManchester City
Toulouse,Umit Akdag,63,ro ROU,DF,fr Ligue 1,20,2003,5.6,274,348,78.7,4648,1667,122,144,84.7,137,152,90.1,13,39,33.3,0,0.1,0.1,-0.1,2,18,1,0,29,Umit AkdagToulouse
Manchester City,Nathan Ake,64,nl NED,DF,eng Premier League,29,1995,7.5,509,542,93.9,8321,2950,248,253,98.0,237,244,97.1,20,34,58.8,0,0.0,0.2,0.0,1,42,1,0,50,Nathan AkeManchester City
Villarreal,Ilias Akhomach,65,ma MAR,"MF,FW",es La Liga,20,2004,6.5,136,185,73.5,2161,534,76,88,86.4,46,63,73.0,8,14,57.1,0,1.0,1.7,-1.0,9,5,8,2,12,Ilias AkhomachVillarreal
Reims,Sergio Akieme,66,es ESP,DF,fr Ligue 1,26,1997,28.0,929,1147,81.0,13641,4062,527,575,91.7,338,403,83.9,35,108,32.4,3,2.5,2.5,+0.5,21,42,20,12,86,Sergio AkiemeReims
Monaco,Maghnes Akliouche,67,fr FRA,"FW,MF",fr Ligue 1,22,2002,26.7,989,1216,81.3,13887,4098,604,670,90.1,291,356,81.7,54,87,62.1,10,7.3,7.8,+2.7,49,90,64,3,173,Maghnes AklioucheMonaco
Lyon,Paul Akouokou,68,ci CIV,MF,fr Ligue 1,26,1997,0.2,10,15,66.7,218,58,4,5,80.0,3,5,60.0,3,4,75.0,0,0.0,0.0,0.0,0,0,0,0,1,Paul AkouokouLyon
Auxerre,Clement Akpa,69,ci CIV,DF,fr Ligue 1,22,2001,27.6,998,1209,82.5,19673,7381,366,407,89.9,495,549,90.2,123,215,57.2,1,0.9,0.9,+0.1,8,74,10,5,74,Clement AkpaAuxerre
Monza,Jean-Daniel Akpa-Akpro,70,ci CIV,MF,it Serie A,31,1992,10.7,275,346,79.5,4054,1322,156,172,90.7,96,117,82.1,13,19,68.4,0,0.2,0.2,-0.2,3,19,2,1,19,Jean-Daniel Akpa-AkproMonza
Genoa,David Akpan Ankeye,71,ng NGA,"FW,MF",it Serie A,22,2002,0.5,6,7,85.7,53,28,3,4,75.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,1,David Akpan AnkeyeGenoa
Hoffenheim,Kevin Akpoguma,72,ng NGA,DF,de Bundesliga,29,1995,24.7,1193,1369,87.1,21274,7664,477,507,94.1,598,654,91.4,88,159,55.3,0,0.3,0.6,-0.3,7,101,10,0,98,Kevin AkpogumaHoffenheim
Lille,Chuba Akpom,73,eng ENG,FW,fr Ligue 1,28,1995,7.1,67,99,67.7,822,138,44,54,81.5,12,21,57.1,3,4,75.0,1,0.5,0.4,+0.5,5,1,4,0,7,Chuba AkpomLille
Real Madrid,David Alaba,74,at AUT,DF,es La Liga,32,1992,3.5,206,228,90.4,3522,1456,90,90,100.0,96,98,98.0,15,32,46.9,0,0.1,0.1,-0.1,1,11,1,0,7,David AlabaReal Madrid
Valladolid,Ibrahim Alani,75,ng NGA,MF,es La Liga,18,2006,1.8,71,85,83.5,1385,298,23,25,92.0,37,39,94.9,8,15,53.3,0,0.0,0.0,0.0,0,7,0,0,5,Ibrahim AlaniValladolid
St. Pauli,Andreas Albers,76,dk DEN,FW,de Bundesliga,34,1990,0.7,15,29,51.7,233,47,10,18,55.6,4,6,66.7,1,2,50.0,0,0.1,0.1,-0.1,2,1,0,0,3,Andreas AlbersSt. Pauli
Villarreal,Raul Albiol,77,es ESP,DF,es La Liga,38,1985,13.2,727,813,89.4,14582,6006,213,225,94.7,433,463,93.5,76,115,66.1,0,0.0,0.1,0.0,0,26,1,0,34,Raul AlbiolVillarreal
Southampton,Carlos Alcaraz,78,ar ARG,MF,eng Premier League,21,2002,0.1,13,13,100.0,221,66,7,7,100.0,4,4,100.0,2,2,100.0,0,0.1,0.0,-0.1,1,4,1,1,6,Carlos AlcarazSouthampton
Everton,Carlos Alcaraz,79,ar ARG,"FW,MF",eng Premier League,21,2002,8.5,224,278,80.6,3963,1007,96,112,85.7,95,107,88.8,24,37,64.9,3,1.6,0.7,+1.4,13,20,18,3,42,Carlos AlcarazEverton
Getafe,Omar Alderete,80,py PAR,DF,es La Liga,27,1996,33.0,724,1106,65.5,16992,7859,191,235,81.3,367,464,79.1,163,366,44.5,0,0.9,0.9,-0.9,11,132,15,2,112,Omar AldereteGetafe
Getafe,Carles Alena,81,es ESP,"MF,FW",es La Liga,26,1998,5.0,93,117,79.5,1504,299,45,55,81.8,38,44,86.4,6,11,54.5,0,0.1,0.1,-0.1,3,9,3,1,12,Carles AlenaGetafe
Alaves,Carles Alena,82,es ESP,"MF,FW",es La Liga,26,1998,12.1,359,472,76.1,5385,1500,196,221,88.7,122,155,78.7,25,48,52.1,2,1.3,1.3,+0.7,19,35,14,2,58,Carles AlenaAlaves
St. Pauli,Ben Alexander Voll,83,de GER,GK,de Bundesliga,23,2000,1.0,28,50,56.0,749,588,8,8,100.0,13,14,92.9,7,28,25.0,0,0.1,0.0,-0.1,1,0,0,0,0,Ben Alexander VollSt. Pauli
Liverpool,Trent Alexander-Arnold,84,eng ENG,DF,eng Premier League,25,1998,26.3,1448,1971,73.5,27901,11363,632,704,89.8,589,771,76.4,203,418,48.6,6,7.3,7.4,-1.3,52,207,65,20,232,Trent Alexander-ArnoldLiverpool
Celta Vigo,Alfon,85,es ESP,"FW,MF",es La Liga,25,1999,15.2,263,377,69.8,3844,521,146,165,88.5,94,132,71.2,11,27,40.7,2,2.6,2.1,-0.6,24,8,7,1,22,AlfonCelta Vigo
Nice,Mohamed Ali Cho,86,fr FRA,"FW,MF",fr Ligue 1,20,2004,18.0,338,481,70.3,4959,1248,205,247,83.0,105,147,71.4,19,42,45.2,4,4.0,3.5,0.0,30,23,36,5,59,Mohamed Ali ChoNice
Hellas Verona,Faride Alidou,87,de GER,"FW,MF",it Serie A,23,2001,0.8,16,20,80.0,198,42,7,7,100.0,4,6,66.7,1,2,50.0,0,0.0,0.0,0.0,1,0,1,1,1,Faride AlidouHellas Verona
Liverpool,Alisson,88,br BRA,GK,eng Premier League,31,1992,27.9,794,959,82.8,17555,11360,229,232,98.7,426,433,98.4,137,289,47.4,0,0.6,0.2,-0.6,1,12,0,0,1,AlissonLiverpool
Celta Vigo,Tadeo Allende,89,ar ARG,FW,es La Liga,25,1999,0.0,1,3,33.3,7,1,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Tadeo AllendeCelta Vigo
